symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status
BTC,SHORT,46329.4,73190.2,0.633,1773619206444,bybit,,,,
BTC,SHORT,21478.14,73054.9,0.294,1773619134369,binance,binance,,,
BTC,SHORT,3966.74,72784.3,5.45,1773619163665,okx,,,,
BTC,SHORT,1829.61,73184.2,0.025,1773619206943,bybit,,,,
BTC,SHORT,599.51,73110.6,0.82,1773619208845,okx,,,,
BTC,SHORT,511.22,73031.3,0.007,1773618970743,binance,binance,,,
BTC,SHORT,511.2191,73031.3,0.007,1773618970743,binance,,LIMIT,72735.9,FILLED
BTC,SHORT,219.55,73182.0,0.003,1773619206444,bybit,,,,
BTC,SHORT,219.52,73174.9,0.003,1773619206444,bybit,,,,
BTC,SHORT,146.15,73074.6,0.002,1773619163160,binance,binance,,,
