symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
BTC,LONG,284390.8,71097.7,4.0,1773600466944,bybit,,,,,
BTC,LONG,14975.28,71107.7,21.06,1773600473139,okx,,,,,
BTC,LONG,9455.32,71092.6,0.133,1773600465944,bybit,,,,,
BTC,LONG,9386.63,71110.8,0.132,1773600453944,bybit,,,,,
BTC,LONG,3410.04,71042.4,0.048,1773600473444,bybit,,,,,
BTC,LONG,3340.28,71069.8,0.047,1773600466444,bybit,,,,,
BTC,LONG,2491.4,71182.9,0.035,1773600422944,bybit,,,,,
BTC,LONG,1214.59,71446.2,1.7,1773600465757,okx,,,,,
BTC,LONG,1211.4,71258.7,1.7,1773600421151,okx,,,,,
BTC,LONG,931.95,71141.3,1.31,1773600466332,okx,,,,,
BTC,LONG,781.36,71032.5,0.011,1773600507945,bybit,,,,,
BTC,LONG,710.36,71036.0,0.01,1773600473444,bybit,,,,,
BTC,LONG,561.7,71101.6,0.79,1773600503709,okx,,,,,
BTC,LONG,497.49,71070.5,0.007,1773600465944,bybit,,,,,
BTC,LONG,426.29,71048.9,0.006,1773600473444,bybit,,,,,
BTC,LONG,321.8,71511.1,0.45,1773600435647,okx,,,,,
BTC,LONG,257.3,71472.1,0.36,1773600453801,okx,,,,,
BTC,LONG,150.19,71519.5,0.21,1773600432748,okx,,,,,
BTC,LONG,142.16,71078.0,0.002,1773600466444,bybit,,,,,
,short,,71662.0,,2026-03-15T18:44:54.103854+00:00,hyperliquid,BTC,0.00104,74.52847999999999,0xc2c006c07c0d3562ad587a7ee44af2b8d074500d,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71662.0,,2026-03-15T18:44:54.106362+00:00,hyperliquid,BTC,0.00104,74.52847999999999,0xc2c006c07c0d3562ad587a7ee44af2b8d074500d,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
BTC,LONG,71.22,71218.2,0.001,1773600420948,bybit,,,,,
BTC,LONG,71.12,71121.6,0.001,1773600454945,bybit,,,,,
BTC,LONG,71.1,71099.7,0.1,1773600507135,okx,,,,,
,short,,71673.0,,2026-03-15T18:40:53.320295+00:00,hyperliquid,BTC,0.00093,66.65589,0x3ff54fd26855db3758d0b5ae7aed47440c47f705,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71673.0,,2026-03-15T18:40:53.320473+00:00,hyperliquid,BTC,0.00093,66.65589,0x3ff54fd26855db3758d0b5ae7aed47440c47f705,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71688.0,,2026-03-15T18:41:23.600764+00:00,hyperliquid,BTC,0.0009,64.5192,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71688.0,,2026-03-15T18:41:24.533876+00:00,hyperliquid,BTC,0.0009,64.5192,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71420.0,,2026-03-15T18:48:53.420295+00:00,hyperliquid,BTC,0.0009,64.27799999999999,0x9266865bb6afb4c4f618544dd3b8c970f17aa664,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71420.0,,2026-03-15T18:48:53.450067+00:00,hyperliquid,BTC,0.0009,64.27799999999999,0x9266865bb6afb4c4f618544dd3b8c970f17aa664,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71635.0,,2026-03-15T18:46:23.536959+00:00,hyperliquid,BTC,0.00088,63.0388,0x31dea2516beee92135b96f464eeec3cf292a13f2,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71635.0,,2026-03-15T18:46:23.672196+00:00,hyperliquid,BTC,0.00088,63.0388,0x31dea2516beee92135b96f464eeec3cf292a13f2,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71668.0,,2026-03-15T18:43:53.671483+00:00,hyperliquid,BTC,0.00084,60.20112,0xa62b923a112d50d03e1e096bbd53422490dac104,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71668.0,,2026-03-15T18:43:53.693906+00:00,hyperliquid,BTC,0.00084,60.20112,0xa62b923a112d50d03e1e096bbd53422490dac104,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71672.0,,2026-03-15T18:42:53.316559+00:00,hyperliquid,BTC,0.00083,59.48776,0x4009fb3a7907de2e81166eb04ae270b1a2f13f61,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
,short,,71672.0,,2026-03-15T18:42:53.319935+00:00,hyperliquid,BTC,0.00083,59.48776,0x4009fb3a7907de2e81166eb04ae270b1a2f13f61,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0
