timestamp,coin,side,size,price,value_usd,liquidated_address,liquidator_address,_exchange,exchange,symbol,value,quantity
2026-03-16T13:29:36.477569+00:00,BTC,long,0.04539,73858.0,3352.41462,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x362c5006ed0a405c35df4a138cb38d891f1a1a20,hyperliquid,,,,
2026-03-16T13:29:36.491007+00:00,BTC,long,0.04539,73858.0,3352.41462,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x362c5006ed0a405c35df4a138cb38d891f1a1a20,hyperliquid,,,,
2026-03-16T13:30:36.536306+00:00,BTC,long,0.03801,73844.0,2806.81044,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,hyperliquid,,,,
2026-03-16T13:30:36.547391+00:00,BTC,long,0.03801,73844.0,2806.81044,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,hyperliquid,,,,
2026-03-16T13:28:37.283112+00:00,BTC,long,0.0318,73841.0,2348.1438000000003,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,hyperliquid,,,,
2026-03-16T13:28:37.296526+00:00,BTC,long,0.0318,73841.0,2348.1438000000003,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,hyperliquid,,,,
2026-03-16T13:31:06.414199+00:00,BTC,long,0.03069,73890.0,2267.6841,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x1a7a2644a192bbce1f0e183982ae14e6972ce695,hyperliquid,,,,
2026-03-16T13:31:08.631679+00:00,BTC,long,0.03069,73890.0,2267.6841,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x1a7a2644a192bbce1f0e183982ae14e6972ce695,hyperliquid,,,,
2026-03-16T13:29:06.607743+00:00,BTC,long,0.0262,73848.0,1934.8176,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,hyperliquid,,,,
2026-03-16T13:29:06.853347+00:00,BTC,long,0.0262,73848.0,1934.8176,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,hyperliquid,,,,
2026-03-16T13:31:06.414551+00:00,BTC,long,0.0158,73890.0,1167.4620000000002,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x762dfd1892b87625929b130ebd7c1c67596b85f8,hyperliquid,,,,
2026-03-16T13:31:08.631994+00:00,BTC,long,0.0158,73890.0,1167.4620000000002,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x762dfd1892b87625929b130ebd7c1c67596b85f8,hyperliquid,,,,
2026-03-16T13:30:07.218082+00:00,BTC,long,0.01488,73863.0,1099.0814400000002,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,hyperliquid,,,,
2026-03-16T13:30:07.234518+00:00,BTC,long,0.01488,73863.0,1099.0814400000002,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,hyperliquid,,,,
2026-03-16T13:30:07.217528+00:00,BTC,long,0.01353,73863.0,999.36639,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x7e698eea0709e4a0dbbd790fc493d60691801157,hyperliquid,,,,
2026-03-16T13:30:07.234086+00:00,BTC,long,0.01353,73863.0,999.36639,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x7e698eea0709e4a0dbbd790fc493d60691801157,hyperliquid,,,,
1773667731199,,LONG,,73586.5,,,,binance,binance,BTC,883.04,0.012
2026-03-16T13:28:36.366215+00:00,BTC,long,0.01083,73841.0,799.6980299999999,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x6802b4267f7f2bf7003dcf993c51542245b38329,hyperliquid,,,,
2026-03-16T13:28:37.282269+00:00,BTC,long,0.01083,73841.0,799.6980299999999,0xbae5e1fd212efdfae8a9ff44d5667c95f10f7902,0x6802b4267f7f2bf7003dcf993c51542245b38329,hyperliquid,,,,
2026-03-16T13:26:10.058343+00:00,BTC,short,0.00112,73894.0,82.76128,0xe29d84a6f37858d7f8017be454ee35726511e525,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:26:11.100973+00:00,BTC,short,0.00112,73894.0,82.76128,0xe29d84a6f37858d7f8017be454ee35726511e525,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:25:40.175746+00:00,BTC,short,0.00112,73892.0,82.75904,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:25:41.301623+00:00,BTC,short,0.00112,73892.0,82.75904,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:25:10.858217+00:00,BTC,short,0.00112,73882.0,82.74784,0x162cc7c861ebd0c06b3d72319201150482518185,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:25:11.942697+00:00,BTC,short,0.00112,73882.0,82.74784,0x162cc7c861ebd0c06b3d72319201150482518185,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:24:10.693801+00:00,BTC,short,0.00112,73876.0,82.74112,0x4d969e59b312970cc07af266938a4433ccae0b4c,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:24:12.817633+00:00,BTC,short,0.00112,73876.0,82.74112,0x4d969e59b312970cc07af266938a4433ccae0b4c,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:27:39.300664+00:00,BTC,short,0.00112,73865.0,82.72879999999999,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:27:39.307917+00:00,BTC,short,0.00112,73865.0,82.72879999999999,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:29:40.122314+00:00,BTC,short,0.00112,73865.0,82.72879999999999,0xb3a38662575bdf1541013ce987934dba919851ea,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:29:40.133200+00:00,BTC,short,0.00112,73865.0,82.72879999999999,0xb3a38662575bdf1541013ce987934dba919851ea,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:30:09.467372+00:00,BTC,short,0.00112,73856.0,82.71871999999999,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:30:11.585229+00:00,BTC,short,0.00112,73856.0,82.71871999999999,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:29:10.082521+00:00,BTC,short,0.00112,73847.0,82.70863999999999,0xf8c5362479968e9b9643c9f3b93fbaf3db008acd,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:29:10.102663+00:00,BTC,short,0.00112,73847.0,82.70863999999999,0xf8c5362479968e9b9643c9f3b93fbaf3db008acd,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:22:39.537255+00:00,BTC,short,0.00112,73842.0,82.70303999999999,0xb3a38662575bdf1541013ce987934dba919851ea,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:22:39.560611+00:00,BTC,short,0.00112,73842.0,82.70303999999999,0xb3a38662575bdf1541013ce987934dba919851ea,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:23:09.483596+00:00,BTC,short,0.00112,73839.0,82.69967999999999,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:23:13.903427+00:00,BTC,short,0.00112,73839.0,82.69967999999999,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:22:10.286223+00:00,BTC,short,0.00112,73835.0,82.6952,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:22:10.289961+00:00,BTC,short,0.00112,73835.0,82.6952,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:28:39.337172+00:00,BTC,short,0.00112,73834.0,82.69408,0xb6bfa5b79c1f06d5cf21d21e00f25d8da9fcfdb1,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:28:39.347961+00:00,BTC,short,0.00112,73834.0,82.69408,0xb6bfa5b79c1f06d5cf21d21e00f25d8da9fcfdb1,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:21:11.171619+00:00,BTC,short,0.00112,73807.0,82.66384,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
2026-03-16T13:21:11.181269+00:00,BTC,short,0.00112,73807.0,82.66384,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0xb6df97014a9cd6e40703b6db99dd736c3170e30a,hyperliquid,,,,
