symbol,side,value,price,quantity,timestamp,order_type,avg_price,order_status,_exchange,exchange,coin,size,value_usd,liquidated_address,liquidator_address
BTC,SHORT,48353.2134,74047.8,0.653,1773641945078,LIMIT,73780.8,FILLED,binance,,,,,,
BTC,SHORT,48353.21,74047.8,0.653,1773641945078,,,,binance,binance,,,,,
,short,,73683.0,,2026-03-16T06:17:41.391081+00:00,,,,hyperliquid,,BTC,0.16472,12137.063760000001,0xc8264ebc379e26946e7d31ae4746c27182849755,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73683.0,,2026-03-16T06:17:41.394782+00:00,,,,hyperliquid,,BTC,0.16472,12137.063760000001,0xc8264ebc379e26946e7d31ae4746c27182849755,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
BTC,SHORT,3998.18,74040.4,0.054,1773642049444,,,,bybit,,,,,,
,long,,73616.0,,2026-03-16T06:13:57.387408+00:00,,,,hyperliquid,,BTC,0.02546,1874.26336,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0x5bcbbb10358ddb623593e51f499568ea54c2aeed
,long,,73616.0,,2026-03-16T06:13:58.608721+00:00,,,,hyperliquid,,BTC,0.02546,1874.26336,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0x5bcbbb10358ddb623593e51f499568ea54c2aeed
,long,,73591.0,,2026-03-16T06:14:27.326243+00:00,,,,hyperliquid,,BTC,0.02545,1872.89095,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e
,long,,73591.0,,2026-03-16T06:14:27.496474+00:00,,,,hyperliquid,,BTC,0.02545,1872.89095,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e
,long,,73654.0,,2026-03-16T06:14:58.305298+00:00,,,,hyperliquid,,BTC,0.02481,1827.35574,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xf9109ada2f73c62e9889b45453065f0d99260a2d
,long,,73654.0,,2026-03-16T06:15:00.345280+00:00,,,,hyperliquid,,BTC,0.02481,1827.35574,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xf9109ada2f73c62e9889b45453065f0d99260a2d
,short,,73786.0,,2026-03-16T06:23:02.397831+00:00,,,,hyperliquid,,BTC,0.01653,1219.68258,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73786.0,,2026-03-16T06:23:02.558715+00:00,,,,hyperliquid,,BTC,0.01653,1219.68258,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73777.0,,2026-03-16T06:19:32.999383+00:00,,,,hyperliquid,,BTC,0.01653,1219.53381,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73777.0,,2026-03-16T06:19:33.103133+00:00,,,,hyperliquid,,BTC,0.01653,1219.53381,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73760.0,,2026-03-16T06:23:32.288100+00:00,,,,hyperliquid,,BTC,0.01653,1219.2528,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73760.0,,2026-03-16T06:23:32.296781+00:00,,,,hyperliquid,,BTC,0.01653,1219.2528,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73748.0,,2026-03-16T06:22:02.317387+00:00,,,,hyperliquid,,BTC,0.01653,1219.0544399999999,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73748.0,,2026-03-16T06:22:04.131315+00:00,,,,hyperliquid,,BTC,0.01653,1219.0544399999999,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73738.0,,2026-03-16T06:21:32.629430+00:00,,,,hyperliquid,,BTC,0.01653,1218.88914,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73738.0,,2026-03-16T06:21:32.827316+00:00,,,,hyperliquid,,BTC,0.01653,1218.88914,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73733.0,,2026-03-16T06:20:03.724491+00:00,,,,hyperliquid,,BTC,0.01653,1218.80649,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73733.0,,2026-03-16T06:20:03.815066+00:00,,,,hyperliquid,,BTC,0.01653,1218.80649,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73772.0,,2026-03-16T06:22:32.365388+00:00,,,,hyperliquid,,BTC,0.01652,1218.71344,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73772.0,,2026-03-16T06:22:32.451178+00:00,,,,hyperliquid,,BTC,0.01652,1218.71344,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73694.0,,2026-03-16T06:21:02.371574+00:00,,,,hyperliquid,,BTC,0.01653,1218.16182,0xa1d22621c9b077ce4ac468908114a82b2de4a8db,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73694.0,,2026-03-16T06:21:02.650897+00:00,,,,hyperliquid,,BTC,0.01653,1218.16182,0xa1d22621c9b077ce4ac468908114a82b2de4a8db,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73686.0,,2026-03-16T06:20:32.482263+00:00,,,,hyperliquid,,BTC,0.01653,1218.02958,0xce7164b7ba9bc64b5a8624c90def60accfdfb1b6,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
,short,,73686.0,,2026-03-16T06:20:32.525936+00:00,,,,hyperliquid,,BTC,0.01653,1218.02958,0xce7164b7ba9bc64b5a8624c90def60accfdfb1b6,0xd74916aecd93ca55deb392dfad4c3ae43951ea49
