timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-16T08:45:11.290000,BTC,long,0.05419,72873.0,3948.99,0x4097a1b4...,-47.27,hyperliquid,,,,,,
1773651078056,,LONG,,72607.5,,,,binance,BTC,1234.3275,0.017,LIMIT,72891.0,FILLED
2026-03-16T08:45:11.290000,BTC,long,0.00696,72873.0,507.2,0xbe635392...,-6.06,hyperliquid,,,,,,
2026-03-16T08:45:11.290000,BTC,long,0.0059,72873.0,429.95,0x8417efa6...,-5.14,hyperliquid,,,,,,
1773651076444,,LONG,,72556.3,,,,bybit,BTC,362.78,0.005,,,
2026-03-16T08:45:11.290000,BTC,long,0.00391,72873.0,284.93,0xc6494809...,-3.56,hyperliquid,,,,,,
2026-03-16T08:45:11.290000,BTC,long,0.00312,72873.0,227.36,0x1d6c051f...,-2.71,hyperliquid,,,,,,
2026-03-16T08:45:11.290000,BTC,long,0.00213,72873.0,155.22,0x7b3f7b40...,-1.98,hyperliquid,,,,,,
2026-03-16T08:45:11.290000,BTC,long,0.00044,72873.0,32.06,0x0b8092bb...,-0.39,hyperliquid,,,,,,
2026-03-16T08:45:11.290000,BTC,long,0.00027,72873.0,19.68,0x0b8092bb...,-0.24,hyperliquid,,,,,,
