symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status
BTC,SHORT,18589.17,74356.7,0.25,1773635014950,bybit,,,,
BTC,SHORT,9588.16,74326.8,12.9,1773635015019,okx,,,,
BTC,SHORT,7731.31,74339.5,0.104,1773635014950,bybit,,,,
BTC,SHORT,7436.58,74365.8,0.1,1773635015444,bybit,,,,
BTC,SHORT,4684.02,74349.5,0.063,1773635014448,bybit,,,,
BTC,SHORT,3568.19,74337.3,0.048,1773635014448,bybit,,,,
BTC,SHORT,3313.91,73806.5,4.49,1773634975522,okx,,,,
BTC,SHORT,3271.94,74362.3,0.044,1773635014950,bybit,,,,
BTC,SHORT,2825.57,74357.2,0.038,1773635014448,bybit,,,,
BTC,SHORT,1857.01,74280.4,0.025,1773635014950,bybit,,,,
BTC,SHORT,743.36,74336.0,0.01,1773635014950,bybit,,,,
BTC,SHORT,739.53,73953.2,1.0,1773635014038,okx,,,,
BTC,SHORT,669.58,74397.8,0.009,1773635015444,bybit,,,,
BTC,SHORT,520.52,74359.6,0.007,1773635015444,bybit,,,,
BTC,SHORT,520.44,74348.8,0.007,1773635014448,bybit,,,,
BTC,SHORT,446.22,74369.7,0.006,1773635015944,bybit,,,,
BTC,SHORT,371.87,74373.4,0.005,1773635014950,bybit,,,,
BTC,SHORT,369.51,73902.3,0.5,1773635013425,okx,,,,
BTC,SHORT,273.97,74046.3,0.37,1773635016115,okx,,,,
BTC,SHORT,223.22,74405.1,0.003,1773635015444,bybit,,,,
BTC,SHORT,148.74,74369.8,0.002,1773635015944,bybit,,,,
BTC,SHORT,148.68,74337.9,0.002,1773635013963,bybit,,,,
BTC,SHORT,148.24,74119.5,0.002,1773634749823,binance,binance,,,
BTC,SHORT,148.239,74119.5,0.002,1773634749823,binance,,LIMIT,73810.5,FILLED
BTC,SHORT,74.31,74311.7,0.001,1773635014448,bybit,,,,
