symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status
BTC,SHORT,18074.05,73174.3,0.247,1773626089443,bybit,,,,
BTC,SHORT,13678.81,73148.7,0.187,1773626087944,bybit,,,,
BTC,SHORT,11475.81,73094.3,0.157,1773626089318,binance,binance,,,
BTC,SHORT,11475.805100000001,73094.3,0.157,1773626089318,binance,,LIMIT,72816.3,FILLED
BTC,SHORT,5831.46,72802.3,8.01,1773626088081,okx,,,,
BTC,SHORT,4675.78,73059.0,0.064,1773626072269,binance,binance,,,
BTC,SHORT,4675.776,73059.0,0.064,1773626072269,binance,,LIMIT,72768.3,FILLED
BTC,SHORT,3769.61,73054.4,5.16,1773626072251,okx,,,,
BTC,SHORT,1417.75,73079.9,1.94,1773626087018,okx,,,,
BTC,SHORT,1315.6,73088.8,0.018,1773626088301,binance,binance,,,
BTC,SHORT,1315.5983999999999,73088.8,0.018,1773626088301,binance,,LIMIT,72813.4,FILLED
BTC,SHORT,950.0,73076.8,0.013,1773626087044,binance,binance,,,
BTC,SHORT,949.9984,73076.8,0.013,1773626087044,binance,,LIMIT,72800.0,FILLED
BTC,SHORT,365.85,73169.2,0.005,1773626087944,bybit,,,,
BTC,SHORT,292.44716,73111.79,0.004,1773626095457,binance,,LIMIT,72819.2,FILLED
BTC,SHORT,146.2154,73107.7,0.002,1773626093537,binance,,LIMIT,72818.0,FILLED
BTC,SHORT,87.69,73071.3,0.12,1773626086440,okx,,,,
BTC,SHORT,29.13,72814.8,0.04,1773626089746,okx,,,,
