timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-16T13:41:52.603000,BTC,short,0.65788,74471.0,48992.98,0xcbd909bc...,-596.89,hyperliquid,,,,,,,
2026-03-16T13:41:49.668000,BTC,short,0.54362,74444.0,40469.25,0xfa07c80e...,-469.69,hyperliquid,,,,,,,
2026-03-16T13:41:52.603000,BTC,short,0.45928,74470.0,34202.58,0x72e23fd5...,-383.04,hyperliquid,,,,,,,
2026-03-16T13:41:52.603000,BTC,short,0.2,74470.0,14894.0,0x31b905df...,-631.0,hyperliquid,,,,,,,
2026-03-16T13:41:52.603000,BTC,short,0.16219,74470.0,12078.29,0x5c4e19c9...,-139.97,hyperliquid,,,,,,,
2026-03-16T13:41:52.603000,BTC,short,0.14787,74470.0,11011.88,0x72e23fd5...,-123.32,hyperliquid,,,,,,,
1773668641170,,LONG,,73764.6,,,,binance,binance,BTC,9884.46,0.134,,,
1773668641170,,LONG,,73764.6,,,,binance,,BTC,9884.456400000001,0.134,LIMIT,74000.0,FILLED
1773668841808,,SHORT,,74646.7,,,,okx,,BTC,6106.1,8.18,,,
1773668634231,,LONG,,73815.1,,,,binance,,BTC,5683.7627,0.077,LIMIT,74096.4,FILLED
1773668634231,,LONG,,73815.1,,,,binance,binance,BTC,5683.76,0.077,,,
2026-03-16T13:41:52.603000,BTC,short,0.07374,74470.0,5491.42,0xcbd909bc...,-66.83,hyperliquid,,,,,,,
2026-03-16T13:41:49.668000,BTC,short,0.06165,74444.0,4589.47,0xea15f704...,-53.88,hyperliquid,,,,,,,
2026-03-16T13:41:52.603000,BTC,short,0.05512,74470.0,4104.79,0xa3599e24...,-205.92,hyperliquid,,,,,,,
2026-03-16T13:41:52.603000,BTC,short,0.05433,74470.0,4045.96,0x44aea743...,-44.65,hyperliquid,,,,,,,
2026-03-16T13:41:52.603000,BTC,short,0.04905,74470.0,3652.75,0xb45fdcb8...,-45.32,hyperliquid,,,,,,,
2026-03-16T13:41:52.603000,BTC,short,0.04879,74470.0,3633.39,0x920c2ef6...,-44.09,hyperliquid,,,,,,,
1773668643104,,LONG,,73710.1,,,,binance,,BTC,3611.7949000000003,0.049,LIMIT,73976.1,FILLED
1773668643104,,LONG,,73710.1,,,,binance,binance,BTC,3611.79,0.049,,,
2026-03-16T13:41:52.603000,BTC,short,0.0418,74470.0,3112.85,0x81f2b490...,-42.8,hyperliquid,,,,,,,
2026-03-16T13:41:52.603000,BTC,short,0.04107,74470.0,3058.48,0x571ba79c...,-36.39,hyperliquid,,,,,,,
1773668640944,,LONG,,73636.3,,,,bybit,,BTC,2798.18,0.038,,,
2026-03-16T13:41:52.603000,BTC,short,0.02992,74470.0,2228.14,0x88ea3c6d...,-212.55,hyperliquid,,,,,,,
1773668642132,,LONG,,73693.2,,,,okx,,BTC,2210.8,3.0,,,
2026-03-16T13:41:49.668000,BTC,short,0.02282,74444.0,1698.81,0xa73cc104...,-19.99,hyperliquid,,,,,,,
1773668624354,,LONG,,73874.4,,,,binance,binance,BTC,1625.24,0.022,,,
1773668624354,,LONG,,73874.4,,,,binance,,BTC,1625.2367999999997,0.022,LIMIT,74140.0,FILLED
1773668655819,,LONG,,73961.9,,,,okx,,BTC,1257.35,1.7,,,
