exchange,symbol,side,value,price,quantity,timestamp,_exchange
binance,BTC,SHORT,2440.95,71792.5,0.034,1773602908054,binance
binance,BTC,SHORT,287.07,71768.4,0.004,1773602829677,binance
binance,BTC,SHORT,215.35,71783.38,0.003,1773602902631,binance
