exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
binance,BTC,LONG,63994.25,72065.6,0.888,1773623056333,binance,,,,,
,BTC,LONG,31047.95,72037.0,0.431,1773623054444,bybit,,,,,
binance,BTC,LONG,17653.03,72053.2,0.245,1773623068147,binance,,,,,
,BTC,LONG,12311.83,71999.0,0.171,1773623055461,bybit,,,,,
,BTC,LONG,9591.05,72330.7,13.26,1773623068447,okx,,,,,
,BTC,LONG,6480.64,72007.1,0.09,1773623054944,bybit,,,,,
,,short,,72426.0,,2026-03-16T01:03:46.300001+00:00,hyperliquid,BTC,0.08923,6462.571980000001,0x9b422e571eb2cb9837efdc4f9087194d65fb070a,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72426.0,,2026-03-16T01:03:48.383030+00:00,hyperliquid,BTC,0.08923,6462.571980000001,0x9b422e571eb2cb9837efdc4f9087194d65fb070a,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,BTC,LONG,6362.78,72058.7,8.83,1773623056814,okx,,,,,
,,short,,72550.0,,2026-03-16T01:00:48.270212+00:00,hyperliquid,BTC,0.07869,5708.9595,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72550.0,,2026-03-16T01:00:48.291355+00:00,hyperliquid,BTC,0.07869,5708.9595,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72521.0,,2026-03-16T00:59:16.390458+00:00,hyperliquid,BTC,0.07798,5655.18758,0x9b422e571eb2cb9837efdc4f9087194d65fb070a,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72521.0,,2026-03-16T00:59:16.397045+00:00,hyperliquid,BTC,0.07798,5655.18758,0x9b422e571eb2cb9837efdc4f9087194d65fb070a,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72537.0,,2026-03-16T01:02:17.565068+00:00,hyperliquid,BTC,0.07377,5351.05449,0xaf2ac71f62f341e5823d6985492409e92c940447,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72537.0,,2026-03-16T01:02:17.592518+00:00,hyperliquid,BTC,0.07377,5351.05449,0xaf2ac71f62f341e5823d6985492409e92c940447,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72565.0,,2026-03-16T00:57:47.137632+00:00,hyperliquid,BTC,0.07167,5200.73355,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72565.0,,2026-03-16T00:57:48.156944+00:00,hyperliquid,BTC,0.07167,5200.73355,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72549.0,,2026-03-16T01:01:48.290967+00:00,hyperliquid,BTC,0.07026,5097.29274,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72549.0,,2026-03-16T01:01:48.297665+00:00,hyperliquid,BTC,0.07026,5097.29274,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72578.0,,2026-03-16T00:56:47.577561+00:00,hyperliquid,BTC,0.06885,4996.9953,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72578.0,,2026-03-16T00:56:48.714509+00:00,hyperliquid,BTC,0.06885,4996.9953,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72389.0,,2026-03-16T01:06:17.828964+00:00,hyperliquid,BTC,0.06745,4882.63805,0xb3a38662575bdf1541013ce987934dba919851ea,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72389.0,,2026-03-16T01:06:17.868569+00:00,hyperliquid,BTC,0.06745,4882.63805,0xb3a38662575bdf1541013ce987934dba919851ea,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72348.0,,2026-03-16T01:04:48.673769+00:00,hyperliquid,BTC,0.06604,4777.86192,0x9266865bb6afb4c4f618544dd3b8c970f17aa664,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72348.0,,2026-03-16T01:04:48.677232+00:00,hyperliquid,BTC,0.06604,4777.86192,0x9266865bb6afb4c4f618544dd3b8c970f17aa664,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72395.0,,2026-03-16T01:05:47.290600+00:00,hyperliquid,BTC,0.06464,4679.6128,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72395.0,,2026-03-16T01:05:47.340044+00:00,hyperliquid,BTC,0.06464,4679.6128,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72575.0,,2026-03-16T01:00:18.466830+00:00,hyperliquid,BTC,0.06393,4639.71975,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
