exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
binance,BTC,SHORT,76202.26,73271.4,1.04,1773619403414,binance,,,
,BTC,SHORT,76202.256,73271.4,1.04,1773619403414,binance,LIMIT,72979.9,FILLED
,BTC,SHORT,2346.74,73335.7,0.032,1773619403444,bybit,,,
,BTC,LONG,1960.2351,72601.3,0.027,1773619558309,binance,LIMIT,72885.4,FILLED
,BTC,SHORT,1464.584,73229.2,0.02,1773619398176,binance,LIMIT,72945.2,FILLED
binance,BTC,SHORT,1464.58,73229.2,0.02,1773619398176,binance,,,
binance,BTC,SHORT,952.42,73263.0,0.013,1773619402182,binance,,,
,BTC,SHORT,952.419,73263.0,0.013,1773619402182,binance,LIMIT,72979.9,FILLED
,BTC,SHORT,805.92,73265.6,0.011,1773619567944,bybit,,,
,BTC,SHORT,366.71,73342.4,0.005,1773619403944,bybit,,,
,BTC,SHORT,299.18,72971.7,0.41,1773619401332,okx,,,
