symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,address,pnl,exchange,order_type,avg_price,order_status
BTC,SHORT,41712.62,72796.9,0.573,1773614597944,bybit,,,,,,,,,
,short,,72501.0,,2026-03-15T22:46:37.150000,hyperliquid,BTC,0.385,27912.89,0xaffa4daf...,-337.14,,,,
BTC,SHORT,27894.02,72452.0,0.385,1773614601439,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,26781.32,72474.0,0.36953,1773614598445,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,25608.12,72497.0,0.35323,1773614739735,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,25530.55,72736.6,0.351,1773614597541,binance,,,,,,binance,,,
BTC,SHORT,25530.5466,72736.6,0.351,1773614597541,binance,,,,,,,LIMIT,72465.8,FILLED
BTC,SHORT,22300.97,72474.0,0.30771,1773614598445,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,19126.68,72477.0,0.2639,1773614598445,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,18840.75,72431.0,0.26012,1773614591540,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,14493.3,72466.5,20.0,1773614737562,okx,,,,,,,,,
BTC,SHORT,14416.5,72452.0,0.19898,1773614601439,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,12950.87,72757.7,0.178,1773614533443,bybit,,,,,,,,,
BTC,SHORT,12624.97,72474.0,0.1742,1773614598445,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,12430.263600000002,72691.6,0.171,1773614555252,binance,,,,,,,LIMIT,72428.0,FILLED
BTC,SHORT,12430.26,72691.6,0.171,1773614555252,binance,,,,,,binance,,,
BTC,SHORT,11412.031700000001,72688.1,0.157,1773614523714,binance,,,,,,,LIMIT,72399.9,FILLED
BTC,SHORT,11412.03,72688.1,0.157,1773614523714,binance,,,,,,binance,,,
BTC,SHORT,11269.18,72452.0,0.15554,1773614601439,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,10629.64,72488.0,0.14664,1773614741561,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,10255.09,72731.1,0.141,1773614521944,bybit,,,,,,,,,
BTC,SHORT,10051.42,72474.0,0.13869,1773614598445,hyperliquid,,,,,,hyperliquid,,,
,short,,72501.0,,2026-03-15T22:46:37.150000,hyperliquid,BTC,0.1337,9693.38,0xdf2fa90f...,-116.83,,,,
BTC,SHORT,9630.32,72452.0,0.13292,1773614601439,hyperliquid,,,,,,hyperliquid,,,
BTC,SHORT,9477.45,72452.0,0.13081,1773614601439,hyperliquid,,,,,,hyperliquid,,,
