exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
binance,BTC,SHORT,28371.07,74660.7,0.38,1773668886719,binance,,,
,BTC,SHORT,28371.066,74660.7,0.38,1773668886719,binance,LIMIT,74363.1,FILLED
,BTC,SHORT,6106.1,74646.7,8.18,1773668841808,okx,,,
,BTC,SHORT,522.4947000000001,74642.1,0.007,1773668841070,binance,LIMIT,74349.1,FILLED
binance,BTC,SHORT,522.49,74642.1,0.007,1773668841070,binance,,,
,BTC,SHORT,373.12449999999995,74624.9,0.005,1773668905083,binance,LIMIT,74325.6,FILLED
binance,BTC,SHORT,373.12,74624.9,0.005,1773668905083,binance,,,
,BTC,SHORT,223.61219999999997,74537.4,0.003,1773668755670,binance,LIMIT,74275.3,FILLED
binance,BTC,SHORT,223.61,74537.4,0.003,1773668755670,binance,,,
,BTC,SHORT,149.2536,74626.8,0.002,1773668839716,binance,LIMIT,74349.1,FILLED
binance,BTC,SHORT,149.25,74626.8,0.002,1773668839716,binance,,,
binance,BTC,SHORT,149.22,74607.8,0.002,1773668831505,binance,,,
,BTC,SHORT,149.2156,74607.8,0.002,1773668831505,binance,LIMIT,74300.0,FILLED
,BTC,SHORT,149.1416,74570.8,0.002,1773668757786,binance,LIMIT,74274.0,FILLED
binance,BTC,SHORT,149.14,74570.8,0.002,1773668757786,binance,,,
,BTC,LONG,148.0224,74011.2,0.002,1773668832811,binance,LIMIT,74326.6,FILLED
binance,BTC,LONG,148.02,74011.2,0.002,1773668832811,binance,,,
binance,BTC,LONG,147.72,73857.7,0.002,1773668961342,binance,,,
