timestamp,coin,side,size,price,value_usd,liquidated_address,liquidator_address,_exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-16T12:14:08.171755+00:00,BTC,short,0.005,73559.0,367.795,0xb3a38662575bdf1541013ce987934dba919851ea,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:14:08.183823+00:00,BTC,short,0.005,73559.0,367.795,0xb3a38662575bdf1541013ce987934dba919851ea,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:15:07.667093+00:00,BTC,short,0.005,73524.0,367.62,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:15:11.729202+00:00,BTC,short,0.005,73524.0,367.62,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:13:37.840330+00:00,BTC,short,0.005,73521.0,367.605,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:13:40.771137+00:00,BTC,short,0.005,73521.0,367.605,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:15:37.824366+00:00,BTC,short,0.005,73508.0,367.54,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:15:38.913992+00:00,BTC,short,0.005,73508.0,367.54,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:17:08.578788+00:00,BTC,short,0.005,73484.0,367.42,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:17:09.696136+00:00,BTC,short,0.005,73484.0,367.42,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:17:37.308019+00:00,BTC,short,0.005,73455.0,367.27500000000003,0x2991024cae348bf5a963c5a1b13830818339d577,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:17:37.385236+00:00,BTC,short,0.005,73455.0,367.27500000000003,0x2991024cae348bf5a963c5a1b13830818339d577,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:14:37.300478+00:00,BTC,short,0.00499,73550.0,367.0145,0x13558be785661958932ceac35ba20de187275a42,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:14:39.549377+00:00,BTC,short,0.00499,73550.0,367.0145,0x13558be785661958932ceac35ba20de187275a42,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:16:37.248843+00:00,BTC,short,0.00499,73462.0,366.57538,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:16:37.638658+00:00,BTC,short,0.00499,73462.0,366.57538,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:13:07.375632+00:00,BTC,short,0.00499,73460.0,366.56539999999995,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:13:07.541194+00:00,BTC,short,0.00499,73460.0,366.56539999999995,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x69523edb8337e624ea97a0c097ac5d3dede8e3d5,hyperliquid,,,,,,
2026-03-16T12:13:20.994904+00:00,BTC,short,0.0041,73544.0,301.53040000000004,0x4d969e59b312970cc07af266938a4433ccae0b4c,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6,hyperliquid,,,,,,
2026-03-16T12:13:21.111575+00:00,BTC,short,0.0041,73544.0,301.53040000000004,0x4d969e59b312970cc07af266938a4433ccae0b4c,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6,hyperliquid,,,,,,
2026-03-16T12:10:49.533757+00:00,BTC,short,0.0041,73541.0,301.5181,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6,hyperliquid,,,,,,
2026-03-16T12:10:49.541374+00:00,BTC,short,0.0041,73541.0,301.5181,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6,hyperliquid,,,,,,
2026-03-16T12:12:50.057722+00:00,BTC,short,0.0041,73484.0,301.2844,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6,hyperliquid,,,,,,
