timestamp,coin,side,size,price,value_usd,liquidated_address,liquidator_address,_exchange,symbol,value,quantity,order_type,avg_price,order_status,exchange
2026-03-16T06:43:59.374672+00:00,BTC,long,0.17482,73832.0,12907.31024,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xe86b057f5eb764c9738d6b0d38170befd0723664,hyperliquid,,,,,,,
2026-03-16T06:43:59.379460+00:00,BTC,long,0.17482,73832.0,12907.31024,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xe86b057f5eb764c9738d6b0d38170befd0723664,hyperliquid,,,,,,,
2026-03-16T06:44:29.464857+00:00,BTC,long,0.17482,73806.0,12902.76492,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xb3a38662575bdf1541013ce987934dba919851ea,hyperliquid,,,,,,,
2026-03-16T06:44:30.615291+00:00,BTC,long,0.17482,73806.0,12902.76492,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xb3a38662575bdf1541013ce987934dba919851ea,hyperliquid,,,,,,,
2026-03-16T06:45:59.351618+00:00,BTC,long,0.17482,73786.0,12899.26852,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,hyperliquid,,,,,,,
2026-03-16T06:45:59.387956+00:00,BTC,long,0.17482,73786.0,12899.26852,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,hyperliquid,,,,,,,
2026-03-16T06:44:59.498836+00:00,BTC,long,0.17482,73783.0,12898.74406,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xd47587702a91731dc1089b5db0932cf820151a91,hyperliquid,,,,,,,
2026-03-16T06:44:59.581262+00:00,BTC,long,0.17482,73783.0,12898.74406,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xd47587702a91731dc1089b5db0932cf820151a91,hyperliquid,,,,,,,
2026-03-16T06:47:29.388622+00:00,BTC,long,0.17396,73778.0,12834.42088,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x2cb562384765bea1612ceb60007e315f904fbe86,hyperliquid,,,,,,,
2026-03-16T06:47:29.463998+00:00,BTC,long,0.17396,73778.0,12834.42088,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x2cb562384765bea1612ceb60007e315f904fbe86,hyperliquid,,,,,,,
2026-03-16T06:42:30.135807+00:00,BTC,long,0.16731,73795.0,12346.64145,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xb3a38662575bdf1541013ce987934dba919851ea,hyperliquid,,,,,,,
2026-03-16T06:42:30.185564+00:00,BTC,long,0.16731,73795.0,12346.64145,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xb3a38662575bdf1541013ce987934dba919851ea,hyperliquid,,,,,,,
2026-03-16T06:46:29.808210+00:00,BTC,long,0.15508,73797.0,11444.43876,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,hyperliquid,,,,,,,
2026-03-16T06:46:30.074975+00:00,BTC,long,0.15508,73797.0,11444.43876,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,hyperliquid,,,,,,,
2026-03-16T06:45:29.389521+00:00,BTC,long,0.13517,73763.0,9970.54471,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x13558be785661958932ceac35ba20de187275a42,hyperliquid,,,,,,,
2026-03-16T06:45:29.392250+00:00,BTC,long,0.13517,73763.0,9970.54471,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x13558be785661958932ceac35ba20de187275a42,hyperliquid,,,,,,,
2026-03-16T06:41:59.263348+00:00,BTC,long,0.12981,73783.0,9577.77123,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,hyperliquid,,,,,,,
2026-03-16T06:41:59.329693+00:00,BTC,long,0.12981,73783.0,9577.77123,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,hyperliquid,,,,,,,
2026-03-16T06:43:32.060482+00:00,BTC,long,0.07762,73813.0,5729.365059999999,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,hyperliquid,,,,,,,
2026-03-16T06:43:32.266772+00:00,BTC,long,0.07762,73813.0,5729.365059999999,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,hyperliquid,,,,,,,
2026-03-16T06:47:00.067163+00:00,BTC,long,0.07498,73775.0,5531.6495,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,hyperliquid,,,,,,,
2026-03-16T06:47:00.410861+00:00,BTC,long,0.07498,73775.0,5531.6495,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,hyperliquid,,,,,,,
2026-03-16T06:42:59.867863+00:00,BTC,long,0.07441,73784.0,5490.2674400000005,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,hyperliquid,,,,,,,
2026-03-16T06:42:59.933683+00:00,BTC,long,0.07441,73784.0,5490.2674400000005,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,hyperliquid,,,,,,,
2026-03-16T06:41:30.712931+00:00,BTC,long,0.07048,73809.0,5202.05832,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xa62b923a112d50d03e1e096bbd53422490dac104,hyperliquid,,,,,,,
2026-03-16T06:41:30.818823+00:00,BTC,long,0.07048,73809.0,5202.05832,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xa62b923a112d50d03e1e096bbd53422490dac104,hyperliquid,,,,,,,
2026-03-16T06:41:29.434969+00:00,BTC,long,0.06583,73809.0,4858.84647,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,hyperliquid,,,,,,,
2026-03-16T06:41:30.712340+00:00,BTC,long,0.06583,73809.0,4858.84647,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,hyperliquid,,,,,,,
2026-03-16T06:47:00.067720+00:00,BTC,long,0.06385,73775.0,4710.5337500000005,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x13558be785661958932ceac35ba20de187275a42,hyperliquid,,,,,,,
2026-03-16T06:47:00.411525+00:00,BTC,long,0.06385,73775.0,4710.5337500000005,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x13558be785661958932ceac35ba20de187275a42,hyperliquid,,,,,,,
2026-03-16T06:42:59.872347+00:00,BTC,long,0.04972,73792.0,3668.93824,0x939f95036d2e7b6d7419ec072bf9d967352204d2,0x6a072733f7249e6b794cae88c6d3cc7eb756a93c,hyperliquid,,,,,,,
