symbol,side,value,price,quantity,timestamp,_exchange,exchange,coin,size,value_usd,liquidated_address,liquidator_address,order_type,avg_price,order_status
BTC,SHORT,2173.2,72439.9,0.03,1773610670444,bybit,,,,,,,,,
BTC,SHORT,2169.74,72324.6,0.03,1773610659945,bybit,,,,,,,,,
BTC,SHORT,2136.64,72257.0,0.02957,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,2099.3,72389.7,0.029,1773610669445,bybit,,,,,,,,,
BTC,SHORT,2029.98,72499.2,0.028,1773610670444,bybit,,,,,,,,,
BTC,SHORT,2023.9715999999999,72284.7,0.028,1773610668371,binance,,,,,,,LIMIT,72055.0,FILLED
BTC,SHORT,2023.97,72284.7,0.028,1773610668371,binance,binance,,,,,,,,
BTC,SHORT,1956.17,72450.8,0.027,1773610670444,bybit,,,,,,,,,
BTC,SHORT,1933.91,72161.0,0.0268,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,1884.94,72497.7,0.026,1773610669944,bybit,,,,,,,,,
BTC,SHORT,1810.65,72425.8,0.025,1773610669944,bybit,,,,,,,,,
BTC,SHORT,1808.97,72358.7,0.025,1773610669445,bybit,,,,,,,,,
BTC,SHORT,1807.03,72281.0,0.025,1773610666766,binance,binance,,,,,,,,
BTC,SHORT,1807.025,72281.0,0.025,1773610666766,binance,,,,,,,LIMIT,71995.4,FILLED
BTC,SHORT,1667.81,72513.3,0.023,1773610671444,bybit,,,,,,,,,
BTC,SHORT,1667.54,72501.8,0.023,1773610670944,bybit,,,,,,,,,
BTC,SHORT,1633.01,72257.0,0.0226,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,1592.02,72364.43,0.022,1773610670493,binance,binance,,,,,,,,
BTC,SHORT,1592.0174599999998,72364.43,0.022,1773610670493,binance,,,,,,,LIMIT,72166.6,FILLED
BTC,SHORT,1521.73,72257.0,0.02106,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,1521.34,72444.8,0.021,1773610670444,bybit,,,,,,,,,
BTC,SHORT,1502.95,72257.0,0.0208,1773610669880,hyperliquid,hyperliquid,,,,,,,,
,long,,72042.0,,2026-03-15T21:42:19.503348+00:00,hyperliquid,,BTC,0.02016,1452.36672,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,,,
,long,,72042.0,,2026-03-15T21:42:20.652583+00:00,hyperliquid,,BTC,0.02016,1452.36672,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,,,
BTC,SHORT,1450.3,72514.9,0.02,1773610671444,bybit,,,,,,,,,
BTC,SHORT,1439.6,71980.0,0.02,1773610663739,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,1377.99,72525.8,0.019,1773610703945,bybit,,,,,,,,,
BTC,SHORT,1376.88,72467.3,0.019,1773610673797,binance,binance,,,,,,,,
BTC,SHORT,1376.8787,72467.3,0.019,1773610673797,binance,,,,,,,LIMIT,72171.1,FILLED
BTC,SHORT,1375.89,72415.5,0.019,1773610669445,bybit,,,,,,,,,
BTC,SHORT,1305.05,72502.9,0.018,1773610669944,bybit,,,,,,,,,
BTC,SHORT,1185.74,72257.0,0.01641,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,1156.1408000000001,72258.8,0.016,1773610659509,binance,,,,,,,LIMIT,71990.4,FILLED
BTC,SHORT,1156.14,72258.8,0.016,1773610659509,binance,binance,,,,,,,,
BTC,SHORT,1087.47,72257.0,0.01505,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,1050.77,71970.8,1.46,1773610658635,okx,,,,,,,,,
BTC,SHORT,1013.89,72420.5,0.014,1773610669944,bybit,,,,,,,,,
BTC,SHORT,1012.56,72325.5,0.014,1773610659945,bybit,,,,,,,,,
BTC,SHORT,1011.7,72161.0,0.01402,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,968.24,72257.0,0.0134,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,957.44,71988.0,1.33,1773610664115,okx,,,,,,,,,
BTC,SHORT,939.9545999999999,72304.2,0.013,1773610669210,binance,,,,,,,LIMIT,72179.3,FILLED
BTC,SHORT,939.95,72304.2,0.013,1773610669210,binance,binance,,,,,,,,
BTC,SHORT,892.71,71992.5,1.24,1773610667892,okx,,,,,,,,,
BTC,SHORT,880.09,72257.0,0.01218,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,874.57,72159.0,0.01212,1773610703828,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,870.26,72521.6,0.012,1773610673944,bybit,,,,,,,,,
BTC,SHORT,799.59,72165.0,0.01108,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,799.59,72165.0,0.01108,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,791.76,71978.5,1.1,1773610659084,okx,,,,,,,,,
BTC,SHORT,723.21,72320.8,0.01,1773610659444,bybit,,,,,,,,,
BTC,SHORT,721.85,72257.0,0.00999,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,718.72,72161.0,0.00996,1773610673758,hyperliquid,hyperliquid,,,,,,,,
,short,,72031.0,,2026-03-15T21:41:54.292549+00:00,hyperliquid,,BTC,0.0097,698.7007,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x7050a9abd4f06372247d19c39e5d718636f35fff,,,
,short,,72031.0,,2026-03-15T21:41:56.411715+00:00,hyperliquid,,BTC,0.0097,698.7007,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x7050a9abd4f06372247d19c39e5d718636f35fff,,,
BTC,SHORT,688.61,72257.0,0.00953,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,652.55,72506.1,0.009,1773610670944,bybit,,,,,,,,,
BTC,SHORT,652.42,72491.3,0.009,1773610670944,bybit,,,,,,,,,
BTC,SHORT,652.21,72467.5,0.009,1773610670944,bybit,,,,,,,,,
BTC,SHORT,589.62,72257.0,0.00816,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,576.61,72257.0,0.00798,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,507.27,72467.5,0.007,1773610670944,bybit,,,,,,,,,
BTC,SHORT,506.94,72420.0,0.007,1773610669445,bybit,,,,,,,,,
BTC,SHORT,434.9,72483.7,0.006,1773610670944,bybit,,,,,,,,,
BTC,SHORT,434.39,72398.8,0.006,1773610669445,bybit,,,,,,,,,
BTC,SHORT,434.02,72336.3,0.006,1773610659444,bybit,,,,,,,,,
BTC,SHORT,433.67,72278.2,0.006,1773610663170,binance,binance,,,,,,,,
BTC,SHORT,433.6692,72278.2,0.006,1773610663170,binance,,,,,,,LIMIT,71991.3,FILLED
BTC,SHORT,397.56,72283.4,0.55,1773610668579,okx,,,,,,,,,
BTC-USD,SHORT,370.0,72083.1,3.7,1773610669308,okx,,,,,,,,,
BTC,SHORT,368.87,72327.5,0.51,1773610669061,okx,,,,,,,,,
BTC,SHORT,362.61,72522.1,0.005,1773610673444,bybit,,,,,,,,,
BTC,SHORT,362.54,72507.5,0.005,1773610670444,bybit,,,,,,,,,
BTC,SHORT,362.13,72425.6,0.005,1773610670944,bybit,,,,,,,,,
BTC,SHORT,361.9,72379.9,0.005,1773610669445,bybit,,,,,,,,,
BTC,SHORT,361.73,72346.8,0.005,1773610666458,bybit,,,,,,,,,
BTC,SHORT,361.65,72330.4,0.005,1773610659444,bybit,,,,,,,,,
BTC,SHORT,359.92,71983.0,0.005,1773610663739,hyperliquid,hyperliquid,,,,,,,,
,short,,72145.0,,2026-03-15T21:39:11.559422+00:00,hyperliquid,,BTC,0.00477,344.13165,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72145.0,,2026-03-15T21:39:11.686427+00:00,hyperliquid,,BTC,0.00477,344.13165,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72120.0,,2026-03-15T21:39:42.499153+00:00,hyperliquid,,BTC,0.00477,344.0124,0xc8264ebc379e26946e7d31ae4746c27182849755,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72120.0,,2026-03-15T21:39:42.584481+00:00,hyperliquid,,BTC,0.00477,344.0124,0xc8264ebc379e26946e7d31ae4746c27182849755,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72108.0,,2026-03-15T21:38:41.839165+00:00,hyperliquid,,BTC,0.00477,343.95516,0xc2c006c07c0d3562ad587a7ee44af2b8d074500d,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72108.0,,2026-03-15T21:38:41.873857+00:00,hyperliquid,,BTC,0.00477,343.95516,0xc2c006c07c0d3562ad587a7ee44af2b8d074500d,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72056.0,,2026-03-15T21:41:11.435306+00:00,hyperliquid,,BTC,0.00477,343.70712,0xb3a38662575bdf1541013ce987934dba919851ea,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72056.0,,2026-03-15T21:41:11.598301+00:00,hyperliquid,,BTC,0.00477,343.70712,0xb3a38662575bdf1541013ce987934dba919851ea,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72052.0,,2026-03-15T21:42:12.495415+00:00,hyperliquid,,BTC,0.00477,343.68804,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72052.0,,2026-03-15T21:42:12.497953+00:00,hyperliquid,,BTC,0.00477,343.68804,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72050.0,,2026-03-15T21:40:11.327939+00:00,hyperliquid,,BTC,0.00477,343.6785,0x2581cd3822df4e880319d373f98bbb15fc89b5b4,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72050.0,,2026-03-15T21:40:11.374072+00:00,hyperliquid,,BTC,0.00477,343.6785,0x2581cd3822df4e880319d373f98bbb15fc89b5b4,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72047.0,,2026-03-15T21:40:42.166295+00:00,hyperliquid,,BTC,0.00477,343.66419,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72047.0,,2026-03-15T21:40:42.230690+00:00,hyperliquid,,BTC,0.00477,343.66419,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,71978.0,,2026-03-15T21:37:41.959246+00:00,hyperliquid,,BTC,0.00477,343.33506,0xaf2ac71f62f341e5823d6985492409e92c940447,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,71978.0,,2026-03-15T21:37:41.998807+00:00,hyperliquid,,BTC,0.00477,343.33506,0xaf2ac71f62f341e5823d6985492409e92c940447,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,71903.0,,2026-03-15T21:36:41.304093+00:00,hyperliquid,,BTC,0.00476,342.25828,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,71903.0,,2026-03-15T21:36:41.318024+00:00,hyperliquid,,BTC,0.00476,342.25828,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
BTC,SHORT,326.17,72161.0,0.00452,1773610673758,hyperliquid,hyperliquid,,,,,,,,
,short,,71945.0,,2026-03-15T21:37:12.336000+00:00,hyperliquid,,BTC,0.0044,316.558,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,71945.0,,2026-03-15T21:37:12.394569+00:00,hyperliquid,,BTC,0.0044,316.558,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
BTC,SHORT,313.18,72161.0,0.00434,1773610673758,hyperliquid,hyperliquid,,,,,,,,
,short,,72099.0,,2026-03-15T21:38:13.518864+00:00,hyperliquid,,BTC,0.00421,303.53679,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
,short,,72099.0,,2026-03-15T21:38:13.548739+00:00,hyperliquid,,BTC,0.00421,303.53679,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
BTC,SHORT,289.74,72434.2,0.004,1773610670444,bybit,,,,,,,,,
BTC,SHORT,289.69,72422.1,0.004,1773610669944,bybit,,,,,,,,,
BTC,SHORT,289.42,72354.5,0.004,1773610669445,bybit,,,,,,,,,
BTC,SHORT,289.39,72346.9,0.004,1773610666945,bybit,,,,,,,,,
BTC,SHORT,279.63,72257.0,0.00387,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,265.91,72257.0,0.00368,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,258.34,72161.0,0.00358,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,220.38,72257.0,0.00305,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,217.93,72161.0,0.00302,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,217.58,72526.0,0.003,1773610703945,bybit,,,,,,,,,
BTC,SHORT,217.45,72483.7,0.003,1773610670444,bybit,,,,,,,,,
BTC,SHORT,217.43,72477.5,0.003,1773610670444,bybit,,,,,,,,,
BTC,SHORT,217.40040000000002,72466.8,0.003,1773610675852,binance,,,,,,,LIMIT,72148.3,FILLED
BTC,SHORT,217.4,72466.8,0.003,1773610675852,binance,binance,,,,,,,,
BTC,SHORT,217.29,72431.0,0.003,1773610670444,bybit,,,,,,,,,
BTC,SHORT,217.27,72423.6,0.003,1773610669445,bybit,,,,,,,,,
BTC,SHORT,217.14,72381.3,0.003,1773610669445,bybit,,,,,,,,,
BTC,SHORT,217.07,72357.3,0.003,1773610669944,bybit,,,,,,,,,
BTC,SHORT,217.06,72352.4,0.003,1773610668952,bybit,,,,,,,,,
BTC,SHORT,216.49,72163.0,0.003,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,216.49,72163.0,0.003,1773610756476,hyperliquid,hyperliquid,,,,,,,,
,short,,72055.0,,2026-03-15T21:41:41.386730+00:00,hyperliquid,,BTC,0.003,216.165,0x31dea2516beee92135b96f464eeec3cf292a13f2,0xd2ce67ee07131a2b25fc22aea301cc70f331373e,,,
