symbol,side,value,price,quantity,timestamp,_exchange,exchange,coin,size,value_usd,liquidated_address,liquidator_address,order_type,avg_price,order_status
BTC,SHORT,2016272.71,72311.9,27.883,1773610669944,bybit,,,,,,,,,
BTC,SHORT,362354.5,72470.9,5.0,1773610670444,bybit,,,,,,,,,
BTC,SHORT,87227.42,72387.9,1.205,1773610669445,bybit,,,,,,,,,
BTC,SHORT,74988.59,72162.0,1.03917,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,72418.6,72418.6,1.0,1773610669445,bybit,,,,,,,,,
BTC,SHORT,65520.46,72398.3,0.905,1773610669445,bybit,,,,,,,,,
BTC,SHORT,50906.83,72153.0,0.70554,1773610753069,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,49994.35,72169.0,0.69274,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,49742.81,72159.0,0.68935,1773610703828,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,49141.64,72161.0,0.681,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,37577.32,72160.0,0.52075,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,36254.85,72509.7,0.5,1773610671444,bybit,,,,,,,,,
BTC,SHORT,36044.75,72153.0,0.49956,1773610753069,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,34994.95,72159.0,0.48497,1773610703828,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,34441.65,72356.4,0.476,1773610669445,bybit,,,,,,,,,
BTC,SHORT,34204.25,72170.0,0.47394,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,28541.52,72257.0,0.395,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,27248.98,72470.7,0.376,1773610670444,bybit,,,,,,,,,
,long,,72053.0,,2026-03-15T21:42:02.685959+00:00,hyperliquid,,BTC,0.36577,26354.82581,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d,,,
,long,,72053.0,,2026-03-15T21:42:02.710412+00:00,hyperliquid,,BTC,0.36577,26354.82581,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d,,,
,long,,72066.0,,2026-03-15T21:41:31.439391+00:00,hyperliquid,,BTC,0.35,25223.1,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,,,
,long,,72066.0,,2026-03-15T21:41:32.478343+00:00,hyperliquid,,BTC,0.35,25223.1,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,,,
BTC,SHORT,23635.62,71983.0,0.32835,1773610663739,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,23447.4,72257.0,0.3245,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,22790.34,72167.0,0.3158,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC-USD,SHORT,21440.0,72184.0,214.4,1773610671739,okx,,,,,,,,,
BTC,SHORT,20871.43,72257.0,0.28885,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,18528.99,72159.0,0.25678,1773610703828,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,18165.1,72370.9,0.251,1773610669445,bybit,,,,,,,,,
BTC,SHORT,16917.42,72161.0,0.23444,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,16788.17,72362.8,0.232,1773610669944,bybit,,,,,,,,,
BTC,SHORT,16660.35,72436.3,0.23,1773610670444,bybit,,,,,,,,,
BTC,SHORT,16151.08,72161.0,0.22382,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,16142.52,72388.0,0.223,1773610669445,bybit,,,,,,,,,
BTC,SHORT,15761.19,72160.0,0.21842,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,14998.26,72166.0,0.20783,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,14969.8,72161.0,0.20745,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,14958.57,72263.6,0.207,1773610658467,binance,binance,,,,,,,,
BTC,SHORT,14958.565200000001,72263.6,0.207,1773610658467,binance,,,,,,,LIMIT,71991.3,FILLED
BTC,SHORT,14478.26,72391.3,0.2,1773610670444,bybit,,,,,,,,,
BTC,SHORT,13980.13,72435.9,0.193,1773610670944,bybit,,,,,,,,,
BTC,SHORT,13849.66,72511.3,0.191,1773610671944,bybit,,,,,,,,,
BTC,SHORT,13626.88,72161.0,0.18884,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,11537.1,72161.0,0.15988,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,11537.1,72161.0,0.15988,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC-USD,SHORT,11510.0,72176.8,115.1,1773610670978,okx,,,,,,,,,
BTC,SHORT,10951.72,72160.0,0.15177,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,10345.03,72257.0,0.14317,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,9696.44,72361.5,0.134,1773610669944,bybit,,,,,,,,,
BTC,SHORT,9626.99,72383.4,0.133,1773610670444,bybit,,,,,,,,,
BTC,SHORT,9136.18,72160.0,0.12661,1773610756476,hyperliquid,hyperliquid,,,,,,,,
,long,,72066.0,,2026-03-15T21:41:32.478766+00:00,hyperliquid,,BTC,0.12619,9094.008539999999,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0xe29d84a6f37858d7f8017be454ee35726511e525,,,
,long,,72066.0,,2026-03-15T21:41:34.598700+00:00,hyperliquid,,BTC,0.12619,9094.008539999999,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0xe29d84a6f37858d7f8017be454ee35726511e525,,,
BTC,SHORT,8173.82,72334.7,0.113,1773610659444,bybit,,,,,,,,,
BTC,SHORT,8100.46,72325.5,0.112,1773610659945,bybit,,,,,,,,,
BTC,SHORT,7768.02,72160.0,0.10765,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,7668.44,72160.0,0.10627,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,7668.44,72160.0,0.10627,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,7250.65,72506.5,0.1,1773610670944,bybit,,,,,,,,,
BTC,SHORT,6487.23,72257.0,0.08978,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,6432.43,72161.0,0.08914,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,6342.14,72160.0,0.08789,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,6088.64,72483.8,0.084,1773610670944,bybit,,,,,,,,,
BTC,SHORT,6087.08,72465.21,0.084,1773610672675,binance,binance,,,,,,,,
BTC,SHORT,6087.077640000001,72465.21,0.084,1773610672675,binance,,,,,,,LIMIT,72172.6,FILLED
BTC,SHORT,5791.86,72398.2,0.08,1773610669445,bybit,,,,,,,,,
BTC,SHORT,5772.8,72160.0,0.08,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,5772.8,72160.0,0.08,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,5626.14,72167.0,0.07796,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,5580.06,72468.3,0.077,1773610670444,bybit,,,,,,,,,
BTC,SHORT,5507.43,72257.0,0.07622,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,5504.06,72421.9,0.076,1773610669445,bybit,,,,,,,,,
BTC,SHORT,5467.56,72160.0,0.07577,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,5404.82,72257.0,0.0748,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,5305.92,72160.0,0.07353,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,5075.76,72510.9,0.07,1773610670944,bybit,,,,,,,,,
BTC,SHORT,5000.66,72170.0,0.06929,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,5000.38,72166.0,0.06929,1773610756476,hyperliquid,hyperliquid,,,,,,,,
,long,,72032.0,,2026-03-15T21:41:48.928597+00:00,hyperliquid,,BTC,0.06893,4965.165760000001,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,,,
,long,,72032.0,,2026-03-15T21:41:49.523960+00:00,hyperliquid,,BTC,0.06893,4965.165760000001,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,,,
BTC,SHORT,4810.15,72257.0,0.06657,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4780.93,72438.4,0.066,1773610670444,bybit,,,,,,,,,
BTC,SHORT,4762.89,72165.0,0.066,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,4587.87,72159.0,0.06358,1773610703828,hyperliquid,hyperliquid,,,,,,,,
,long,,72052.0,,2026-03-15T21:42:02.685533+00:00,hyperliquid,,BTC,0.06325,4557.289,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x023a3d058020fb76cca98f01b3c48c8938a22355,,,
,long,,72052.0,,2026-03-15T21:42:02.709315+00:00,hyperliquid,,BTC,0.06325,4557.289,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x023a3d058020fb76cca98f01b3c48c8938a22355,,,
BTC,SHORT,4416.5,72401.6,0.061,1773610669445,bybit,,,,,,,,,
BTC,SHORT,3719.07,72257.0,0.05147,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,3614.28,72285.6,0.05,1773610669944,bybit,,,,,,,,,
,long,,72042.0,,2026-03-15T21:42:19.503042+00:00,hyperliquid,,BTC,0.04878,3514.20876,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0xd72cfd2424e26ba32e46b7b2aff95eff34247a71,,,
,long,,72042.0,,2026-03-15T21:42:20.652203+00:00,hyperliquid,,BTC,0.04878,3514.20876,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0xd72cfd2424e26ba32e46b7b2aff95eff34247a71,,,
BTC,SHORT,3470.94,72161.0,0.0481,1773610673758,hyperliquid,hyperliquid,,,,,,,,
,long,,72050.0,,2026-03-15T21:42:02.684680+00:00,hyperliquid,,BTC,0.04701,3387.0705000000003,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x023a3d058020fb76cca98f01b3c48c8938a22355,,,
,long,,72050.0,,2026-03-15T21:42:02.706859+00:00,hyperliquid,,BTC,0.04701,3387.0705000000003,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x023a3d058020fb76cca98f01b3c48c8938a22355,,,
,short,,72069.0,,2026-03-15T21:42:21.278573+00:00,hyperliquid,,BTC,0.04628,3335.35332,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0x7050a9abd4f06372247d19c39e5d718636f35fff,,,
,short,,72069.0,,2026-03-15T21:42:22.315968+00:00,hyperliquid,,BTC,0.04628,3335.35332,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0x7050a9abd4f06372247d19c39e5d718636f35fff,,,
BTC,SHORT,3190.15,72503.5,0.044,1773610670444,bybit,,,,,,,,,
BTC,SHORT,3189.84,72496.3,0.044,1773610670444,bybit,,,,,,,,,
BTC,SHORT,3123.39,72167.0,0.04328,1773610756476,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,3044.99,72499.8,0.042,1773610670444,bybit,,,,,,,,,
,short,,72031.0,,2026-03-15T21:41:51.361183+00:00,hyperliquid,,BTC,0.03652,2630.57212,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x7050a9abd4f06372247d19c39e5d718636f35fff,,,
,short,,72031.0,,2026-03-15T21:41:51.450262+00:00,hyperliquid,,BTC,0.03652,2630.57212,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x7050a9abd4f06372247d19c39e5d718636f35fff,,,
BTC,SHORT,2534.7,72420.0,0.035,1773610669944,bybit,,,,,,,,,
BTC,SHORT,2375.81,72257.0,0.03288,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,2365.69,72257.0,0.03274,1773610669880,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,2358.94,72161.0,0.03269,1773610673758,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,2316.0,72375.1,0.032,1773610669445,bybit,,,,,,,,,
BTC,SHORT,2221.9,72257.0,0.03075,1773610669880,hyperliquid,hyperliquid,,,,,,,,
