exchange,symbol,side,value,price,quantity,timestamp,_exchange
okx,BTC,SHORT,19209.89,72380.9,26.54,1773613935941,okx
bybit,BTC,SHORT,2896.94,72423.5,0.04,1773613934444,bybit
bybit,BTC,SHORT,1449.55,72477.3,0.02,1773613940444,bybit
bybit,BTC,SHORT,217.35,72451.5,0.003,1773613936944,bybit
bybit,BTC,SHORT,144.89,72444.0,0.002,1773613933944,bybit
bybit,BTC,SHORT,72.43,72432.1,0.001,1773613934444,bybit
bybit,BTC,SHORT,72.4,72402.1,0.001,1773613934444,bybit
