symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
BTC,SHORT,217942.98,74487.5,292.59,1773640620720,okx,,,
BTC,SHORT,94876.054,74471.0,1.274,1773640620938,binance,LIMIT,74179.81,FILLED
BTC,SHORT,22370.79,74569.3,0.3,1773640662443,bybit,,,
BTC,SHORT,15324.6078,74391.3,0.206,1773640536898,binance,LIMIT,74106.7,FILLED
BTC,SHORT,12818.47,74526.0,0.172,1773640589945,bybit,,,
BTC,SHORT,8115.442400000001,74453.6,0.109,1773640590123,binance,LIMIT,74162.1,FILLED
BTC,SHORT,7000.2552000000005,74470.8,0.094,1773640619861,binance,LIMIT,74192.0,FILLED
BTC,SHORT,5069.34,74549.1,0.068,1773640619944,bybit,,,
BTC,SHORT,4691.3391,74465.7,0.063,1773640618800,binance,LIMIT,74189.5,FILLED
BTC,SHORT,4172.85,74515.2,0.056,1773640586944,bybit,,,
BTC,SHORT,2645.15,74511.3,3.55,1773640664500,okx,,,
BTC,SHORT,2013.07,74558.2,0.027,1773640619944,bybit,,,
BTC,SHORT,1939.0,74576.8,0.026,1773640663944,bybit,,,
BTC,SHORT,1937.37,74514.1,0.026,1773640587444,bybit,,,
BTC,SHORT,1861.9,74475.8,2.5,1773640618991,okx,,,
BTC,SHORT,1640.06,74548.1,0.022,1773640619944,bybit,,,
BTC,SHORT,1491.65,74582.7,0.02,1773640664945,bybit,,,
BTC,SHORT,1490.86,74542.8,0.02,1773640619444,bybit,,,
BTC,SHORT,1043.7,74550.1,0.014,1773640619944,bybit,,,
BTC,SHORT,969.52,74578.2,0.013,1773640664444,bybit,,,
BTC,SHORT,961.21,74512.3,1.29,1773640670220,okx,,,
BTC-USD,SHORT,940.0,74493.7,9.4,1773640661393,okx,,,
BTC,SHORT,893.9004,74491.7,0.012,1773640651150,binance,LIMIT,74195.5,FILLED
BTC,SHORT,893.8764,74489.7,0.012,1773640652986,binance,LIMIT,74189.0,FILLED
BTC,SHORT,595.0360000000001,74379.5,0.008,1773640535608,binance,LIMIT,74100.0,FILLED
BTC,SHORT,594.904,74363.0,0.008,1773640534470,binance,LIMIT,74100.0,FILLED
BTC-USD,SHORT,550.0,74479.0,5.5,1773640619276,okx,,,
BTC,SHORT,521.5777,74511.1,0.007,1773640661069,binance,LIMIT,74213.9,FILLED
BTC,SHORT,521.1857,74455.1,0.007,1773640612461,binance,LIMIT,74158.2,FILLED
BTC,SHORT,459.71,74147.5,0.62,1773640586674,okx,,,
BTC,SHORT,447.13,74521.3,0.006,1773640590944,bybit,,,
BTC,SHORT,447.12,74519.9,0.006,1773640590469,bybit,,,
BTC,SHORT,371.06,74211.0,0.5,1773640663071,okx,,,
BTC,SHORT,305.45,74500.8,0.41,1773640662500,okx,,,
BTC,SHORT,298.12,74529.7,0.004,1773640612444,bybit,,,
BTC,SHORT,253.17,74461.6,0.34,1773640589708,okx,,,
BTC,SHORT,223.54,74513.0,0.003,1773640613443,bybit,,,
BTC,SHORT,223.3422,74447.4,0.003,1773640588312,binance,LIMIT,74152.9,FILLED
BTC,SHORT,178.12,74214.7,0.24,1773640687824,okx,,,
BTC,SHORT,149.03,74515.8,0.2,1773640671010,okx,,,
BTC,SHORT,148.93,74463.4,0.002,1773640537943,bybit,,,
BTC,SHORT,148.9266,74463.3,0.002,1773640613698,binance,LIMIT,74158.2,FILLED
BTC,SHORT,148.8794,74439.7,0.002,1773640587162,binance,LIMIT,74152.9,FILLED
BTC,SHORT,74.54,74542.6,0.001,1773640619444,bybit,,,
BTC,LONG,29.68,74191.0,0.04,1773640652463,okx,,,
BTC,SHORT,29.67,74183.8,0.04,1773640619071,okx,,,
BTC,SHORT,22.35,74495.6,0.03,1773640661413,okx,,,
BTC,SHORT,14.82,74101.8,0.02,1773640537307,okx,,,
