timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-16T08:45:02.319000,BTC,long,0.92835,72889.0,67666.5,0x38a8a6f5...,-963.63,hyperliquid,,,,,,
2026-03-16T08:44:59.236000,BTC,long,0.57133,72856.0,41624.82,0x38a8a6f5...,-611.89,hyperliquid,,,,,,
2026-03-16T08:44:59.236000,BTC,long,0.52468,72856.0,38226.09,0x9c14fcf8...,-475.47,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.51428,72889.0,37485.35,0xe817faf8...,-528.47,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.4475,72889.0,32617.83,0xe817faf8...,-459.85,hyperliquid,,,,,,
2026-03-16T08:44:59.236000,BTC,long,0.44402,72856.0,32349.52,0xe817faf8...,-470.93,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.40478,72889.0,29504.01,0x38a8a6f5...,-420.16,hyperliquid,,,,,,
2026-03-16T08:44:59.236000,BTC,long,0.3609,72856.0,26293.73,0xceb457fb...,-396.99,hyperliquid,,,,,,
2026-03-16T08:44:59.236000,BTC,long,0.35628,72856.0,25957.14,0x84132552...,-347.02,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.31076,72889.0,22650.99,0x38a8a6f5...,-322.57,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.28222,72889.0,20570.73,0xe817faf8...,-290.01,hyperliquid,,,,,,
2026-03-16T08:44:59.236000,BTC,long,0.23433,72856.0,17072.35,0xf88752ff...,-224.28,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.20566,72889.0,14990.35,0xe817faf8...,-211.34,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.20563,72889.0,14988.17,0xe817faf8...,-211.31,hyperliquid,,,,,,
2026-03-16T08:44:59.236000,BTC,long,0.20426,72856.0,14881.57,0x29bd76f2...,-226.93,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.17687,72889.0,12891.88,0x38a8a6f5...,-183.59,hyperliquid,,,,,,
2026-03-16T08:44:59.236000,BTC,long,0.16264,72856.0,11849.3,0x78eabdd9...,-153.14,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.15538,72889.0,11325.49,0x38a8a6f5...,-161.28,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.12561,72889.0,9155.59,0x38a8a6f5...,-130.38,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.12083,72889.0,8807.18,0xe817faf8...,-124.16,hyperliquid,,,,,,
2026-03-16T08:45:02.319000,BTC,long,0.1079,72889.0,7864.72,0x38a8a6f5...,-112.0,hyperliquid,,,,,,
2026-03-16T08:44:59.236000,BTC,long,0.08384,72856.0,6108.25,0x487c1b63...,-87.19,hyperliquid,,,,,,
