symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
BTC,SHORT,389642.14,73323.7,5.314,1773619273474,bybit,,,
BTC,SHORT,100909.2864,73228.8,1.378,1773619270723,binance,LIMIT,72944.4,FILLED
BTC,SHORT,51923.51,72875.1,71.25,1773619249298,okx,,,
BTC,SHORT,42396.77,73186.2,57.93,1773619256822,okx,,,
BTC,SHORT,39132.9495,73145.7,0.535,1773619243375,binance,LIMIT,72862.03,FILLED
BTC,SHORT,25860.215199999995,73258.4,0.353,1773619276540,binance,LIMIT,72950.2,FILLED
BTC,SHORT,12505.366800000002,73130.8,0.171,1773619229182,binance,LIMIT,72842.0,FILLED
BTC,SHORT,5425.05,73113.9,7.42,1773619209374,okx,,,
BTC,SHORT,4248.2970000000005,73246.5,0.058,1773619273561,binance,LIMIT,72965.8,FILLED
BTC,SHORT,4025.824,73196.8,0.055,1773619303413,binance,LIMIT,72900.6,FILLED
BTC,SHORT,4018.87,73203.5,5.49,1773619260133,okx,,,
BTC,SHORT,3989.33,73198.7,5.45,1773619259341,okx,,,
BTC,SHORT,3658.8500000000004,73177.0,0.05,1773619333618,binance,LIMIT,72917.4,FILLED
BTC,SHORT,3193.76,73251.3,4.36,1773619272974,okx,,,
BTC,SHORT,3002.7,73236.6,0.041,1773619251444,bybit,,,
BTC,SHORT,2327.2,72953.1,3.19,1773619271659,okx,,,
BTC,SHORT,2197.52,73250.6,0.03,1773619250943,bybit,,,
BTC,SHORT,2125.22,73283.4,0.029,1773619260944,bybit,,,
BTC,SHORT,1979.97,73332.4,0.027,1773619280444,bybit,,,
BTC,SHORT,1757.568,73232.0,0.024,1773619272442,binance,LIMIT,72959.23,FILLED
BTC,SHORT,1169.6848,73105.3,0.016,1773619209275,binance,LIMIT,72823.1,FILLED
BTC,SHORT,1099.73,73315.2,0.015,1773619273474,bybit,,,
BTC,SHORT,1025.15,73225.0,0.014,1773619243944,bybit,,,
BTC,SHORT,1023.6057999999999,73114.7,0.014,1773619210506,binance,LIMIT,72836.4,FILLED
BTC,SHORT,878.71,73225.7,0.012,1773619244443,bybit,,,
BTC,SHORT,732.49,73248.6,0.01,1773619250444,bybit,,,
BTC,SHORT,732.04,73204.0,0.01,1773619261127,binance,LIMIT,72915.1,FILLED
BTC,SHORT,731.47,73146.9,1.0,1773619242688,okx,,,
BTC,SHORT,700.5,72968.8,0.96,1773619279553,okx,,,
BTC,SHORT,599.51,73110.6,0.82,1773619208845,okx,,,
BTC,SHORT,512.83,73261.2,0.007,1773619258444,bybit,,,
BTC,SHORT,365.95050000000003,73190.1,0.005,1773619259366,binance,LIMIT,72916.0,FILLED
BTC,SHORT,365.791,73158.2,0.005,1773619250858,binance,LIMIT,72884.4,FILLED
BTC,SHORT,299.18,72971.7,0.41,1773619401332,okx,,,
BTC,SHORT,292.4952,73123.8,0.004,1773619212853,binance,LIMIT,72838.0,FILLED
BTC,SHORT,263.51,73195.9,0.36,1773619258199,okx,,,
BTC,SHORT,262.25,72846.2,0.36,1773619241381,okx,,,
BTC,SHORT,175.74,73223.5,0.24,1773619269210,okx,,,
BTC,SHORT,146.5138,73256.9,0.002,1773619274614,binance,LIMIT,72966.1,FILLED
BTC,SHORT,146.1968,73098.4,0.002,1773619208120,binance,LIMIT,72811.1,FILLED
BTC,SHORT,73.31,73308.7,0.001,1773619272952,bybit,,,
BTC,SHORT,73.24,73243.7,0.001,1773619250943,bybit,,,
