exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
hyperliquid,BTC,SHORT,74988.59,72162.0,1.03917,1773610756476,hyperliquid,,,,,
hyperliquid,BTC,SHORT,50906.83,72153.0,0.70554,1773610753069,hyperliquid,,,,,
hyperliquid,BTC,SHORT,49994.35,72169.0,0.69274,1773610756476,hyperliquid,,,,,
hyperliquid,BTC,SHORT,37577.32,72160.0,0.52075,1773610756476,hyperliquid,,,,,
hyperliquid,BTC,SHORT,36044.75,72153.0,0.49956,1773610753069,hyperliquid,,,,,
,,long,,72074.0,,2026-03-15T21:42:31.638653+00:00,hyperliquid,BTC,0.47619,34320.91806,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d
,,long,,72074.0,,2026-03-15T21:42:33.700707+00:00,hyperliquid,BTC,0.47619,34320.91806,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d
hyperliquid,BTC,SHORT,34204.25,72170.0,0.47394,1773610756476,hyperliquid,,,,,
,,long,,72001.0,,2026-03-15T21:43:31.679964+00:00,hyperliquid,BTC,0.42309,30462.90309,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d
,,long,,72001.0,,2026-03-15T21:43:31.715357+00:00,hyperliquid,BTC,0.42309,30462.90309,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d
,,long,,72053.0,,2026-03-15T21:42:02.685959+00:00,hyperliquid,BTC,0.36577,26354.82581,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d
,,long,,72053.0,,2026-03-15T21:42:02.710412+00:00,hyperliquid,BTC,0.36577,26354.82581,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d
,,long,,72066.0,,2026-03-15T21:41:31.439391+00:00,hyperliquid,BTC,0.35,25223.1,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480
,,long,,72066.0,,2026-03-15T21:41:32.478343+00:00,hyperliquid,BTC,0.35,25223.1,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480
hyperliquid,BTC,SHORT,22790.34,72167.0,0.3158,1773610756476,hyperliquid,,,,,
hyperliquid,BTC,SHORT,15761.19,72160.0,0.21842,1773610756476,hyperliquid,,,,,
,,long,,72011.0,,2026-03-15T21:43:03.605293+00:00,hyperliquid,BTC,0.20887,15040.93757,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e
,,long,,72011.0,,2026-03-15T21:43:03.695888+00:00,hyperliquid,BTC,0.20887,15040.93757,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e
hyperliquid,BTC,SHORT,14998.26,72166.0,0.20783,1773610756476,hyperliquid,,,,,
hyperliquid,BTC,SHORT,10951.72,72160.0,0.15177,1773610756476,hyperliquid,,,,,
,,long,,72011.0,,2026-03-15T21:43:03.605776+00:00,hyperliquid,BTC,0.14842,10687.87262,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x2ca4927174ba283d8a57f60ef3589844035a2930
,,long,,72011.0,,2026-03-15T21:43:03.696661+00:00,hyperliquid,BTC,0.14842,10687.87262,0x7da85a334e43a6b1c2c0da9623409d9ee9047747,0x2ca4927174ba283d8a57f60ef3589844035a2930
hyperliquid,BTC,SHORT,9136.18,72160.0,0.12661,1773610756476,hyperliquid,,,,,
