symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
BTC,LONG,33509.09,73227.9,45.76,1773646730524,okx,,,
BTC,LONG,23792.31,73252.2,32.48,1773646711520,okx,,,
BTC,LONG,14007.8254,73339.4,0.191,1773646505720,binance,LIMIT,73624.6,FILLED
BTC,LONG,2566.606,73331.6,0.035,1773646510153,binance,LIMIT,73624.6,FILLED
BTC,LONG,1662.58,73241.4,2.27,1773646728531,okx,,,
BTC,LONG,1110.68,73554.9,1.51,1773646710378,okx,,,
BTC,LONG,981.57,73251.5,1.34,1773646712114,okx,,,
BTC,LONG,944.89,73247.0,1.29,1773646713691,okx,,,
BTC,LONG,791.36,73273.9,1.08,1773646709594,okx,,,
BTC,LONG,512.19,73170.7,0.007,1773646729943,bybit,,,
BTC,LONG,366.73900000000003,73347.8,0.005,1773646498792,binance,LIMIT,73637.8,FILLED
BTC,LONG,257.35,73527.2,0.35,1773646729249,okx,,,
BTC,LONG,220.54,73513.2,0.3,1773646737373,okx,,,
BTC,LONG,205.75,73482.8,0.28,1773646738045,okx,,,
BTC,LONG,146.6516,73325.8,0.002,1773646641564,binance,LIMIT,73613.2,FILLED
BTC,LONG,146.36,73181.1,0.002,1773646712944,bybit,,,
