symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
BTC,SHORT,3142.09,73071.9,0.043,1773620102945,bybit,,,,,
,short,,72825.0,,2026-03-16T00:17:34.626325+00:00,hyperliquid,BTC,0.00829,603.71925,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72825.0,,2026-03-16T00:17:35.014195+00:00,hyperliquid,BTC,0.00829,603.71925,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72819.0,,2026-03-16T00:17:05.746518+00:00,hyperliquid,BTC,0.00829,603.6695100000001,0x2dde8c9b7fd681b0af29975e6e2e7ca2c934958c,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72819.0,,2026-03-16T00:17:05.749670+00:00,hyperliquid,BTC,0.00829,603.6695100000001,0x2dde8c9b7fd681b0af29975e6e2e7ca2c934958c,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72818.0,,2026-03-16T00:18:04.505197+00:00,hyperliquid,BTC,0.00829,603.6612200000001,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72818.0,,2026-03-16T00:18:04.845381+00:00,hyperliquid,BTC,0.00829,603.6612200000001,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72723.0,,2026-03-16T00:16:04.954984+00:00,hyperliquid,BTC,0.00829,602.8736700000001,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72723.0,,2026-03-16T00:16:04.957360+00:00,hyperliquid,BTC,0.00829,602.8736700000001,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72689.0,,2026-03-16T00:15:36.012524+00:00,hyperliquid,BTC,0.00829,602.59181,0xce7164b7ba9bc64b5a8624c90def60accfdfb1b6,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72689.0,,2026-03-16T00:15:36.019255+00:00,hyperliquid,BTC,0.00829,602.59181,0xce7164b7ba9bc64b5a8624c90def60accfdfb1b6,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
,short,,72773.0,,2026-03-16T00:16:34.898580+00:00,hyperliquid,BTC,0.00828,602.56044,0xc8264ebc379e26946e7d31ae4746c27182849755,0xe1a6d530066aaf448b7afa58e31ad12be0bc9fb9
