timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-16T14:38:51.302000,BTC,long,6.13343,73172.0,448795.34,0x8d69b5ad...,210.99,hyperliquid,,,,,,,
1773671931302,,LONG,,73172.0,,,,hyperliquid,hyperliquid,BTC,448795.34,6.13343,,,
2026-03-16T14:38:51.302000,BTC,long,2.45922,73180.0,179965.72,0x8d69b5ad...,104.27,hyperliquid,,,,,,,
1773671931302,,LONG,,73180.0,,,,hyperliquid,hyperliquid,BTC,179965.72,2.45922,,,
2026-03-16T14:38:51.302000,BTC,long,2.45897,73180.0,179947.42,0x8d69b5ad...,104.26,hyperliquid,,,,,,,
1773671931302,,LONG,,73180.0,,,,hyperliquid,hyperliquid,BTC,179947.42,2.45897,,,
2026-03-16T14:38:51.302000,BTC,long,1.48811,73169.0,108883.52,0x8d69b5ad...,46.73,hyperliquid,,,,,,,
1773671931302,,LONG,,73169.0,,,,hyperliquid,hyperliquid,BTC,108883.52,1.48811,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,100001.74,1.36648,,,
2026-03-16T14:38:51.302000,BTC,long,1.36648,73181.0,100000.37,0x8d69b5ad...,59.31,hyperliquid,,,,,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,100000.37,1.36648,,,
2026-03-16T14:38:51.302000,BTC,long,1.22941,73180.0,89968.22,0x8d69b5ad...,52.13,hyperliquid,,,,,,,
1773671931302,,LONG,,73180.0,,,,hyperliquid,hyperliquid,BTC,89968.22,1.22941,,,
2026-03-16T14:38:51.302000,BTC,long,0.82857,73171.0,60627.3,0x8d69b5ad...,27.67,hyperliquid,,,,,,,
1773671931302,,LONG,,73171.0,,,,hyperliquid,hyperliquid,BTC,60627.3,0.82857,,,
1773671931302,,LONG,,73183.0,,,,hyperliquid,hyperliquid,BTC,60002.74,0.8199,,,
1773671931302,,LONG,,73183.0,,,,hyperliquid,hyperliquid,BTC,60000.55,0.81987,,,
2026-03-16T14:38:51.302000,BTC,long,0.81989,73181.0,60000.37,0x8d69b5ad...,35.58,hyperliquid,,,,,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,60000.37,0.81989,,,
2026-03-16T14:38:51.302000,BTC,long,0.71672,73181.0,52450.29,0x8d69b5ad...,31.11,hyperliquid,,,,,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,52450.29,0.71672,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,51835.57,0.70832,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,43373.51,0.59268,,,
2026-03-16T14:38:51.302000,BTC,long,0.59268,73181.0,43372.92,0x8d69b5ad...,25.72,hyperliquid,,,,,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,43372.92,0.59268,,,
2026-03-16T14:38:51.302000,BTC,long,0.584,73176.0,42734.78,0x8d69b5ad...,22.43,hyperliquid,,,,,,,
1773671931302,,LONG,,73176.0,,,,hyperliquid,hyperliquid,BTC,42734.78,0.584,,,
2026-03-16T14:38:51.302000,BTC,long,0.58011,73181.0,42453.03,0x8d69b5ad...,25.18,hyperliquid,,,,,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,42453.03,0.58011,,,
2026-03-16T14:38:51.302000,BTC,long,0.56732,73176.0,41514.21,0x8d69b5ad...,21.79,hyperliquid,,,,,,,
1773671931302,,LONG,,73176.0,,,,hyperliquid,hyperliquid,BTC,41514.21,0.56732,,,
1773671931302,,LONG,,73183.0,,,,hyperliquid,hyperliquid,BTC,40001.1,0.54659,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,40000.55,0.54659,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,40000.55,0.54659,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,40000.55,0.54659,,,
2026-03-16T14:38:51.302000,BTC,long,0.54659,73181.0,40000.0,0x8d69b5ad...,23.72,hyperliquid,,,,,,,
2026-03-16T14:38:51.302000,BTC,long,0.54659,73181.0,40000.0,0x8d69b5ad...,23.72,hyperliquid,,,,,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,40000.0,0.54659,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,40000.0,0.54659,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,40000.0,0.54659,,,
2026-03-16T14:38:51.302000,BTC,long,0.5,73176.0,36588.0,0x8d69b5ad...,19.2,hyperliquid,,,,,,,
1773671931302,,LONG,,73176.0,,,,hyperliquid,hyperliquid,BTC,36588.0,0.5,,,
1773671938674,,LONG,,73124.3,,,,okx,,BTC,36562.15,50.0,,,
1773671931302,,LONG,,73183.0,,,,hyperliquid,hyperliquid,BTC,35573.52,0.48609,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,35573.04,0.48609,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,35573.04,0.48609,,,
2026-03-16T14:38:51.302000,BTC,long,0.48609,73181.0,35572.55,0x8d69b5ad...,21.1,hyperliquid,,,,,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,35572.55,0.48609,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,35572.55,0.48609,,,
2026-03-16T14:38:51.302000,BTC,long,0.47824,73173.0,34994.26,0x8d69b5ad...,16.93,hyperliquid,,,,,,,
1773671931302,,LONG,,73173.0,,,,hyperliquid,hyperliquid,BTC,34994.26,0.47824,,,
2026-03-16T14:38:51.302000,BTC,long,0.47821,73177.0,34993.97,0x8d69b5ad...,18.84,hyperliquid,,,,,,,
1773671931302,,LONG,,73177.0,,,,hyperliquid,hyperliquid,BTC,34993.97,0.47821,,,
2026-03-16T14:38:51.302000,BTC,long,0.47818,73180.0,34993.21,0x8d69b5ad...,20.27,hyperliquid,,,,,,,
1773671931302,,LONG,,73180.0,,,,hyperliquid,hyperliquid,BTC,34993.21,0.47818,,,
2026-03-16T14:38:51.302000,BTC,long,0.47814,73180.0,34990.29,0x8d69b5ad...,20.27,hyperliquid,,,,,,,
1773671931302,,LONG,,73180.0,,,,hyperliquid,hyperliquid,BTC,34990.29,0.47814,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,34966.36,0.4778,,,
2026-03-16T14:38:51.302000,BTC,long,0.4778,73181.0,34965.88,0x8d69b5ad...,20.74,hyperliquid,,,,,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,34965.88,0.4778,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,34790.72,0.4754,,,
1773671931302,,LONG,,73182.0,,,,hyperliquid,hyperliquid,BTC,34790.72,0.4754,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,34790.25,0.4754,,,
1773671931302,,LONG,,73181.0,,,,hyperliquid,hyperliquid,BTC,34790.25,0.4754,,,
2026-03-16T14:38:51.302000,BTC,long,0.40949,73175.0,29964.43,0x8d69b5ad...,15.31,hyperliquid,,,,,,,
