symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status
BTC,LONG,11111.85,72721.5,15.28,1773616906220,okx,,,,
BTC,LONG,9397.53,72455.9,12.97,1773616715669,okx,,,,
BTC,LONG,4639.8,72496.8,0.064,1773616715515,binance,binance,,,
BTC,LONG,4639.7952000000005,72496.8,0.064,1773616715515,binance,,LIMIT,72763.9,FILLED
BTC,LONG,4171.51,72674.4,5.74,1773616966313,okx,okx,,,
BTC,SHORT,1020.09,72863.6,1.4,1773616825411,okx,,,,
BTC,SHORT,805.22,73202.2,0.011,1773616835944,bybit,,,,
BTC,LONG,723.08,72307.9,0.01,1773616965944,bybit,bybit,,,
BTC,LONG,145.09,72543.6,0.002,1773616676267,binance,binance,,,
BTC,LONG,145.08720000000002,72543.6,0.002,1773616676267,binance,,LIMIT,72827.0,FILLED
BTC,LONG,72.39,72386.8,0.001,1773616904944,bybit,,,,
