symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,exchange,coin,size,value_usd,address,pnl
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.10985,8177.67,0x031c0976...,-99.41
BTC,SHORT,8177.67,74444.0,0.10985,1773668509668,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,7616.839799999999,74674.9,0.102,1773668425562,binance,LIMIT,74384.4,FILLED,,,,,,
BTC,SHORT,7334.65,74843.4,0.098,1773668510444,bybit,,,,,,,,,
BTC,SHORT,6865.63,74400.0,0.09228,1773668434382,hyperliquid,,,,hyperliquid,,,,,
,short,,74399.0,,2026-03-16T13:40:40.466000,hyperliquid,,,,,BTC,0.09211,6852.89,0xd196843f...,-239.32
BTC,SHORT,6852.89,74399.0,0.09211,1773668440466,hyperliquid,,,,hyperliquid,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.08044,5988.28,0x5ea1f0fb...,-68.85
BTC,SHORT,5988.28,74444.0,0.08044,1773668509668,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.07374,5491.42,0xcbd909bc...,-66.83
BTC,SHORT,5491.42,74470.0,0.07374,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,5387.54,74827.0,0.072,1773668510444,bybit,,,,,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.06165,4589.47,0xea15f704...,-53.88
BTC,SHORT,4589.47,74444.0,0.06165,1773668509668,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,4475.6,74395.0,0.06016,1773668431722,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,4247.5,74387.0,0.0571,1773668427832,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,4237.83,74387.0,0.05697,1773668427832,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.05512,4104.79,0xa3599e24...,-205.92
BTC,SHORT,4104.79,74470.0,0.05512,1773668512603,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.05433,4045.96,0x44aea743...,-44.65
BTC,SHORT,4045.96,74470.0,0.05433,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,3741.07,74821.4,0.05,1773668510444,bybit,,,,,,,,,
BTC,SHORT,3740.49,74809.8,0.05,1773668508945,bybit,,,,,,,,,
BTC,SHORT,3665.06,74797.2,0.049,1773668509945,bybit,,,,,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.04905,3652.75,0xb45fdcb8...,-45.32
BTC,SHORT,3652.75,74470.0,0.04905,1773668512603,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.04879,3633.39,0x920c2ef6...,-44.09
BTC,SHORT,3633.39,74470.0,0.04879,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,3316.92,74705.5,4.44,1773668434541,okx,,,,,,,,,
BTC,SHORT,3211.9323,74696.1,0.043,1773668431053,binance,LIMIT,74400.0,FILLED,,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.0418,3112.85,0x81f2b490...,-42.8
BTC,SHORT,3112.85,74470.0,0.0418,1773668512603,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.04107,3058.48,0x571ba79c...,-36.39
BTC,SHORT,3058.48,74470.0,0.04107,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,2990.32,74757.9,0.04,1773668427944,bybit,,,,,,,,,
BTC,SHORT,2949.96,74400.0,0.03965,1773668434382,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,2841.53,74777.1,0.038,1773668508443,bybit,,,,,,,,,
BTC,LONG,2798.18,73636.3,0.038,1773668640944,bybit,,,,,,,,,
,short,,74404.0,,2026-03-16T13:40:37.341000,hyperliquid,,,,,BTC,0.03561,2649.53,0xd196843f...,-92.7
BTC,SHORT,2649.53,74404.0,0.03561,1773668437341,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,2619.35,74838.7,0.035,1773668510944,bybit,,,,,,,,,
BTC,SHORT,2539.6062,74694.3,0.034,1773668436273,binance,LIMIT,74417.0,FILLED,,,,,,
BTC,SHORT,2486.48,74669.2,3.33,1773668423727,okx,,,,,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.03105,2311.49,0x666b7690...,-116.19
BTC,SHORT,2311.49,74444.0,0.03105,1773668509668,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.02992,2228.14,0x88ea3c6d...,-212.55
BTC,SHORT,2228.14,74470.0,0.02992,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,LONG,2210.8,73693.2,3.0,1773668642132,okx,,,,,,,,,
BTC,SHORT,2170.45,74843.2,0.029,1773668510944,bybit,,,,,,,,,
BTC,SHORT,2093.64,74772.8,2.8,1773668511540,okx,,,,,,,,,
BTC,SHORT,2054.26,74429.6,2.76,1773668509014,okx,,,,,,,,,
BTC,SHORT,2019.66,74802.1,0.027,1773668509444,bybit,,,,,,,,,
BTC,SHORT,2018.6,74762.9,0.027,1773668428944,bybit,,,,,,,,,
BTC,SHORT,2017.2915,74714.5,0.027,1773668508442,binance,LIMIT,74440.9,FILLED,,,,,,
BTC,SHORT,1944.8,74800.0,0.026,1773668509444,bybit,,,,,,,,,
BTC,SHORT,1720.97,74824.6,0.023,1773668510444,bybit,,,,,,,,,
BTC,SHORT,1720.69,74812.5,0.023,1773668510444,bybit,,,,,,,,,
,short,,74404.0,,2026-03-16T13:40:37.341000,hyperliquid,,,,,BTC,0.02285,1700.13,0xd196843f...,-59.48
BTC,SHORT,1700.13,74404.0,0.02285,1773668437341,hyperliquid,,,,hyperliquid,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.02282,1698.81,0xa73cc104...,-19.99
BTC,SHORT,1698.81,74444.0,0.02282,1773668509668,hyperliquid,,,,hyperliquid,,,,,
,short,,74404.0,,2026-03-16T13:40:37.341000,hyperliquid,,,,,BTC,0.02227,1656.98,0x3c98d6f5...,-18.84
BTC,SHORT,1656.98,74404.0,0.02227,1773668437341,hyperliquid,,,,hyperliquid,,,,,
,short,,74404.0,,2026-03-16T13:40:37.341000,hyperliquid,,,,,BTC,0.02117,1575.13,0x6218ec17...,-17.78
BTC,SHORT,1575.13,74404.0,0.02117,1773668437341,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,1495.16,74758.0,0.02,1773668427944,bybit,,,,,,,,,
BTC,SHORT,1492.48,74624.0,0.02,1773668403802,binance,LIMIT,74339.7,FILLED,,,,,,
BTC,SHORT,1487.24,74361.9,2.0,1773668415882,okx,,,,,,,,,
BTC,SHORT,1471.11,74675.6,1.97,1773668426293,okx,,,,,,,,,
BTC,SHORT,1403.68,74387.0,0.01887,1773668427832,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,1301.03,74387.0,0.01749,1773668427832,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,1257.56,74412.0,1.69,1773668436052,okx,,,,,,,,,
,short,,74404.0,,2026-03-16T13:40:37.341000,hyperliquid,,,,,BTC,0.01673,1244.78,0xd196843f...,-43.55
BTC,SHORT,1244.78,74404.0,0.01673,1773668437341,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.0163,1213.86,0x6d9e3e4a...,-14.08
BTC,SHORT,1213.86,74470.0,0.0163,1773668512603,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.01589,1183.33,0x9a194f36...,-14.06
BTC,SHORT,1183.33,74470.0,0.01589,1773668512603,hyperliquid,,,,hyperliquid,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.01581,1176.96,0x6a0270e4...,-16.09
BTC,SHORT,1176.96,74444.0,0.01581,1773668509668,hyperliquid,,,,hyperliquid,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.01518,1130.06,0xa37f0254...,-13.36
BTC,SHORT,1130.06,74444.0,0.01518,1773668509668,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,1121.42,74761.6,0.015,1773668429445,bybit,,,,,,,,,
BTC,SHORT,1121.3925,74759.5,0.015,1773668511531,binance,LIMIT,74456.9,FILLED,,,,,,
BTC,SHORT,1105.71,74709.9,1.48,1773668438230,okx,,,,,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.01444,1074.97,0xbd2026cf...,-13.02
BTC,SHORT,1074.97,74444.0,0.01444,1773668509668,hyperliquid,,,,hyperliquid,,,,,
BTC,LONG,1065.48,73991.4,1.44,1773668641693,okx,,,,,,,,,
BTC,SHORT,1047.56,74825.6,0.014,1773668510444,bybit,,,,,,,,,
BTC,SHORT,1045.52,74679.9,1.4,1773668427760,okx,,,,,,,,,
BTC,SHORT,997.64,74395.0,0.01341,1773668431722,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,972.7,74823.1,0.013,1773668510944,bybit,,,,,,,,,
BTC,SHORT,972.38,74798.5,0.013,1773668509444,bybit,,,,,,,,,
BTC,SHORT,897.44,74787.0,0.012,1773668508945,bybit,,,,,,,,,
BTC,SHORT,897.26,74771.8,0.012,1773668433944,bybit,,,,,,,,,
BTC,SHORT,897.18,74764.7,0.012,1773668429445,bybit,,,,,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.01028,765.55,0x46ff60a1...,-62.1
BTC,SHORT,765.55,74470.0,0.01028,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,748.05,74805.2,0.01,1773668509945,bybit,,,,,,,,,
BTC,SHORT,747.69,74769.4,0.01,1773668434444,bybit,,,,,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.00893,664.78,0xce355a1b...,-8.94
BTC,SHORT,664.78,74444.0,0.00893,1773668509668,hyperliquid,,,,hyperliquid,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.00875,651.39,0x16784293...,-7.86
BTC,SHORT,651.39,74444.0,0.00875,1773668509668,hyperliquid,,,,hyperliquid,,,,,
BTC,LONG,611.75,73705.3,0.83,1773668640228,okx,,,,,,,,,
BTC,SHORT,589.28,74404.0,0.00792,1773668437341,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.00741,551.82,0x6f796632...,-6.46
BTC,SHORT,551.82,74470.0,0.00741,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,540.17,74404.0,0.00726,1773668437341,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,537.7,74680.7,0.72,1773668428985,okx,,,,,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.00707,526.5,0xae6407f6...,-6.09
BTC,SHORT,526.5,74470.0,0.00707,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,523.88,74839.4,0.007,1773668510444,bybit,,,,,,,,,
BTC,SHORT,523.46,74779.4,0.007,1773668434444,bybit,,,,,,,,,
BTC,SHORT,523.45,74778.0,0.007,1773668434944,bybit,,,,,,,,,
BTC,SHORT,476.13,74395.0,0.0064,1773668431722,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,449.04,74839.5,0.006,1773668510444,bybit,,,,,,,,,
BTC,SHORT,448.98,74829.3,0.006,1773668510944,bybit,,,,,,,,,
BTC,SHORT,448.94,74822.5,0.006,1773668510944,bybit,,,,,,,,,
BTC,SHORT,448.94,74822.5,0.006,1773668510944,bybit,,,,,,,,,
BTC,SHORT,448.68,74780.3,0.006,1773668435444,bybit,,,,,,,,,
BTC,SHORT,448.65,74774.2,0.006,1773668434444,bybit,,,,,,,,,
BTC,SHORT,447.978,74663.0,0.006,1773668416153,binance,LIMIT,74365.8,FILLED,,,,,,
BTC,SHORT,423.99,74384.7,0.57,1773668429318,okx,,,,,,,,,
BTC,SHORT,403.18,74387.0,0.00542,1773668427832,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,395.04,74395.0,0.00531,1773668431722,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,374.22,74843.0,0.005,1773668510444,bybit,,,,,,,,,
BTC,SHORT,374.15,74829.9,0.005,1773668510444,bybit,,,,,,,,,
BTC,SHORT,374.05,74809.4,0.005,1773668509945,bybit,,,,,,,,,
BTC,SHORT,373.88,74776.3,0.005,1773668433944,bybit,,,,,,,,,
BTC,LONG,368.82,73763.9,0.005,1773668630944,bybit,,,,,,,,,
BTC,SHORT,350.36,74387.0,0.00471,1773668427832,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.00428,318.73,0x43153cfa...,-3.61
BTC,SHORT,318.73,74470.0,0.00428,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,301.27,74387.0,0.00405,1773668425017,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,299.31,74827.8,0.004,1773668510444,bybit,,,,,,,,,
BTC,SHORT,299.3,74826.0,0.004,1773668510444,bybit,,,,,,,,,
BTC,SHORT,299.2,74800.0,0.004,1773668509945,bybit,,,,,,,,,
BTC,SHORT,299.09,74773.5,0.004,1773668434444,bybit,,,,,,,,,
BTC,SHORT,298.99,74748.5,0.004,1773668423943,bybit,,,,,,,,,
BTC,SHORT,224.54,74845.2,0.003,1773668510944,bybit,,,,,,,,,
BTC,SHORT,224.5,74833.9,0.003,1773668510944,bybit,,,,,,,,,
BTC,SHORT,224.49,74829.7,0.003,1773668510444,bybit,,,,,,,,,
BTC,SHORT,224.48,74826.6,0.003,1773668510944,bybit,,,,,,,,,
BTC,SHORT,224.35,74784.1,0.003,1773668435444,bybit,,,,,,,,,
,short,,74471.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.00268,199.58,0xe9ac6ff2...,-2.3
BTC,SHORT,199.58,74471.0,0.00268,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,190.43,74387.0,0.00256,1773668425017,hyperliquid,,,,hyperliquid,,,,,
BTC,LONG,184.19,73677.6,0.25,1773668644493,okx,,,,,,,,,
BTC,SHORT,149.69,74843.2,0.002,1773668510944,bybit,,,,,,,,,
BTC,SHORT,149.66,74827.5,0.002,1773668510944,bybit,,,,,,,,,
BTC,SHORT,149.66,74828.4,0.002,1773668510944,bybit,,,,,,,,,
BTC,SHORT,149.64,74822.3,0.002,1773668510444,bybit,,,,,,,,,
BTC,SHORT,149.64,74820.8,0.002,1773668510444,bybit,,,,,,,,,
BTC,SHORT,149.62,74812.1,0.002,1773668510444,bybit,,,,,,,,,
BTC,SHORT,149.6,74800.0,0.002,1773668509945,bybit,,,,,,,,,
BTC,SHORT,149.6,74800.0,0.002,1773668508945,bybit,,,,,,,,,
BTC,SHORT,149.4636,74731.8,0.002,1773668509451,binance,LIMIT,74480.0,FILLED,,,,,,
BTC,SHORT,149.4336,74716.8,0.002,1773668438074,binance,LIMIT,74416.9,FILLED,,,,,,
BTC,SHORT,149.42,74710.4,0.2,1773668507571,okx,,,,,,,,,
BTC,SHORT,149.19,74594.5,0.002,1773668398103,binance,,,,binance,,,,,
BTC,SHORT,149.189,74594.5,0.002,1773668398103,binance,LIMIT,74320.6,FILLED,,,,,,
BTC,SHORT,141.47,74457.3,0.19,1773668510000,okx,,,,,,,,,
BTC,SHORT,134.44,74687.6,0.18,1773668431005,okx,,,,,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.00163,121.39,0x4d071b48...,-1.43
BTC,SHORT,121.39,74470.0,0.00163,1773668512603,hyperliquid,,,,hyperliquid,,,,,
BTC,LONG,110.95,73966.0,0.15,1773668645111,okx,,,,,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.00141,104.97,0xf70bbf6c...,-8.37
BTC,SHORT,104.97,74444.0,0.00141,1773668509668,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,104.6,74714.7,0.14,1773668508027,okx,,,,,,,,,
BTC,SHORT,96.69,74376.9,0.13,1773668424662,okx,,,,,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.00124,92.34,0x2e826dfd...,-12.14
BTC,SHORT,92.34,74470.0,0.00124,1773668512603,hyperliquid,,,,hyperliquid,,,,,
,short,,74404.0,,2026-03-16T13:40:37.341000,hyperliquid,,,,,BTC,0.00119,88.54,0xd196843f...,-3.1
BTC,SHORT,88.54,74404.0,0.00119,1773668437341,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,81.83,74389.9,0.11,1773668430583,okx,,,,,,,,,
,short,,74404.0,,2026-03-16T13:40:37.341000,hyperliquid,,,,,BTC,0.00106,78.87,0xac540d18...,-0.91
BTC,SHORT,78.87,74404.0,0.00106,1773668437341,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,74.84,74842.1,0.001,1773668510444,bybit,,,,,,,,,
BTC,SHORT,74.84,74839.3,0.001,1773668510444,bybit,,,,,,,,,
BTC,SHORT,74.83,74826.0,0.001,1773668510444,bybit,,,,,,,,,
BTC,SHORT,74.82,74815.3,0.001,1773668510944,bybit,,,,,,,,,
BTC,SHORT,74.81,74813.2,0.001,1773668511444,bybit,,,,,,,,,
BTC,SHORT,74.81,74812.7,0.001,1773668510944,bybit,,,,,,,,,
BTC,SHORT,74.8,74800.0,0.001,1773668508945,bybit,,,,,,,,,
BTC,SHORT,74.79,74793.1,0.001,1773668437944,bybit,,,,,,,,,
BTC,SHORT,74.76,74760.8,0.001,1773668428944,bybit,,,,,,,,,
BTC,SHORT,74.7448,74744.8,0.001,1773668510518,binance,LIMIT,74478.7,FILLED,,,,,,
BTC,SHORT,69.92,74387.0,0.00094,1773668425017,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,67.71,74404.0,0.00091,1773668437341,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,64.72,74387.0,0.00087,1773668425017,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,60.25,74387.0,0.00081,1773668425017,hyperliquid,,,,hyperliquid,,,,,
,short,,74470.0,,2026-03-16T13:41:52.603000,hyperliquid,,,,,BTC,0.00066,49.15,0x7a55c1cb...,-0.58
BTC,SHORT,49.15,74470.0,0.00066,1773668512603,hyperliquid,,,,hyperliquid,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.00065,48.39,0x3606eda8...,-0.71
BTC,SHORT,48.39,74444.0,0.00065,1773668509668,hyperliquid,,,,hyperliquid,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.00063,46.9,0x6ad07363...,-0.59
BTC,SHORT,46.9,74444.0,0.00063,1773668509668,hyperliquid,,,,hyperliquid,,,,,
,short,,74404.0,,2026-03-16T13:40:37.341000,hyperliquid,,,,,BTC,0.00062,46.13,0x4d61334d...,-2.09
BTC,SHORT,46.13,74404.0,0.00062,1773668437341,hyperliquid,,,,hyperliquid,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,0.00044,32.76,0x314ab210...,-0.39
BTC,SHORT,32.76,74444.0,0.00044,1773668509668,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,29.88,74690.5,0.04,1773668432813,okx,,,,,,,,,
BTC,LONG,29.59,73976.6,0.04,1773668643142,okx,,,,,,,,,
BTC,SHORT,20.09,74400.0,0.00027,1773668434382,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,14.88,74401.0,0.02,1773668433278,okx,,,,,,,,,
BTC,SHORT,14.88,74400.0,0.0002,1773668434382,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,12.65,74395.0,0.00017,1773668431722,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,12.65,74387.0,0.00017,1773668427832,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,11.16,74395.0,0.00015,1773668431722,hyperliquid,,,,hyperliquid,,,,,
BTC,SHORT,10.42,74404.0,0.00014,1773668437341,hyperliquid,,,,hyperliquid,,,,,
BTC-USD,SHORT,10.0,74756.0,0.1,1773668509988,okx,,,,,,,,,
,short,,74444.0,,2026-03-16T13:41:49.668000,hyperliquid,,,,,BTC,3e-05,2.23,0xaf192db9...,-0.26
BTC,SHORT,2.23,74444.0,3e-05,1773668509668,hyperliquid,,,,hyperliquid,,,,,
