symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address
BTC,SHORT,46329.4,73190.2,0.633,1773619206444,bybit,,,,,,,,,
BTC,SHORT,21478.14,73054.9,0.294,1773619134369,binance,binance,,,,,,,,
BTC,SHORT,3966.74,72784.3,5.45,1773619163665,okx,,,,,,,,,
BTC,SHORT,1829.61,73184.2,0.025,1773619206943,bybit,,,,,,,,,
BTC,SHORT,599.51,73110.6,0.82,1773619208845,okx,,,,,,,,,
BTC,SHORT,511.22,73031.3,0.007,1773618970743,binance,binance,,,,,,,,
BTC,SHORT,511.2191,73031.3,0.007,1773618970743,binance,,LIMIT,72735.9,FILLED,,,,,
BTC,SHORT,219.55,73182.0,0.003,1773619206444,bybit,,,,,,,,,
BTC,SHORT,219.52,73174.9,0.003,1773619206444,bybit,,,,,,,,,
,short,,72811.0,,2026-03-16T00:00:19.344193+00:00,hyperliquid,,,,,BTC,0.00249,181.29939,0x2937da97bcd51bb1d18dab3460c3920c48d7a472,0xe8e715d222e9684bca78723d12b84f16a3e354c3
,short,,72811.0,,2026-03-16T00:00:19.348651+00:00,hyperliquid,,,,,BTC,0.00249,181.29939,0x2937da97bcd51bb1d18dab3460c3920c48d7a472,0xe8e715d222e9684bca78723d12b84f16a3e354c3
,short,,72723.0,,2026-03-15T23:57:49.272189+00:00,hyperliquid,,,,,BTC,0.00249,181.08027,0xe92cdf7b804a836a71219cda2b00274d57ac030f,0xe8e715d222e9684bca78723d12b84f16a3e354c3
,short,,72723.0,,2026-03-15T23:57:49.278119+00:00,hyperliquid,,,,,BTC,0.00249,181.08027,0xe92cdf7b804a836a71219cda2b00274d57ac030f,0xe8e715d222e9684bca78723d12b84f16a3e354c3
,short,,72684.0,,2026-03-15T23:55:19.328869+00:00,hyperliquid,,,,,BTC,0.00249,180.98316,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e,0xe8e715d222e9684bca78723d12b84f16a3e354c3
,short,,72684.0,,2026-03-15T23:55:19.330793+00:00,hyperliquid,,,,,BTC,0.00249,180.98316,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e,0xe8e715d222e9684bca78723d12b84f16a3e354c3
