symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status
BTC,SHORT,7436.58,74365.8,0.1,1773635015444,bybit,,,,
BTC,SHORT,2823.68,74307.3,0.038,1773635016627,binance,binance,,,
BTC,SHORT,2823.6774,74307.3,0.038,1773635016627,binance,,LIMIT,73999.4,FILLED
BTC,SHORT,669.58,74397.8,0.009,1773635015444,bybit,,,,
BTC,SHORT,520.52,74359.6,0.007,1773635015444,bybit,,,,
BTC,LONG,513.6831000000001,73383.3,0.007,1773635131117,binance,,LIMIT,73676.3,FILLED
BTC,SHORT,446.22,74369.7,0.006,1773635015944,bybit,,,,
BTC,SHORT,297.24,74308.8,0.004,1773635017641,binance,binance,,,
BTC,SHORT,297.2352,74308.8,0.004,1773635017641,binance,,LIMIT,74008.6,FILLED
BTC,SHORT,273.97,74046.3,0.37,1773635016115,okx,,,,
BTC,SHORT,223.22,74405.1,0.003,1773635015444,bybit,,,,
BTC,SHORT,148.74,74369.8,0.002,1773635015944,bybit,,,,
BTC,LONG,146.594,73297.0,0.002,1773635211175,binance,,LIMIT,73582.2,FILLED
