exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
binance,BTC,SHORT,17100.88,74029.8,0.231,1773634114226,binance,,,,,
,,long,,73745.0,,2026-03-16T04:08:47.461177+00:00,hyperliquid,BTC,0.03279,2418.09855,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xd13d96f7b6bb6dd3ad865e23f1265e5885f1069c
,,long,,73745.0,,2026-03-16T04:08:47.520281+00:00,hyperliquid,BTC,0.03279,2418.09855,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xd13d96f7b6bb6dd3ad865e23f1265e5885f1069c
,,long,,73732.0,,2026-03-16T04:05:18.197482+00:00,hyperliquid,BTC,0.03279,2417.67228,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x162cc7c861ebd0c06b3d72319201150482518185
,,long,,73732.0,,2026-03-16T04:05:18.207465+00:00,hyperliquid,BTC,0.03279,2417.67228,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x162cc7c861ebd0c06b3d72319201150482518185
,,long,,73738.0,,2026-03-16T04:09:18.417303+00:00,hyperliquid,BTC,0.03278,2417.1316399999996,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xb668858ff53322d5511651a2cd92391eb5d60ee3
,,long,,73738.0,,2026-03-16T04:09:18.983715+00:00,hyperliquid,BTC,0.03278,2417.1316399999996,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xb668858ff53322d5511651a2cd92391eb5d60ee3
,,long,,73715.0,,2026-03-16T04:05:47.352404+00:00,hyperliquid,BTC,0.03279,2417.11485,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad
,,long,,73715.0,,2026-03-16T04:05:47.361337+00:00,hyperliquid,BTC,0.03279,2417.11485,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad
,,long,,73704.0,,2026-03-16T04:08:17.331764+00:00,hyperliquid,BTC,0.03279,2416.75416,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xe29d84a6f37858d7f8017be454ee35726511e525
,,long,,73704.0,,2026-03-16T04:08:19.592456+00:00,hyperliquid,BTC,0.03279,2416.75416,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xe29d84a6f37858d7f8017be454ee35726511e525
,,long,,73682.0,,2026-03-16T04:04:47.445739+00:00,hyperliquid,BTC,0.03279,2416.03278,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xe29d84a6f37858d7f8017be454ee35726511e525
,,long,,73682.0,,2026-03-16T04:04:47.456703+00:00,hyperliquid,BTC,0.03279,2416.03278,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xe29d84a6f37858d7f8017be454ee35726511e525
,,long,,73680.0,,2026-03-16T04:09:48.674979+00:00,hyperliquid,BTC,0.03279,2415.9672,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xd071d6d6ea52f5aa34b79e47f908ee48c8215837
,,long,,73680.0,,2026-03-16T04:09:48.689611+00:00,hyperliquid,BTC,0.03279,2415.9672,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xd071d6d6ea52f5aa34b79e47f908ee48c8215837
,,long,,73698.0,,2026-03-16T04:04:17.584395+00:00,hyperliquid,BTC,0.03278,2415.82044,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xf7be84e0bfe95e1f3936011784176c5c25c47e71
,,long,,73698.0,,2026-03-16T04:04:17.619656+00:00,hyperliquid,BTC,0.03278,2415.82044,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xf7be84e0bfe95e1f3936011784176c5c25c47e71
,,long,,73674.0,,2026-03-16T04:03:17.383186+00:00,hyperliquid,BTC,0.03279,2415.77046,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xb756c89e73c8711a881c009e10f79b1566f80cdb
,,long,,73674.0,,2026-03-16T04:03:17.391522+00:00,hyperliquid,BTC,0.03279,2415.77046,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xb756c89e73c8711a881c009e10f79b1566f80cdb
,,long,,73635.0,,2026-03-16T04:06:47.359941+00:00,hyperliquid,BTC,0.03279,2414.49165,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xb6bfa5b79c1f06d5cf21d21e00f25d8da9fcfdb1
,,long,,73635.0,,2026-03-16T04:06:48.940235+00:00,hyperliquid,BTC,0.03279,2414.49165,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xb6bfa5b79c1f06d5cf21d21e00f25d8da9fcfdb1
,,long,,73615.0,,2026-03-16T04:03:48.339383+00:00,hyperliquid,BTC,0.03279,2413.83585,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f
,,long,,73615.0,,2026-03-16T04:03:48.379596+00:00,hyperliquid,BTC,0.03279,2413.83585,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f
,,long,,73610.0,,2026-03-16T04:07:17.544438+00:00,hyperliquid,BTC,0.03279,2413.6719,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xfcf104006bfff47695c1dc21dad3e9de1e72098e
,,long,,73610.0,,2026-03-16T04:07:17.563225+00:00,hyperliquid,BTC,0.03279,2413.6719,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xfcf104006bfff47695c1dc21dad3e9de1e72098e
,,long,,73598.0,,2026-03-16T04:01:47.826652+00:00,hyperliquid,BTC,0.03279,2413.27842,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459
,,long,,73598.0,,2026-03-16T04:01:47.908288+00:00,hyperliquid,BTC,0.03279,2413.27842,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459
,,long,,73581.0,,2026-03-16T04:02:47.344921+00:00,hyperliquid,BTC,0.03278,2411.9851799999997,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xb3a38662575bdf1541013ce987934dba919851ea
,,long,,73581.0,,2026-03-16T04:02:47.371308+00:00,hyperliquid,BTC,0.03278,2411.9851799999997,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0xb3a38662575bdf1541013ce987934dba919851ea
,,long,,73576.0,,2026-03-16T04:10:48.041194+00:00,hyperliquid,BTC,0.03278,2411.8212799999997,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6
,,long,,73576.0,,2026-03-16T04:10:48.669473+00:00,hyperliquid,BTC,0.03278,2411.8212799999997,0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6
