exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address
binance,BTC,SHORT,1772023.75,73932.9,23.968,1773632031073,binance,,,,,,,,
,BTC,SHORT,648587.31,74048.1,8.759,1773632068944,bybit,,,,,,,,
,BTC,SHORT,619589.61,73445.9,8.436,1773631858944,bybit,,,,,,,,
,BTC,SHORT,589476.8,73684.6,8.0,1773631991444,bybit,,,,,,,,
hyperliquid,BTC,SHORT,499926.06,73744.0,6.77921,1773632073537,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,499924.3,73742.0,6.77937,1773632073537,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,456199.0,73543.0,6.20316,1773632030647,hyperliquid,,,,,,,,
,BTC,SHORT,403700.55,73400.1,5.5,1773631851943,bybit,,,,,,,,
hyperliquid,BTC,SHORT,346560.22,73409.0,4.72095,1773631994446,hyperliquid,,,,,,,,
,BTC,SHORT,338370.11,74041.6,4.57,1773632068944,bybit,,,,,,,,
hyperliquid,BTC,SHORT,249999.68,73822.0,3.38652,1773632114885,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,243690.18,73730.0,3.30517,1773632073537,hyperliquid,,,,,,,,
,BTC,SHORT,221866.5,73955.5,3.0,1773632039443,bybit,,,,,,,,
hyperliquid,BTC,SHORT,203336.93,73600.0,2.76273,1773632039687,hyperliquid,,,,,,,,
,BTC,SHORT,179339.8,73681.1,2.434,1773631991943,bybit,,,,,,,,
hyperliquid,BTC,SHORT,158529.29,73543.0,2.1556,1773632030647,hyperliquid,,,,,,,,
,BTC,SHORT,150740.39,73531.9,2.05,1773631863944,bybit,,,,,,,,
,BTC,SHORT,147029.6,73514.8,2.0,1773631859944,bybit,,,,,,,,
hyperliquid,BTC,SHORT,143343.55,73409.0,1.95267,1773631994446,hyperliquid,,,,,,,,
,BTC,SHORT,135796.95,73642.6,1.844,1773631972943,bybit,,,,,,,,
,BTC,SHORT,113947.46,73752.4,1.545,1773631995444,bybit,,,,,,,,
hyperliquid,BTC,SHORT,108295.52,73700.0,1.46941,1773632082817,hyperliquid,,,,,,,,
,BTC,SHORT,102377.66,73972.3,1.384,1773632041943,bybit,,,,,,,,
hyperliquid,BTC,SHORT,100456.06,73550.0,1.36582,1773632030647,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,99987.15,73405.0,1.36213,1773631994446,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,98068.51,73713.0,1.33041,1773632073537,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,94835.07,73600.0,1.28852,1773632039687,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,89989.88,73406.0,1.22592,1773631996948,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,89988.42,73406.0,1.2259,1773631994446,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,89530.61,73405.0,1.21968,1773631996948,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,89403.07,73280.0,1.22002,1773631935842,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,85819.81,73600.0,1.16603,1773632039687,hyperliquid,,,,,,,,
,BTC,SHORT,84668.39,73267.9,115.56,1773631971709,okx,,,,,,,,
hyperliquid,BTC,SHORT,77763.79,73405.0,1.05938,1773631994446,hyperliquid,,,,,,,,
,BTC,SHORT,76438.28,74068.1,1.032,1773632070943,bybit,,,,,,,,
,BTC,SHORT,76382.81,73942.7,1.033,1773632038950,bybit,,,,,,,,
hyperliquid,BTC,SHORT,74989.26,73743.0,1.0169,1773632073537,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,74988.29,73729.0,1.01708,1773632073537,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,73745.0,73745.0,1.0,1773632073537,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,73600.0,73600.0,1.0,1773632039687,hyperliquid,,,,,,,,
,BTC,SHORT,73155.5,73155.5,100.0,1773631864248,okx,,,,,,,,
,BTC,SHORT,72020.44,74095.1,0.972,1773632071443,bybit,,,,,,,,
hyperliquid,BTC,SHORT,71681.22,73398.0,0.97661,1773631994446,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,64301.05,73250.0,0.87783,1773631880428,hyperliquid,,,,,,,,
,BTC,SHORT,62794.42,73962.8,0.849,1773632039443,bybit,,,,,,,,
hyperliquid,BTC,SHORT,62585.09,73543.0,0.851,1773632030647,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,62493.85,73403.0,0.85138,1773631994446,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,62493.18,73740.0,0.84748,1773632073537,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,59429.19,73250.0,0.81132,1773631880428,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,59007.2,73759.0,0.8,1773632117997,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,59007.2,73759.0,0.8,1773632117997,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,59007.2,73759.0,0.8,1773632117997,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,58325.04,73775.0,0.79058,1773632111227,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,57324.92,73672.0,0.77811,1773632070511,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,56794.43,73759.0,0.77,1773632117997,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,56794.43,73759.0,0.77,1773632117997,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,54824.66,73400.0,0.74693,1773631994446,hyperliquid,,,,,,,,
,BTC,SHORT,52652.1,73814.8,71.33,1773632031219,okx,,,,,,,,
binance,BTC,SHORT,52473.05,73905.7,0.71,1773632053774,binance,,,,,,,,
hyperliquid,BTC,SHORT,51418.64,73672.0,0.69794,1773632070511,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,51271.5,73245.0,0.7,1773631938994,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,51271.5,73245.0,0.7,1773631938994,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,51271.5,73245.0,0.7,1773631938994,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,49995.02,73727.0,0.67811,1773632073537,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,49777.12,73410.0,0.67807,1773631994446,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,49712.09,73759.0,0.67398,1773632117997,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,49712.09,73759.0,0.67398,1773632117997,hyperliquid,,,,,,,,
binance,BTC,SHORT,48996.62,73458.2,0.667,1773631864083,binance,,,,,,,,
,BTC,SHORT,48996.6194,73458.2,0.667,1773631864083,binance,LIMIT,73157.5,FILLED,,,,,
hyperliquid,BTC,SHORT,48856.89,73734.0,0.66261,1773632095813,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,46125.88,73766.0,0.6253,1773632108079,hyperliquid,,,,,,,,
,BTC,SHORT,44862.46,73908.5,0.607,1773632031943,bybit,,,,,,,,
hyperliquid,BTC,SHORT,44709.16,73402.0,0.6091,1773631994446,hyperliquid,,,,,,,,
,BTC,SHORT,44246.1,73743.5,0.6,1773631991944,bybit,,,,,,,,
,BTC,SHORT,43955.24,74123.5,0.593,1773632105444,bybit,,,,,,,,
hyperliquid,BTC,SHORT,43383.16,73737.0,0.58835,1773632073537,hyperliquid,,,,,,,,
,BTC,SHORT,43007.01,73390.8,0.586,1773631845443,bybit,,,,,,,,
hyperliquid,BTC,SHORT,42966.39,73594.0,0.58383,1773632045761,hyperliquid,,,,,,,,
