exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,address,pnl
binance,BTC,LONG,14852.88,73166.9,0.203,1773662839110,binance,,,,,
,,short,,73760.0,,2026-03-16T12:04:03.065000,hyperliquid,BTC,0.02139,1577.73,0xfa492f67...,-80.0
