exchange,symbol,side,value,price,quantity,timestamp,_exchange
binance,BTC,SHORT,17100.88,74029.8,0.231,1773634114226,binance
binance,BTC,SHORT,444.36,74059.5,0.006,1773634118099,binance
,BTC,SHORT,296.18,74046.0,0.004,1773633914944,bybit
