symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
BTC,LONG,11733.36,71983.8,0.163,1773628352944,bybit,,,,,
BTC,LONG,7169.13,72342.4,9.91,1773628350271,okx,,,,,
BTC,LONG,554.77,72048.6,0.77,1773628379035,okx,,,,,
,long,,72464.0,,2026-03-16T02:25:54.376386+00:00,hyperliquid,BTC,0.00616,446.37823999999995,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xc8264ebc379e26946e7d31ae4746c27182849755
,long,,72464.0,,2026-03-16T02:25:54.388057+00:00,hyperliquid,BTC,0.00616,446.37823999999995,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xc8264ebc379e26946e7d31ae4746c27182849755
,long,,72388.0,,2026-03-16T02:31:24.295579+00:00,hyperliquid,BTC,0.00607,439.39516,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa62b923a112d50d03e1e096bbd53422490dac104
,long,,72388.0,,2026-03-16T02:31:24.303980+00:00,hyperliquid,BTC,0.00607,439.39516,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa62b923a112d50d03e1e096bbd53422490dac104
,long,,72477.0,,2026-03-16T02:24:54.446426+00:00,hyperliquid,BTC,0.00597,432.68769,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d
,long,,72477.0,,2026-03-16T02:24:54.457737+00:00,hyperliquid,BTC,0.00597,432.68769,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d
,long,,72392.0,,2026-03-16T02:28:55.466133+00:00,hyperliquid,BTC,0.00582,421.32144,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x1a986b2d01020d4b066a7abebf6163a2b7f35004
,long,,72392.0,,2026-03-16T02:28:56.065430+00:00,hyperliquid,BTC,0.00582,421.32144,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x1a986b2d01020d4b066a7abebf6163a2b7f35004
,long,,72367.0,,2026-03-16T02:34:25.006360+00:00,hyperliquid,BTC,0.00537,388.61079,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b
,long,,72367.0,,2026-03-16T02:34:25.032358+00:00,hyperliquid,BTC,0.00537,388.61079,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b
,long,,72422.0,,2026-03-16T02:26:24.340552+00:00,hyperliquid,BTC,0.00523,378.76706,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x4e8296000f9a2d07d2d8b706397e03e43efb8139
,long,,72422.0,,2026-03-16T02:26:24.349997+00:00,hyperliquid,BTC,0.00523,378.76706,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x4e8296000f9a2d07d2d8b706397e03e43efb8139
,long,,72405.0,,2026-03-16T02:26:54.325532+00:00,hyperliquid,BTC,0.00523,378.67815,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xb3a38662575bdf1541013ce987934dba919851ea
,long,,72405.0,,2026-03-16T02:26:54.333048+00:00,hyperliquid,BTC,0.00523,378.67815,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xb3a38662575bdf1541013ce987934dba919851ea
,long,,72372.0,,2026-03-16T02:31:54.546995+00:00,hyperliquid,BTC,0.00508,367.64976,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x4f965bea84add66023e7ef0458111a1a80e50bb7
,long,,72372.0,,2026-03-16T02:31:54.554462+00:00,hyperliquid,BTC,0.00508,367.64976,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x4f965bea84add66023e7ef0458111a1a80e50bb7
,long,,72376.0,,2026-03-16T02:28:24.457478+00:00,hyperliquid,BTC,0.00499,361.15623999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5
,long,,72376.0,,2026-03-16T02:28:24.473234+00:00,hyperliquid,BTC,0.00499,361.15623999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5
,long,,72363.0,,2026-03-16T02:33:54.377094+00:00,hyperliquid,BTC,0.00484,350.23692,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d
