symbol,side,value,price,quantity,timestamp,order_type,avg_price,order_status,_exchange,coin,size,value_usd,address,pnl
BTC,LONG,4994.4572,73447.9,0.068,1773658876105,LIMIT,73733.5,FILLED,binance,,,,,
BTC,SHORT,2448.13,73739.0,3.32,1773658845910,,,,okx,,,,,
BTC,SHORT,1556.58,74122.9,0.021,1773658848469,,,,bybit,,,,,
,short,,73776.0,,2026-03-16T11:00:04.383000,,,,hyperliquid,BTC,0.01687,1244.6,0xdb163fb9...,-13.83
BTC,SHORT,877.72,73758.0,1.19,1773658847730,,,,okx,,,,,
