symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,address,pnl,exchange,order_type,avg_price,order_status
BTC,LONG,99051.19,73046.6,135.6,1773649752001,okx,,,,,,,,,
BTC,LONG,47859.6,72956.7,0.656,1773649809944,bybit,,,,,,,,,
,long,,73248.0,,2026-03-16T08:30:43.538000,hyperliquid,BTC,0.54609,40000.0,0xe46235da...,-481.65,,,,
BTC,LONG,40000.0,73248.0,0.54609,1773649843538,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,29183.84,72959.6,0.4,1773649798443,bybit,,,,,,,,,
BTC,LONG,9902.92,73030.4,13.56,1773649835180,okx,,,,,,,,,
,long,,73248.0,,2026-03-16T08:30:43.538000,hyperliquid,BTC,0.12,8789.76,0xe46235da...,-105.84,,,,
BTC,LONG,8789.76,73248.0,0.12,1773649843538,hyperliquid,,,,,,hyperliquid,,,
,long,,73333.0,,2026-03-16T08:29:05.736000,hyperliquid,BTC,0.10217,7492.43,0xb714d17d...,-89.3,,,,
BTC,LONG,7492.43,73333.0,0.10217,1773649745736,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,7041.11,73344.9,9.6,1773649746336,okx,,,,,,,,,
BTC,LONG,5984.69,72984.0,0.082,1773649736443,bybit,,,,,,,,,
BTC,LONG,5253.08,72959.4,0.072,1773649798443,bybit,,,,,,,,,
,long,,73248.0,,2026-03-16T08:30:43.538000,hyperliquid,BTC,0.06729,4928.86,0xe46235da...,-59.35,,,,
BTC,LONG,4928.86,73248.0,0.06729,1773649843538,hyperliquid,,,,,,hyperliquid,,,
,long,,73333.0,,2026-03-16T08:29:05.736000,hyperliquid,BTC,0.06532,4790.11,0xb714d17d...,-57.08,,,,
BTC,LONG,4790.11,73333.0,0.06532,1773649745736,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,4302.72,72927.5,0.059,1773649839443,bybit,,,,,,,,,
BTC,LONG,3721.23,72965.3,0.051,1773649785969,bybit,,,,,,,,,
,long,,73333.0,,2026-03-16T08:29:05.736000,hyperliquid,BTC,0.04889,3585.25,0xb714d17d...,-42.73,,,,
BTC,LONG,3585.25,73333.0,0.04889,1773649745736,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,3579.21,73045.1,0.049,1773649750757,binance,,,,,,binance,,,
BTC,LONG,3280.87,72908.3,0.045,1773649840943,bybit,,,,,,,,,
BTC,LONG,2991.16,72955.1,0.041,1773649812943,bybit,,,,,,,,,
BTC,LONG,2586.83,73281.2,3.53,1773649839205,okx,,,,,,,,,
BTC,LONG,2553.44,72955.4,0.035,1773649812444,bybit,,,,,,,,,
BTC,LONG,2478.69,72902.6,0.034,1773649841443,bybit,,,,,,,,,
BTC,LONG,2361.27,73331.5,3.22,1773649787930,okx,,,,,,,,,
,long,,73248.0,,2026-03-16T08:30:43.538000,hyperliquid,BTC,0.03001,2198.17,0xdbd75dad...,-27.02,,,,
BTC,LONG,2198.17,73248.0,0.03001,1773649843538,hyperliquid,,,,,,hyperliquid,,,
,long,,73333.0,,2026-03-16T08:29:05.736000,hyperliquid,BTC,0.02977,2183.12,0xb714d17d...,-26.02,,,,
BTC,LONG,2183.12,73333.0,0.02977,1773649745736,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,2115.67,72954.2,0.029,1773649835944,bybit,,,,,,,,,
,long,,73333.0,,2026-03-16T08:29:05.736000,hyperliquid,BTC,0.02727,1999.79,0xb714d17d...,-23.83,,,,
BTC,LONG,1999.79,73333.0,0.02727,1773649745736,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,1969.47,72943.3,0.027,1773649839943,bybit,,,,,,,,,
BTC,LONG,1680.13,73049.3,0.023,1773649745576,binance,,,,,,binance,,,
,long,,73248.0,,2026-03-16T08:30:43.538000,hyperliquid,BTC,0.0217,1589.48,0xdbd75dad...,-19.53,,,,
BTC,LONG,1589.48,73248.0,0.0217,1773649843538,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,1402.5,73047.1,1.92,1773649751303,okx,,,,,,,,,
,long,,73333.0,,2026-03-16T08:29:05.736000,hyperliquid,BTC,0.01596,1170.39,0xb714d17d...,-13.95,,,,
BTC,LONG,1170.39,73333.0,0.01596,1773649745736,hyperliquid,,,,,,hyperliquid,,,
,long,,73247.0,,2026-03-16T08:30:40.674000,hyperliquid,BTC,0.01506,1103.1,0x6766ecc7...,-13.43,,,,
BTC,LONG,1103.1,73247.0,0.01506,1773649840674,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,628.12,73037.6,0.86,1773649798714,okx,,,,,,,,,
BTC,LONG,525.74,73019.3,0.72,1773649838274,okx,,,,,,,,,
BTC,LONG,395.96,73326.6,0.54,1773649808315,okx,,,,,,,,,
BTC,LONG,365.26,73052.1,0.005,1773649738417,binance,,,,,,binance,,,
BTC,LONG,364.65,72930.8,0.005,1773649839443,bybit,,,,,,,,,
BTC,LONG,344.32,73259.7,0.47,1773649841647,okx,,,,,,,,,
BTC,LONG,321.33,73029.2,0.44,1773649837163,okx,,,,,,,,,
BTC,SHORT,294.84040000000005,73710.1,0.004,1773649578624,binance,,,,,,,LIMIT,73408.4,FILLED
BTC,SHORT,294.84,73710.1,0.004,1773649578624,binance,,,,,,binance,,,
BTC,LONG,292.19,73047.4,0.004,1773649746714,binance,,,,,,binance,,,
BTC,LONG,291.78,72944.9,0.004,1773649839443,bybit,,,,,,,,,
BTC,LONG,291.73,72931.5,0.004,1773649839443,bybit,,,,,,,,,
BTC,LONG,219.16,73051.9,0.003,1773649740647,binance,,,,,,binance,,,
,long,,73248.0,,2026-03-16T08:30:43.538000,hyperliquid,BTC,0.00296,216.81,0xe46235da...,-2.61,,,,
BTC,LONG,216.81,73248.0,0.00296,1773649843538,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,211.79,73031.4,0.29,1773649834359,okx,,,,,,,,,
BTC-USD,LONG,190.0,72979.3,1.9,1773649841006,okx,,,,,,,,,
BTC,LONG,189.91,73040.9,0.26,1773649785536,okx,,,,,,,,,
BTC,LONG,175.99,73331.2,0.24,1773649788797,okx,,,,,,,,,
BTC,LONG,161.19,73268.2,0.22,1773649840389,okx,,,,,,,,,
BTC,LONG,145.87,72933.1,0.002,1773649839943,bybit,,,,,,,,,
,long,,73247.0,,2026-03-16T08:30:40.674000,hyperliquid,BTC,0.00169,123.79,0x048b1269...,-1.54,,,,
BTC,LONG,123.79,73247.0,0.00169,1773649840674,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,94.96,73043.3,0.13,1773649766115,okx,,,,,,,,,
BTC,LONG,73.04,73035.8,0.1,1773649807365,okx,,,,,,,,,
BTC,LONG,72.92,72922.8,0.001,1773649838943,bybit,,,,,,,,,
BTC,LONG,72.91,72913.0,0.001,1773649839443,bybit,,,,,,,,,
BTC,LONG,58.43,73041.3,0.08,1773649784719,okx,,,,,,,,,
,long,,73248.0,,2026-03-16T08:30:43.538000,hyperliquid,BTC,0.00065,47.61,0xe46235da...,-0.57,,,,
BTC,LONG,47.61,73248.0,0.00065,1773649843538,hyperliquid,,,,,,hyperliquid,,,
BTC,LONG,22.0,73329.0,0.03,1773649804919,okx,,,,,,,,,
BTC,LONG,7.3,73032.4,0.01,1773649828680,okx,,,,,,,,,
