exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
hyperliquid,BTC,SHORT,3532.93,74019.0,0.04773,1773664383838,hyperliquid,,,
,BTC,SHORT,2305.43,74368.7,0.031,1773664383444,bybit,,,
binance,BTC,SHORT,2229.03,74301.0,0.03,1773664384110,binance,,,
,BTC,SHORT,2229.0299999999997,74301.0,0.03,1773664384110,binance,LIMIT,74011.2,FILLED
,BTC,SHORT,1634.8837999999998,74312.9,0.022,1773664397209,binance,LIMIT,74006.8,FILLED
binance,BTC,SHORT,1634.88,74312.9,0.022,1773664397209,binance,,,
hyperliquid,BTC,SHORT,1361.21,74019.0,0.01839,1773664383838,hyperliquid,,,
,BTC,SHORT,297.212,74303.0,0.004,1773664385127,binance,LIMIT,74000.1,FILLED
binance,BTC,SHORT,297.21,74303.0,0.004,1773664385127,binance,,,
,BTC,SHORT,74.28,74281.5,0.001,1773664509943,bybit,,,
hyperliquid,BTC,SHORT,20.73,74019.0,0.00028,1773664383838,hyperliquid,,,
