exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address
binance,BTC,SHORT,25087.47,72717.3,0.345,1773623977785,binance,,,,,,,,
,BTC,SHORT,25087.4685,72717.3,0.345,1773623977785,binance,LIMIT,72434.3,FILLED,,,,,
,,short,,72294.0,,2026-03-16T01:15:46.814056+00:00,hyperliquid,,,,BTC,0.08923,6450.79362,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72294.0,,2026-03-16T01:15:49.751733+00:00,hyperliquid,,,,BTC,0.08923,6450.79362,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72446.0,,2026-03-16T01:20:46.409741+00:00,hyperliquid,,,,BTC,0.08712,6311.49552,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72446.0,,2026-03-16T01:20:46.413459+00:00,hyperliquid,,,,BTC,0.08712,6311.49552,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72311.0,,2026-03-16T01:18:16.636964+00:00,hyperliquid,,,,BTC,0.08431,6096.54041,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72311.0,,2026-03-16T01:18:18.648687+00:00,hyperliquid,,,,BTC,0.08431,6096.54041,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72425.0,,2026-03-16T01:19:46.688737+00:00,hyperliquid,,,,BTC,0.08,5794.0,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72425.0,,2026-03-16T01:19:47.796024+00:00,hyperliquid,,,,BTC,0.08,5794.0,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72443.0,,2026-03-16T01:21:47.744833+00:00,hyperliquid,,,,BTC,0.07869,5700.53967,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72443.0,,2026-03-16T01:21:47.748617+00:00,hyperliquid,,,,BTC,0.07869,5700.53967,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72254.0,,2026-03-16T01:14:16.932513+00:00,hyperliquid,,,,BTC,0.07681,5549.82974,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72254.0,,2026-03-16T01:14:17.479447+00:00,hyperliquid,,,,BTC,0.07681,5549.82974,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72334.0,,2026-03-16T01:18:46.848832+00:00,hyperliquid,,,,BTC,0.07518,5438.070119999999,0xaf2ac71f62f341e5823d6985492409e92c940447,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72334.0,,2026-03-16T01:18:46.853853+00:00,hyperliquid,,,,BTC,0.07518,5438.070119999999,0xaf2ac71f62f341e5823d6985492409e92c940447,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72396.0,,2026-03-16T01:12:16.642954+00:00,hyperliquid,,,,BTC,0.07447,5391.33012,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72396.0,,2026-03-16T01:12:16.920990+00:00,hyperliquid,,,,BTC,0.07447,5391.33012,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72353.0,,2026-03-16T01:16:47.777544+00:00,hyperliquid,,,,BTC,0.07414,5364.25142,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72353.0,,2026-03-16T01:16:48.783368+00:00,hyperliquid,,,,BTC,0.07414,5364.25142,0x4588595ee0047982cd5ca4a82ab69c3174fbc832,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72319.0,,2026-03-16T01:17:47.158155+00:00,hyperliquid,,,,BTC,0.07026,5081.13294,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72319.0,,2026-03-16T01:17:48.252958+00:00,hyperliquid,,,,BTC,0.07026,5081.13294,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72341.0,,2026-03-16T01:17:18.141685+00:00,hyperliquid,,,,BTC,0.06182,4472.12062,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72341.0,,2026-03-16T01:17:18.154462+00:00,hyperliquid,,,,BTC,0.06182,4472.12062,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72299.0,,2026-03-16T01:13:46.733304+00:00,hyperliquid,,,,BTC,0.05761,4165.14539,0xa70ac79d24b8ea7dc8899d6c2df26488130b4be9,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72299.0,,2026-03-16T01:13:47.376702+00:00,hyperliquid,,,,BTC,0.05761,4165.14539,0xa70ac79d24b8ea7dc8899d6c2df26488130b4be9,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72259.0,,2026-03-16T01:14:48.091849+00:00,hyperliquid,,,,BTC,0.05691,4112.25969,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72259.0,,2026-03-16T01:14:51.024699+00:00,hyperliquid,,,,BTC,0.05691,4112.25969,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72319.0,,2026-03-16T01:16:16.770032+00:00,hyperliquid,,,,BTC,0.0541,3912.4579000000003,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72319.0,,2026-03-16T01:16:19.763633+00:00,hyperliquid,,,,BTC,0.0541,3912.4579000000003,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72303.0,,2026-03-16T01:15:16.732626+00:00,hyperliquid,,,,BTC,0.0528,3817.5984,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72303.0,,2026-03-16T01:15:16.736238+00:00,hyperliquid,,,,BTC,0.0528,3817.5984,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72275.0,,2026-03-16T01:13:18.389231+00:00,hyperliquid,,,,BTC,0.0473,3418.6075,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72275.0,,2026-03-16T01:13:18.929302+00:00,hyperliquid,,,,BTC,0.0473,3418.6075,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72431.0,,2026-03-16T01:20:16.697393+00:00,hyperliquid,,,,BTC,0.04637,3358.62547,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72431.0,,2026-03-16T01:20:16.714968+00:00,hyperliquid,,,,BTC,0.04637,3358.62547,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72367.0,,2026-03-16T01:19:18.110727+00:00,hyperliquid,,,,BTC,0.04589,3320.92163,0x023a3d058020fb76cca98f01b3c48c8938a22355,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72367.0,,2026-03-16T01:19:19.179904+00:00,hyperliquid,,,,BTC,0.04589,3320.92163,0x023a3d058020fb76cca98f01b3c48c8938a22355,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72478.0,,2026-03-16T01:21:17.973352+00:00,hyperliquid,,,,BTC,0.04304,3119.45312,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72478.0,,2026-03-16T01:21:17.980730+00:00,hyperliquid,,,,BTC,0.04304,3119.45312,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72275.0,,2026-03-16T01:13:18.388360+00:00,hyperliquid,,,,BTC,0.03614,2612.0184999999997,0xc26efa8199105d317ad00a2e90bc5ea445a3cf5f,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72275.0,,2026-03-16T01:13:18.928336+00:00,hyperliquid,,,,BTC,0.03614,2612.0184999999997,0xc26efa8199105d317ad00a2e90bc5ea445a3cf5f,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72368.0,,2026-03-16T01:12:48.231984+00:00,hyperliquid,,,,BTC,0.03351,2425.05168,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72368.0,,2026-03-16T01:12:49.489480+00:00,hyperliquid,,,,BTC,0.03351,2425.05168,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72368.0,,2026-03-16T01:12:48.231634+00:00,hyperliquid,,,,BTC,0.02691,1947.42288,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
,,short,,72368.0,,2026-03-16T01:12:49.489152+00:00,hyperliquid,,,,BTC,0.02691,1947.42288,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,0x1ee7a73cb5b0b6b056d8138085b2009e6a6bedf5
