symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status,coin,size,value_usd,address,pnl
BTC,SHORT,218844.0,72948.0,3.0,1773615040944,bybit,,,,,,,,,
BTC,SHORT,92356.15,72550.0,1.273,1773615017100,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,72301.98,72631.0,0.99547,1773615054559,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,50807.68,72599.0,0.69984,1773615042025,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,46883.31,72631.0,0.6455,1773615054559,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,40508.95,72989.1,0.555,1773615053944,bybit,,,,,,,,,
BTC,SHORT,36466.5,72933.0,0.5,1773615037944,bybit,,,,,,,,,
BTC,SHORT,34040.28,72891.4,0.467,1773615016444,bybit,,,,,,,,,
BTC,SHORT,31724.42,72929.7,0.435,1773615037444,bybit,,,,,,,,,
BTC,SHORT,26959.495,72863.5,0.37,1773615038374,binance,,LIMIT,72577.1,FILLED,,,,,
BTC,SHORT,26212.89,73016.4,0.359,1773615147444,bybit,bybit,,,,,,,,
BTC,SHORT,24267.974400000003,72876.8,0.333,1773615039405,binance,,LIMIT,72579.3,FILLED,,,,,
BTC,SHORT,23601.812400000003,72845.1,0.324,1773615030515,binance,,LIMIT,72562.1,FILLED,,,,,
BTC,SHORT,19516.35,72646.0,0.26865,1773615141518,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,16979.5,72873.4,0.233,1773615013444,bybit,,,,,,,,,
,short,,72685.0,,2026-03-15T22:52:42.672000,hyperliquid,,,,,BTC,0.22198,16134.62,0xc1c0c321...,-200.91
BTC,SHORT,15568.41,72851.7,21.37,1773615037406,okx,,,,,,,,,
BTC,SHORT,15170.17,72933.5,0.208,1773615037444,bybit,,,,,,,,,
BTC,SHORT,14364.59,72511.8,19.81,1773615013184,okx,,,,,,,,,
BTC,SHORT,13477.81,72641.0,0.18554,1773615141518,hyperliquid,hyperliquid,,,,,,,,
BTC,SHORT,13417.63,72921.9,0.184,1773615033444,bybit,,,,,,,,,
BTC,SHORT,13404.88,72576.5,18.47,1773615038432,okx,,,,,,,,,
BTC,SHORT,12995.23,73006.9,0.178,1773615145444,bybit,bybit,,,,,,,,
BTC,SHORT,11733.89,72881.3,0.161,1773615013944,bybit,,,,,,,,,
BTC,SHORT,11669.18,72932.4,0.16,1773615037944,bybit,,,,,,,,,
