symbol,side,value,price,quantity,timestamp,_exchange,exchange,order_type,avg_price,order_status
BTC,LONG,1276131.3,73009.4,17.479,1773647558445,bybit,,,,
BTC,LONG,83710.26,73045.6,1.146,1773647362444,bybit,,,,
BTC,LONG,9429.58,73097.5,12.9,1773647515003,okx,,,,
BTC,LONG,8963.89,73114.9,12.26,1773647361468,okx,,,,
BTC,LONG,6863.7,73018.1,0.094,1773647536444,bybit,,,,
BTC,LONG,4972.83,73129.8,0.068,1773647362278,binance,binance,,,
BTC,LONG,4972.826400000001,73129.8,0.068,1773647362278,binance,,LIMIT,73415.8,FILLED
BTC,LONG,2336.35,73010.8,0.032,1773647558445,bybit,,,,
BTC,LONG,1951.99,73383.1,2.66,1773647536010,okx,,,,
BTC,LONG,1857.27,73409.8,2.53,1773647482145,okx,,,,
BTC,LONG,1679.19,73008.4,0.023,1773647558005,bybit,,,,
BTC,LONG,1637.26,73091.9,2.24,1773647523489,okx,,,,
BTC,LONG,1168.73,73045.4,0.016,1773647362444,bybit,,,,
BTC,LONG,942.68,73076.0,1.29,1773647608375,okx,,,,
BTC,LONG,675.06,73375.8,0.92,1773647537362,okx,,,,
BTC,LONG,438.8,73132.8,0.006,1773647360501,binance,binance,,,
BTC,LONG,438.7968,73132.8,0.006,1773647360501,binance,,LIMIT,73413.7,FILLED
BTC,LONG,438.3,73049.9,0.006,1773647362444,bybit,,,,
BTC,LONG,423.93,73090.6,0.58,1773647533524,okx,,,,
BTC,LONG,394.87,73123.6,0.54,1773647360319,okx,,,,
BTC,LONG,292.12,73030.4,0.004,1773647514944,bybit,,,,
BTC,LONG,204.65,73088.6,0.28,1773647535991,okx,,,,
BTC,LONG,146.07,73032.8,0.002,1773647515944,bybit,,,,
BTC,LONG,73.05,73047.6,0.001,1773647362444,bybit,,,,
BTC,LONG,73.02,73016.4,0.001,1773647536944,bybit,,,,
BTC-USD,LONG,70.0,73427.8,0.7,1773647360189,okx,,,,
BTC,LONG,51.15,73072.3,0.07,1773647609740,okx,,,,
BTC,SHORT,22.02,73385.2,0.03,1773647601901,okx,,,,
BTC,LONG,21.92,73064.6,0.03,1773647610009,okx,,,,
BTC,LONG,7.31,73102.8,0.01,1773647514902,okx,,,,
