exchange,symbol,side,value,price,quantity,timestamp,_exchange
binance,BTC,SHORT,15543.25,72294.2,0.215,1773611653671,binance
,BTC,SHORT,10803.32,72022.1,15.0,1773611652632,okx
binance,BTC,SHORT,6003.27,72328.5,0.083,1773611658792,binance
binance,BTC,SHORT,4627.35,72302.3,0.064,1773611652493,binance
binance,BTC,LONG,3810.9,71903.7,0.053,1773611649272,binance
,BTC,SHORT,2016.7,72024.9,2.8,1773611653691,okx
binance,BTC,SHORT,939.93,72302.0,0.013,1773611657574,binance
binance,BTC,SHORT,723.31,72330.77,0.01,1773611660528,binance
binance,BTC,LONG,646.34,71815.6,0.009,1773611655428,binance
