symbol,side,value,price,quantity,timestamp,order_type,avg_price,order_status,_exchange
BTC,LONG,513.6831000000001,73383.3,0.007,1773635131117,LIMIT,73676.3,FILLED,binance
BTC,LONG,146.594,73297.0,0.002,1773635211175,LIMIT,73582.2,FILLED,binance
