timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-15T23:06:35.073000,BTC,short,0.98964,73182.0,72423.83,0x071e8760...,-1351.55,hyperliquid,,,,,,,
1773615995073,,SHORT,,73182.0,,,,hyperliquid,hyperliquid,BTC,72423.83,0.98964,,,
1773615995944,,SHORT,,73529.0,,,,bybit,,BTC,50293.84,0.684,,,
1773615987080,,SHORT,,73388.7,,,,binance,,BTC,47922.8211,0.653,LIMIT,73091.3,FILLED
1773615987080,,SHORT,,73388.7,,,,binance,binance,BTC,47922.82,0.653,,,
1773615994467,,SHORT,,73499.2,,,,bybit,,BTC,24034.24,0.327,,,
1773615995444,,SHORT,,73510.4,,,,bybit,,BTC,23302.8,0.317,,,
2026-03-15T23:06:35.073000,BTC,short,0.29109,73185.0,21303.42,0x4fe9e146...,-604.83,hyperliquid,,,,,,,
1773615995073,,SHORT,,73185.0,,,,hyperliquid,hyperliquid,BTC,21303.42,0.29109,,,
1773615984944,,SHORT,,73455.5,,,,bybit,,BTC,20053.35,0.273,,,
1773616090708,,LONG,,72665.3,,,,binance,,BTC,17439.672,0.24,LIMIT,72946.9,FILLED
1773616090708,,LONG,,72665.3,,,,binance,binance,BTC,17439.67,0.24,,,
2026-03-15T23:06:35.073000,BTC,short,0.22479,73185.0,16451.26,0xb88b278c...,-453.78,hyperliquid,,,,,,,
1773615995073,,SHORT,,73185.0,,,,hyperliquid,hyperliquid,BTC,16451.26,0.22479,,,
2026-03-15T23:06:35.073000,BTC,short,0.17517,73185.0,12819.82,0x57adcb86...,-156.6,hyperliquid,,,,,,,
1773615995073,,SHORT,,73185.0,,,,hyperliquid,hyperliquid,BTC,12819.82,0.17517,,,
2026-03-15T23:06:35.073000,BTC,short,0.1565,73184.0,11453.3,0x071e8760...,-214.05,hyperliquid,,,,,,,
1773615995073,,SHORT,,73184.0,,,,hyperliquid,hyperliquid,BTC,11453.3,0.1565,,,
1773615995444,,SHORT,,73528.0,,,,bybit,,BTC,11102.73,0.151,,,
2026-03-15T23:06:35.073000,BTC,short,0.11105,73185.0,8127.19,0x19a6f7e4...,-203.11,hyperliquid,,,,,,,
1773615995073,,SHORT,,73185.0,,,,hyperliquid,hyperliquid,BTC,8127.19,0.11105,,,
1773615995944,,SHORT,,73515.4,,,,bybit,,BTC,7204.51,0.098,,,
1773615993276,,SHORT,,73144.7,,,,okx,,BTC-USD,6960.0,69.6,,,
1773615995444,,SHORT,,73518.0,,,,bybit,,BTC,5881.44,0.08,,,
2026-03-15T23:06:35.073000,BTC,short,0.08016,73185.0,5866.51,0x19a6f7e4...,-146.61,hyperliquid,,,,,,,
1773615995073,,SHORT,,73185.0,,,,hyperliquid,hyperliquid,BTC,5866.51,0.08016,,,
1773615995444,,SHORT,,73526.6,,,,bybit,,BTC,5735.07,0.078,,,
1773615994467,,SHORT,,73484.9,,,,bybit,,BTC,5584.85,0.076,,,
2026-03-15T23:06:37.980000,BTC,short,0.07364,73152.0,5386.91,0xc0f3a698...,-83.07,hyperliquid,,,,,,,
1773615997980,,SHORT,,73152.0,,,,hyperliquid,hyperliquid,BTC,5386.91,0.07364,,,
1773615995228,,SHORT,,73164.8,,,,okx,,BTC,5165.43,7.06,,,
1773615993444,,SHORT,,73460.3,,,,bybit,,BTC,4995.3,0.068,,,
1773616128256,,LONG,,72627.3,,,,binance,,BTC,3486.1104,0.048,LIMIT,72910.0,FILLED
1773616128256,,LONG,,72627.3,,,,binance,binance,BTC,3486.11,0.048,,,
1773615993444,,SHORT,,73460.7,,,,bybit,,BTC,3452.65,0.047,,,
1773615994072,,SHORT,,73423.7,,,,binance,,BTC,3450.9139,0.047,LIMIT,73153.9,FILLED
1773615994072,,SHORT,,73423.7,,,,binance,binance,BTC,3450.91,0.047,,,
2026-03-15T23:06:35.073000,BTC,short,0.04119,73185.0,3014.49,0x4397924f...,-61.33,hyperliquid,,,,,,,
1773615995073,,SHORT,,73185.0,,,,hyperliquid,hyperliquid,BTC,3014.49,0.04119,,,
1773615995444,,SHORT,,73506.4,,,,bybit,,BTC,2940.26,0.04,,,
1773615994944,,SHORT,,73493.3,,,,bybit,,BTC,2939.73,0.04,,,
2026-03-15T23:06:35.073000,BTC,short,0.03792,73182.0,2775.06,0x05db17cf...,-53.14,hyperliquid,,,,,,,
1773615995073,,SHORT,,73182.0,,,,hyperliquid,hyperliquid,BTC,2775.06,0.03792,,,
1773615994467,,SHORT,,73499.9,,,,bybit,,BTC,2719.5,0.037,,,
1773616142444,,SHORT,,73324.6,,,,bybit,,BTC,2713.01,0.037,,,
1773616114181,,LONG,,72957.1,,,,okx,,BTC,2597.27,3.56,,,
1773615993944,,SHORT,,73487.5,,,,bybit,,BTC,2425.09,0.033,,,
2026-03-15T23:06:35.073000,BTC,short,0.02956,73185.0,2163.35,0x57adcb86...,-26.43,hyperliquid,,,,,,,
1773615995073,,SHORT,,73185.0,,,,hyperliquid,hyperliquid,BTC,2163.35,0.02956,,,
1773615995944,,SHORT,,73526.1,,,,bybit,,BTC,2132.26,0.029,,,
