symbol,side,value,price,quantity,timestamp,order_type,avg_price,order_status,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
BTC,LONG,78236.162,73807.7,1.06,1773670810882,LIMIT,74085.6,FILLED,binance,,,,,
,long,,74236.0,,2026-03-16T14:22:43.504635+00:00,,,,hyperliquid,BTC,0.04546,3374.76856,0xa82032309d57fe73c82a91abed29505d65d4a9d8,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480
,long,,74236.0,,2026-03-16T14:22:45.043565+00:00,,,,hyperliquid,BTC,0.04546,3374.76856,0xa82032309d57fe73c82a91abed29505d65d4a9d8,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480
,long,,74203.0,,2026-03-16T14:22:13.485055+00:00,,,,hyperliquid,BTC,0.04545,3372.5263499999996,0xa82032309d57fe73c82a91abed29505d65d4a9d8,0xc977566f8ef21a8fc2438e458d51626067b6515c
,long,,74203.0,,2026-03-16T14:22:13.516363+00:00,,,,hyperliquid,BTC,0.04545,3372.5263499999996,0xa82032309d57fe73c82a91abed29505d65d4a9d8,0xc977566f8ef21a8fc2438e458d51626067b6515c
,long,,74224.0,,2026-03-16T14:23:13.936049+00:00,,,,hyperliquid,BTC,0.0451,3347.5024000000003,0xa82032309d57fe73c82a91abed29505d65d4a9d8,0x880ac484a1743862989a441d6d867238c7aa311c
BTC,SHORT,2238.86,74628.8,0.03,1773670763945,,,,bybit,,,,,
BTC,LONG,1476.57,73828.5,0.02,1773670806847,LIMIT,74099.9,FILLED,binance,,,,,
,long,,74235.0,,2026-03-16T14:21:44.673556+00:00,,,,hyperliquid,BTC,0.0095,705.2325,0xa82032309d57fe73c82a91abed29505d65d4a9d8,0xd71b3a7d117588a90dbddbc90a3c977292274b07
,long,,74235.0,,2026-03-16T14:21:44.695276+00:00,,,,hyperliquid,BTC,0.0095,705.2325,0xa82032309d57fe73c82a91abed29505d65d4a9d8,0xd71b3a7d117588a90dbddbc90a3c977292274b07
,long,,74246.0,,2026-03-16T14:21:44.683517+00:00,,,,hyperliquid,BTC,0.00659,489.28114000000005,0xa82032309d57fe73c82a91abed29505d65d4a9d8,0x010461c14e146ac35fe42271bdc1134ee31c703a
,long,,74246.0,,2026-03-16T14:21:44.702893+00:00,,,,hyperliquid,BTC,0.00659,489.28114000000005,0xa82032309d57fe73c82a91abed29505d65d4a9d8,0x010461c14e146ac35fe42271bdc1134ee31c703a
,short,,74299.0,,2026-03-16T14:18:57.460340+00:00,,,,hyperliquid,BTC,0.00375,278.62125,0x0fd468a73084daa6ea77a9261e40fdec3e67e0c7,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74299.0,,2026-03-16T14:18:57.469256+00:00,,,,hyperliquid,BTC,0.00375,278.62125,0x0fd468a73084daa6ea77a9261e40fdec3e67e0c7,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74277.0,,2026-03-16T14:18:27.528021+00:00,,,,hyperliquid,BTC,0.00375,278.53875,0xe52ec3a0f90c66510ff7892354b1a1337afaac63,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74277.0,,2026-03-16T14:18:27.552388+00:00,,,,hyperliquid,BTC,0.00375,278.53875,0xe52ec3a0f90c66510ff7892354b1a1337afaac63,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74275.0,,2026-03-16T14:14:27.428827+00:00,,,,hyperliquid,BTC,0.00375,278.53125,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74275.0,,2026-03-16T14:14:27.430971+00:00,,,,hyperliquid,BTC,0.00375,278.53125,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74275.0,,2026-03-16T14:14:57.391235+00:00,,,,hyperliquid,BTC,0.00375,278.53125,0xac668bd3e89552eb452192e4ff6b2f77c7e0c2f5,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74275.0,,2026-03-16T14:14:57.392825+00:00,,,,hyperliquid,BTC,0.00375,278.53125,0xac668bd3e89552eb452192e4ff6b2f77c7e0c2f5,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74263.0,,2026-03-16T14:15:27.495214+00:00,,,,hyperliquid,BTC,0.00375,278.48625,0x7e698eea0709e4a0dbbd790fc493d60691801157,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74263.0,,2026-03-16T14:15:27.507335+00:00,,,,hyperliquid,BTC,0.00375,278.48625,0x7e698eea0709e4a0dbbd790fc493d60691801157,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74250.0,,2026-03-16T14:16:27.432666+00:00,,,,hyperliquid,BTC,0.00375,278.4375,0x0fd468a73084daa6ea77a9261e40fdec3e67e0c7,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74250.0,,2026-03-16T14:16:27.433651+00:00,,,,hyperliquid,BTC,0.00375,278.4375,0x0fd468a73084daa6ea77a9261e40fdec3e67e0c7,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74243.0,,2026-03-16T14:21:57.549956+00:00,,,,hyperliquid,BTC,0.00375,278.41125,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74243.0,,2026-03-16T14:21:57.561398+00:00,,,,hyperliquid,BTC,0.00375,278.41125,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74240.0,,2026-03-16T14:13:27.374070+00:00,,,,hyperliquid,BTC,0.00375,278.4,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74240.0,,2026-03-16T14:13:27.391218+00:00,,,,hyperliquid,BTC,0.00375,278.4,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
