symbol,side,value,price,quantity,timestamp,order_type,avg_price,order_status,_exchange
BTC,LONG,14007.8254,73339.4,0.191,1773646505720,LIMIT,73624.6,FILLED,binance
BTC,LONG,2566.606,73331.6,0.035,1773646510153,LIMIT,73624.6,FILLED,binance
BTC,LONG,791.36,73273.9,1.08,1773646709594,,,,okx
BTC,LONG,366.73900000000003,73347.8,0.005,1773646498792,LIMIT,73637.8,FILLED,binance
BTC,LONG,146.6516,73325.8,0.002,1773646641564,LIMIT,73613.2,FILLED,binance
