symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address,exchange
,long,,73699.0,,2026-03-16T06:10:27.545520+00:00,hyperliquid,,,,BTC,0.02545,1875.63955,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xd13d96f7b6bb6dd3ad865e23f1265e5885f1069c,
,long,,73693.0,,2026-03-16T06:09:56.594286+00:00,hyperliquid,,,,BTC,0.02545,1875.48685,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0x13558be785661958932ceac35ba20de187275a42,
,long,,73693.0,,2026-03-16T06:09:56.628123+00:00,hyperliquid,,,,BTC,0.02545,1875.48685,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0x13558be785661958932ceac35ba20de187275a42,
,long,,73687.0,,2026-03-16T06:11:28.181917+00:00,hyperliquid,,,,BTC,0.02545,1875.3341500000001,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xc8264ebc379e26946e7d31ae4746c27182849755,
,long,,73687.0,,2026-03-16T06:11:29.295563+00:00,hyperliquid,,,,BTC,0.02545,1875.3341500000001,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xc8264ebc379e26946e7d31ae4746c27182849755,
,long,,73620.0,,2026-03-16T06:12:56.544058+00:00,hyperliquid,,,,BTC,0.02546,1874.3652,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xc8264ebc379e26946e7d31ae4746c27182849755,
,long,,73620.0,,2026-03-16T06:12:58.946325+00:00,hyperliquid,,,,BTC,0.02546,1874.3652,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xc8264ebc379e26946e7d31ae4746c27182849755,
,long,,73647.0,,2026-03-16T06:12:28.143941+00:00,hyperliquid,,,,BTC,0.02545,1874.31615,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0x4f965bea84add66023e7ef0458111a1a80e50bb7,
,long,,73647.0,,2026-03-16T06:12:29.258859+00:00,hyperliquid,,,,BTC,0.02545,1874.31615,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0x4f965bea84add66023e7ef0458111a1a80e50bb7,
,long,,73607.0,,2026-03-16T06:13:27.691993+00:00,hyperliquid,,,,BTC,0.02545,1873.29815,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xf8ed2360d4a1ef00f2e92c46f7f2586765eb35aa,
,long,,73607.0,,2026-03-16T06:13:28.686170+00:00,hyperliquid,,,,BTC,0.02545,1873.29815,0x8b800a3cedd06605d2ef8cb4ffeb44dac46fb060,0xf8ed2360d4a1ef00f2e92c46f7f2586765eb35aa,
BTC,LONG,1854.92,73317.1,2.53,1773641553064,okx,,,,,,,,,
BTC,LONG,1541.6625000000001,73412.5,0.021,1773641354211,binance,LIMIT,73706.9,FILLED,,,,,,
BTC,LONG,1541.66,73412.5,0.021,1773641354211,binance,,,,,,,,,binance
BTC,LONG,1053.62,73679.4,1.43,1773641540371,okx,,,,,,,,,
BTC,LONG,805.97,73269.8,0.011,1773641553944,bybit,,,,,,,,,
BTC,LONG,732.99,73298.5,1.0,1773641554099,okx,,,,,,,,,
BTC,LONG,659.47,73274.5,0.009,1773641553444,bybit,,,,,,,,,
BTC,LONG,659.39,73266.0,0.009,1773641553444,bybit,,,,,,,,,
,long,,73932.0,,2026-03-16T06:04:06.936245+00:00,hyperliquid,,,,BTC,0.00649,479.81868000000003,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xb668858ff53322d5511651a2cd92391eb5d60ee3,
,long,,73932.0,,2026-03-16T06:04:06.943218+00:00,hyperliquid,,,,BTC,0.00649,479.81868000000003,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xb668858ff53322d5511651a2cd92391eb5d60ee3,
,long,,73831.0,,2026-03-16T06:06:36.460527+00:00,hyperliquid,,,,BTC,0.00649,479.16319,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x4d969e59b312970cc07af266938a4433ccae0b4c,
,long,,73831.0,,2026-03-16T06:06:36.470459+00:00,hyperliquid,,,,BTC,0.00649,479.16319,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x4d969e59b312970cc07af266938a4433ccae0b4c,
,long,,73943.0,,2026-03-16T06:03:36.888600+00:00,hyperliquid,,,,BTC,0.00648,479.15063999999995,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xc8264ebc379e26946e7d31ae4746c27182849755,
,long,,73943.0,,2026-03-16T06:03:39.735983+00:00,hyperliquid,,,,BTC,0.00648,479.15063999999995,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xc8264ebc379e26946e7d31ae4746c27182849755,
,long,,73788.0,,2026-03-16T06:08:06.336885+00:00,hyperliquid,,,,BTC,0.00649,478.88412,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,73788.0,,2026-03-16T06:08:06.441098+00:00,hyperliquid,,,,BTC,0.00649,478.88412,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,73900.0,,2026-03-16T06:04:37.751786+00:00,hyperliquid,,,,BTC,0.00648,478.87199999999996,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x162cc7c861ebd0c06b3d72319201150482518185,
,long,,73900.0,,2026-03-16T06:04:38.802730+00:00,hyperliquid,,,,BTC,0.00648,478.87199999999996,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x162cc7c861ebd0c06b3d72319201150482518185,
,long,,73891.0,,2026-03-16T06:05:06.429296+00:00,hyperliquid,,,,BTC,0.00648,478.81368,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,73891.0,,2026-03-16T06:05:09.441768+00:00,hyperliquid,,,,BTC,0.00648,478.81368,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,73872.0,,2026-03-16T06:06:06.711966+00:00,hyperliquid,,,,BTC,0.00648,478.69055999999995,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,
,long,,73872.0,,2026-03-16T06:06:07.767863+00:00,hyperliquid,,,,BTC,0.00648,478.69055999999995,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,
,long,,73741.0,,2026-03-16T06:09:37.509941+00:00,hyperliquid,,,,BTC,0.00649,478.57909,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x4b5a4841e2f9317428c962b00e33750e1e87dd9a,
,long,,73741.0,,2026-03-16T06:09:37.525083+00:00,hyperliquid,,,,BTC,0.00649,478.57909,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x4b5a4841e2f9317428c962b00e33750e1e87dd9a,
,long,,73839.0,,2026-03-16T06:07:06.499985+00:00,hyperliquid,,,,BTC,0.00648,478.47672,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x1ffe2cb2ce6b4cc1f141f46639199c8feb7029b9,
,long,,73839.0,,2026-03-16T06:07:09.667590+00:00,hyperliquid,,,,BTC,0.00648,478.47672,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x1ffe2cb2ce6b4cc1f141f46639199c8feb7029b9,
,long,,73699.0,,2026-03-16T06:10:36.309979+00:00,hyperliquid,,,,BTC,0.00649,478.30651,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x2df8f8d2468f23885609b868d3c6398a1b16f43d,
,long,,73699.0,,2026-03-16T06:10:38.352714+00:00,hyperliquid,,,,BTC,0.00649,478.30651,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x2df8f8d2468f23885609b868d3c6398a1b16f43d,
,long,,73808.0,,2026-03-16T06:07:36.538836+00:00,hyperliquid,,,,BTC,0.00648,478.27583999999996,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x2df8f8d2468f23885609b868d3c6398a1b16f43d,
,long,,73808.0,,2026-03-16T06:07:36.543196+00:00,hyperliquid,,,,BTC,0.00648,478.27583999999996,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x2df8f8d2468f23885609b868d3c6398a1b16f43d,
,long,,73795.0,,2026-03-16T06:08:36.375864+00:00,hyperliquid,,,,BTC,0.00648,478.1916,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,
,long,,73795.0,,2026-03-16T06:08:37.943391+00:00,hyperliquid,,,,BTC,0.00648,478.1916,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,
,long,,73740.0,,2026-03-16T06:09:06.379056+00:00,hyperliquid,,,,BTC,0.00648,477.8352,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xaf2ac71f62f341e5823d6985492409e92c940447,
,long,,73740.0,,2026-03-16T06:09:06.408526+00:00,hyperliquid,,,,BTC,0.00648,477.8352,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xaf2ac71f62f341e5823d6985492409e92c940447,
,long,,73687.0,,2026-03-16T06:11:06.642787+00:00,hyperliquid,,,,BTC,0.00648,477.49176,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x2cb562384765bea1612ceb60007e315f904fbe86,
,long,,73687.0,,2026-03-16T06:11:06.669188+00:00,hyperliquid,,,,BTC,0.00648,477.49176,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x2cb562384765bea1612ceb60007e315f904fbe86,
,long,,73685.0,,2026-03-16T06:11:37.221490+00:00,hyperliquid,,,,BTC,0.00648,477.4788,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xce7164b7ba9bc64b5a8624c90def60accfdfb1b6,
,long,,73685.0,,2026-03-16T06:11:39.538132+00:00,hyperliquid,,,,BTC,0.00648,477.4788,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xce7164b7ba9bc64b5a8624c90def60accfdfb1b6,
,long,,73626.0,,2026-03-16T06:13:07.533683+00:00,hyperliquid,,,,BTC,0.00648,477.09648,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,
,long,,73626.0,,2026-03-16T06:13:07.552505+00:00,hyperliquid,,,,BTC,0.00648,477.09648,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,
,long,,73593.0,,2026-03-16T06:12:36.869857+00:00,hyperliquid,,,,BTC,0.00648,476.88264,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,
,long,,73593.0,,2026-03-16T06:12:36.895583+00:00,hyperliquid,,,,BTC,0.00648,476.88264,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,
,long,,73848.0,,2026-03-16T06:06:55.407968+00:00,hyperliquid,,,,BTC,0.00611,451.21128,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xaf2ac71f62f341e5823d6985492409e92c940447,
,long,,73848.0,,2026-03-16T06:06:55.758617+00:00,hyperliquid,,,,BTC,0.00611,451.21128,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xaf2ac71f62f341e5823d6985492409e92c940447,
,long,,73715.0,,2026-03-16T06:10:08.442822+00:00,hyperliquid,,,,BTC,0.00604,445.2386,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,
,long,,73715.0,,2026-03-16T06:10:10.651017+00:00,hyperliquid,,,,BTC,0.00604,445.2386,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,
,long,,73895.0,,2026-03-16T06:05:37.039674+00:00,hyperliquid,,,,BTC,0.00599,442.63104999999996,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x1dd42abe19424cb6335250c7737c1a48e09fa4da,
,long,,73895.0,,2026-03-16T06:05:38.115556+00:00,hyperliquid,,,,BTC,0.00599,442.63104999999996,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0x1dd42abe19424cb6335250c7737c1a48e09fa4da,
BTC,LONG,439.86,73309.6,0.006,1773641531444,bybit,,,,,,,,,
,long,,73687.0,,2026-03-16T06:12:08.093814+00:00,hyperliquid,,,,BTC,0.00585,431.06895000000003,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xffc3f687ec973070f01cc06c447763cf520b20e0,
,long,,73687.0,,2026-03-16T06:12:08.483806+00:00,hyperliquid,,,,BTC,0.00585,431.06895000000003,0x06d5af06a3a7d29909e1cdc7a9deded2fb14ab57,0xffc3f687ec973070f01cc06c447763cf520b20e0,
,long,,73647.0,,2026-03-16T06:12:25.192593+00:00,hyperliquid,,,,BTC,0.00572,421.26084000000003,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x4d969e59b312970cc07af266938a4433ccae0b4c,
,long,,73647.0,,2026-03-16T06:12:28.142875+00:00,hyperliquid,,,,BTC,0.00572,421.26084000000003,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x4d969e59b312970cc07af266938a4433ccae0b4c,
,long,,73687.0,,2026-03-16T06:11:54.379639+00:00,hyperliquid,,,,BTC,0.00558,411.17346,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xffc3f687ec973070f01cc06c447763cf520b20e0,
,long,,73687.0,,2026-03-16T06:11:54.912335+00:00,hyperliquid,,,,BTC,0.00558,411.17346,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xffc3f687ec973070f01cc06c447763cf520b20e0,
,long,,73900.0,,2026-03-16T06:05:54.478113+00:00,hyperliquid,,,,BTC,0.00543,401.277,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa62b923a112d50d03e1e096bbd53422490dac104,
,long,,73900.0,,2026-03-16T06:05:54.803533+00:00,hyperliquid,,,,BTC,0.00543,401.277,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa62b923a112d50d03e1e096bbd53422490dac104,
,long,,73885.0,,2026-03-16T06:05:24.335557+00:00,hyperliquid,,,,BTC,0.00518,382.72429999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,
,long,,73885.0,,2026-03-16T06:05:24.501584+00:00,hyperliquid,,,,BTC,0.00518,382.72429999999997,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,
,long,,73881.0,,2026-03-16T06:04:55.583007+00:00,hyperliquid,,,,BTC,0.00503,371.62143,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x2688d3ab9d031e11a0bd4c0fc31e35b4274a23f2,
,long,,73881.0,,2026-03-16T06:04:55.758311+00:00,hyperliquid,,,,BTC,0.00503,371.62143,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x2688d3ab9d031e11a0bd4c0fc31e35b4274a23f2,
,long,,73916.0,,2026-03-16T06:03:54.484507+00:00,hyperliquid,,,,BTC,0.00488,360.71008,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xd3943e40080322c21c65d94966d4212331302c92,
,long,,73916.0,,2026-03-16T06:03:54.523459+00:00,hyperliquid,,,,BTC,0.00488,360.71008,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xd3943e40080322c21c65d94966d4212331302c92,
,long,,73698.0,,2026-03-16T06:10:55.224228+00:00,hyperliquid,,,,BTC,0.00488,359.64624,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xb3a38662575bdf1541013ce987934dba919851ea,
,long,,73698.0,,2026-03-16T06:10:55.769875+00:00,hyperliquid,,,,BTC,0.00488,359.64624,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xb3a38662575bdf1541013ce987934dba919851ea,
,long,,73871.0,,2026-03-16T06:06:25.508366+00:00,hyperliquid,,,,BTC,0.00464,342.76144,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,73871.0,,2026-03-16T06:06:25.788015+00:00,hyperliquid,,,,BTC,0.00464,342.76144,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,73817.0,,2026-03-16T06:07:24.397391+00:00,hyperliquid,,,,BTC,0.00459,338.82003000000003,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xd47587702a91731dc1089b5db0932cf820151a91,
,long,,73817.0,,2026-03-16T06:07:24.399073+00:00,hyperliquid,,,,BTC,0.00459,338.82003000000003,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xd47587702a91731dc1089b5db0932cf820151a91,
,long,,73882.0,,2026-03-16T06:04:25.202034+00:00,hyperliquid,,,,BTC,0.00449,331.73018,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,
,long,,73882.0,,2026-03-16T06:04:25.268839+00:00,hyperliquid,,,,BTC,0.00449,331.73018,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,
,long,,73687.0,,2026-03-16T06:11:25.074277+00:00,hyperliquid,,,,BTC,0.00449,330.85463,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xd42b99276ac2ac770441c9ff7d7b6fd2053ebee5,
,long,,73687.0,,2026-03-16T06:11:28.181237+00:00,hyperliquid,,,,BTC,0.00449,330.85463,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xd42b99276ac2ac770441c9ff7d7b6fd2053ebee5,
,long,,73813.0,,2026-03-16T06:08:26.090720+00:00,hyperliquid,,,,BTC,0.00434,320.34842000000003,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x023a3d058020fb76cca98f01b3c48c8938a22355,
,long,,73813.0,,2026-03-16T06:08:26.697455+00:00,hyperliquid,,,,BTC,0.00434,320.34842000000003,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x023a3d058020fb76cca98f01b3c48c8938a22355,
,long,,73620.0,,2026-03-16T06:12:54.512905+00:00,hyperliquid,,,,BTC,0.00419,308.4678,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa62b923a112d50d03e1e096bbd53422490dac104,
,long,,73620.0,,2026-03-16T06:12:54.584437+00:00,hyperliquid,,,,BTC,0.00419,308.4678,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xa62b923a112d50d03e1e096bbd53422490dac104,
,long,,73740.0,,2026-03-16T06:10:24.627482+00:00,hyperliquid,,,,BTC,0.00414,305.2836,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,
,long,,73740.0,,2026-03-16T06:10:25.243550+00:00,hyperliquid,,,,BTC,0.00414,305.2836,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,
BTC,LONG,293.2,73299.9,0.004,1773641543445,bybit,,,,,,,,,
,long,,73891.0,,2026-03-16T06:05:37.036351+00:00,hyperliquid,,,,BTC,0.00392,289.65272,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xbe8947395fb34cec6b15d262528ae21072ba66ae,
,long,,73891.0,,2026-03-16T06:05:38.111851+00:00,hyperliquid,,,,BTC,0.00392,289.65272,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xbe8947395fb34cec6b15d262528ae21072ba66ae,
,long,,73788.0,,2026-03-16T06:08:05.646900+00:00,hyperliquid,,,,BTC,0.00392,289.24896,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,73788.0,,2026-03-16T06:08:05.823187+00:00,hyperliquid,,,,BTC,0.00392,289.24896,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,
,long,,73932.0,,2026-03-16T06:04:05.404137+00:00,hyperliquid,,,,BTC,0.00391,289.07412,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xc8264ebc379e26946e7d31ae4746c27182849755,
,long,,73932.0,,2026-03-16T06:04:05.411105+00:00,hyperliquid,,,,BTC,0.00391,289.07412,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xc8264ebc379e26946e7d31ae4746c27182849755,
,long,,73900.0,,2026-03-16T06:04:35.341132+00:00,hyperliquid,,,,BTC,0.00391,288.949,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x162cc7c861ebd0c06b3d72319201150482518185,
,long,,73900.0,,2026-03-16T06:04:37.750194+00:00,hyperliquid,,,,BTC,0.00391,288.949,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x162cc7c861ebd0c06b3d72319201150482518185,
,long,,73891.0,,2026-03-16T06:05:05.491105+00:00,hyperliquid,,,,BTC,0.00391,288.91381,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d,
,long,,73891.0,,2026-03-16T06:05:08.411163+00:00,hyperliquid,,,,BTC,0.00391,288.91381,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x09bc1cf4d9f0b59e1425a8fde4d4b1f7d3c9410d,
,long,,73699.0,,2026-03-16T06:10:36.193176+00:00,hyperliquid,,,,BTC,0.00392,288.90008,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x2df8f8d2468f23885609b868d3c6398a1b16f43d,
,long,,73699.0,,2026-03-16T06:10:38.351395+00:00,hyperliquid,,,,BTC,0.00392,288.90008,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x2df8f8d2468f23885609b868d3c6398a1b16f43d,
,long,,73875.0,,2026-03-16T06:06:06.708687+00:00,hyperliquid,,,,BTC,0.00391,288.85125,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,
,long,,73875.0,,2026-03-16T06:06:07.765686+00:00,hyperliquid,,,,BTC,0.00391,288.85125,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,
,long,,73846.0,,2026-03-16T06:06:35.525774+00:00,hyperliquid,,,,BTC,0.00391,288.73786,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xb3a38662575bdf1541013ce987934dba919851ea,
,long,,73846.0,,2026-03-16T06:06:36.349899+00:00,hyperliquid,,,,BTC,0.00391,288.73786,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xb3a38662575bdf1541013ce987934dba919851ea,
,long,,73626.0,,2026-03-16T06:13:05.520271+00:00,hyperliquid,,,,BTC,0.00392,288.61392,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,
,long,,73626.0,,2026-03-16T06:13:07.531789+00:00,hyperliquid,,,,BTC,0.00392,288.61392,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,
,long,,73808.0,,2026-03-16T06:07:35.369017+00:00,hyperliquid,,,,BTC,0.00391,288.58928000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,
,long,,73808.0,,2026-03-16T06:07:35.760577+00:00,hyperliquid,,,,BTC,0.00391,288.58928000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,
,long,,73795.0,,2026-03-16T06:08:35.584082+00:00,hyperliquid,,,,BTC,0.00391,288.53845,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,
,long,,73795.0,,2026-03-16T06:08:35.911170+00:00,hyperliquid,,,,BTC,0.00391,288.53845,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,
,long,,73741.0,,2026-03-16T06:09:35.377706+00:00,hyperliquid,,,,BTC,0.00391,288.32731,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x4b5a4841e2f9317428c962b00e33750e1e87dd9a,
,long,,73741.0,,2026-03-16T06:09:35.392911+00:00,hyperliquid,,,,BTC,0.00391,288.32731,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x4b5a4841e2f9317428c962b00e33750e1e87dd9a,
