exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
hyperliquid,BTC,SHORT,22410.2,72256.0,0.31015,1773612219734,hyperliquid,,,
hyperliquid,BTC,SHORT,15162.92,72256.0,0.20985,1773612219734,hyperliquid,,,
,BTC,LONG,14198.3226,71708.7,0.198,1773612394210,binance,LIMIT,71982.1,FILLED
hyperliquid,BTC,SHORT,13114.46,72256.0,0.1815,1773612219734,hyperliquid,,,
hyperliquid,BTC,SHORT,12958.39,72256.0,0.17934,1773612219734,hyperliquid,,,
hyperliquid,BTC,SHORT,12152.74,72256.0,0.16819,1773612219734,hyperliquid,,,
hyperliquid,BTC,SHORT,8526.21,72256.0,0.118,1773612219734,hyperliquid,,,
hyperliquid,BTC,SHORT,7499.45,72256.0,0.10379,1773612219734,hyperliquid,,,
hyperliquid,BTC,SHORT,7499.45,72256.0,0.10379,1773612219734,hyperliquid,,,
hyperliquid,BTC,SHORT,5950.28,72256.0,0.08235,1773612219734,hyperliquid,,,
hyperliquid,BTC,SHORT,5320.21,72256.0,0.07363,1773612219734,hyperliquid,,,
,BTC,SHORT,5151.653499999999,72558.5,0.071,1773612217446,binance,LIMIT,72274.5,FILLED
binance,BTC,SHORT,5151.65,72558.5,0.071,1773612217446,binance,,,
hyperliquid,BTC,SHORT,5015.29,72256.0,0.06941,1773612219734,hyperliquid,,,
,BTC,SHORT,580.5328000000001,72566.6,0.008,1773612219319,binance,LIMIT,72260.1,FILLED
binance,BTC,SHORT,580.53,72566.6,0.008,1773612219319,binance,,,
,BTC,LONG,429.74,71623.4,0.006,1773612394444,bybit,,,
,BTC,LONG,215.0856,71695.2,0.003,1773612395606,binance,LIMIT,71982.1,FILLED
