symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
BTC,LONG,8472.3,71195.8,0.119,1773604708945,bybit,,,,,
,long,,71519.0,,2026-03-15T19:59:03.524337+00:00,hyperliquid,BTC,0.03226,2307.2029399999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d
,long,,71519.0,,2026-03-15T19:59:03.619883+00:00,hyperliquid,BTC,0.03226,2307.2029399999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d
,long,,71516.0,,2026-03-15T19:59:33.468701+00:00,hyperliquid,BTC,0.03226,2307.10616,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xd72cfd2424e26ba32e46b7b2aff95eff34247a71
,long,,71516.0,,2026-03-15T19:59:33.521559+00:00,hyperliquid,BTC,0.03226,2307.10616,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xd72cfd2424e26ba32e46b7b2aff95eff34247a71
,long,,71516.0,,2026-03-15T20:00:03.369254+00:00,hyperliquid,BTC,0.03226,2307.10616,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b
,long,,71516.0,,2026-03-15T20:00:03.395790+00:00,hyperliquid,BTC,0.03226,2307.10616,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b
,long,,71510.0,,2026-03-15T19:58:03.438542+00:00,hyperliquid,BTC,0.03226,2306.9125999999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e
,long,,71510.0,,2026-03-15T19:58:03.477119+00:00,hyperliquid,BTC,0.03226,2306.9125999999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e
,long,,71501.0,,2026-03-15T20:00:33.451915+00:00,hyperliquid,BTC,0.03226,2306.6222599999996,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760
,long,,71501.0,,2026-03-15T20:00:33.470408+00:00,hyperliquid,BTC,0.03226,2306.6222599999996,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760
,long,,71516.0,,2026-03-15T19:58:33.317387+00:00,hyperliquid,BTC,0.03225,2306.391,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x177019594ba3913d416ab1a8f3e5527d4c2b2837
,long,,71516.0,,2026-03-15T19:58:33.340013+00:00,hyperliquid,BTC,0.03225,2306.391,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x177019594ba3913d416ab1a8f3e5527d4c2b2837
,long,,71488.0,,2026-03-15T19:54:33.407312+00:00,hyperliquid,BTC,0.03226,2306.20288,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,71488.0,,2026-03-15T19:54:33.777400+00:00,hyperliquid,BTC,0.03226,2306.20288,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,71488.0,,2026-03-15T20:01:33.294638+00:00,hyperliquid,BTC,0.03226,2306.20288,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,71488.0,,2026-03-15T20:01:34.358526+00:00,hyperliquid,BTC,0.03226,2306.20288,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,71482.0,,2026-03-15T19:57:03.345329+00:00,hyperliquid,BTC,0.03226,2306.0093199999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc
,long,,71482.0,,2026-03-15T19:57:03.378892+00:00,hyperliquid,BTC,0.03226,2306.0093199999997,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc
,long,,71478.0,,2026-03-15T19:55:33.307800+00:00,hyperliquid,BTC,0.03226,2305.88028,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x2688d3ab9d031e11a0bd4c0fc31e35b4274a23f2
,long,,71478.0,,2026-03-15T19:55:33.331577+00:00,hyperliquid,BTC,0.03226,2305.88028,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x2688d3ab9d031e11a0bd4c0fc31e35b4274a23f2
,long,,71476.0,,2026-03-15T19:55:03.588863+00:00,hyperliquid,BTC,0.03226,2305.81576,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x7d65ea6c187d6219ab6a1335cd2fe09f12e818fa
,long,,71476.0,,2026-03-15T19:55:04.103112+00:00,hyperliquid,BTC,0.03226,2305.81576,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x7d65ea6c187d6219ab6a1335cd2fe09f12e818fa
,long,,71487.0,,2026-03-15T20:01:03.319359+00:00,hyperliquid,BTC,0.03225,2305.45575,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xb3a38662575bdf1541013ce987934dba919851ea
,long,,71487.0,,2026-03-15T20:01:03.377842+00:00,hyperliquid,BTC,0.03225,2305.45575,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xb3a38662575bdf1541013ce987934dba919851ea
,long,,71464.0,,2026-03-15T19:53:03.347988+00:00,hyperliquid,BTC,0.03226,2305.4286399999996,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015
,long,,71464.0,,2026-03-15T19:53:03.443112+00:00,hyperliquid,BTC,0.03226,2305.4286399999996,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015
,long,,71475.0,,2026-03-15T19:56:03.521684+00:00,hyperliquid,BTC,0.03225,2305.06875,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x4d969e59b312970cc07af266938a4433ccae0b4c
,long,,71475.0,,2026-03-15T19:56:05.375026+00:00,hyperliquid,BTC,0.03225,2305.06875,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x4d969e59b312970cc07af266938a4433ccae0b4c
,long,,71464.0,,2026-03-15T19:54:05.147249+00:00,hyperliquid,BTC,0.03209,2293.27976,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc
,long,,71464.0,,2026-03-15T19:54:07.354518+00:00,hyperliquid,BTC,0.03209,2293.27976,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc
,long,,71515.0,,2026-03-15T19:57:34.076280+00:00,hyperliquid,BTC,0.03169,2266.31035,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,71515.0,,2026-03-15T19:57:34.112907+00:00,hyperliquid,BTC,0.03169,2266.31035,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,71454.0,,2026-03-15T19:53:33.819658+00:00,hyperliquid,BTC,0.02908,2077.88232,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,71454.0,,2026-03-15T19:53:33.826669+00:00,hyperliquid,BTC,0.02908,2077.88232,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00
,long,,71475.0,,2026-03-15T19:52:00.977307+00:00,hyperliquid,BTC,0.0265,1894.0874999999999,0x504f4f997a233873949ab352051ea3ffabd10b7e,0xa1d22621c9b077ce4ac468908114a82b2de4a8db
,long,,71468.0,,2026-03-15T19:52:33.468340+00:00,hyperliquid,BTC,0.02615,1868.8881999999999,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90
,long,,71468.0,,2026-03-15T19:52:33.481191+00:00,hyperliquid,BTC,0.02615,1868.8881999999999,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90
BTC,LONG,1473.11,71510.1,2.06,1773604667853,okx,,,,,
,long,,71481.0,,2026-03-15T19:56:33.647328+00:00,hyperliquid,BTC,0.02046,1462.50126,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x67cd5c1c4548c7ec1a20fadefca19ad42e6230da
,long,,71481.0,,2026-03-15T19:56:33.680409+00:00,hyperliquid,BTC,0.02046,1462.50126,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x67cd5c1c4548c7ec1a20fadefca19ad42e6230da
,long,,71475.0,,2026-03-15T19:52:03.289002+00:00,hyperliquid,BTC,0.01729,1235.80275,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x4d969e59b312970cc07af266938a4433ccae0b4c
,long,,71475.0,,2026-03-15T19:52:03.336795+00:00,hyperliquid,BTC,0.01729,1235.80275,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x4d969e59b312970cc07af266938a4433ccae0b4c
,long,,71475.0,,2026-03-15T19:52:03.288232+00:00,hyperliquid,BTC,0.01497,1069.98075,0x504f4f997a233873949ab352051ea3ffabd10b7e,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d
