timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-16T05:46:28.264000,BTC,short,0.44867,74011.0,33206.52,0xc05ce9ac...,-1418.52,hyperliquid,,,,,,,
1773639988264,,SHORT,,74011.0,,,,hyperliquid,hyperliquid,BTC,33206.52,0.44867,,,
2026-03-16T05:46:28.264000,BTC,short,0.34797,74011.0,25753.61,0xc05ce9ac...,-1100.14,hyperliquid,,,,,,,
1773639988264,,SHORT,,74011.0,,,,hyperliquid,hyperliquid,BTC,25753.61,0.34797,,,
1773639840775,,SHORT,,74366.7,,,,binance,,BTC,6246.8028,0.084,LIMIT,74070.1,FILLED
1773639840775,,SHORT,,74366.7,,,,binance,binance,BTC,6246.8,0.084,,,
2026-03-16T05:46:28.264000,BTC,short,0.0502,74011.0,3715.35,0xc05ce9ac...,-158.71,hyperliquid,,,,,,,
1773639988264,,SHORT,,74011.0,,,,hyperliquid,hyperliquid,BTC,3715.35,0.0502,,,
1773639834379,,SHORT,,74360.7,,,,binance,,BTC,2156.4603,0.029,LIMIT,74070.1,FILLED
1773639834379,,SHORT,,74360.7,,,,binance,binance,BTC,2156.46,0.029,,,
2026-03-16T05:47:25.103000,BTC,short,0.00705,74034.0,521.94,0x9826ebed...,-12.73,hyperliquid,,,,,,,
1773640045103,,SHORT,,74034.0,,,,hyperliquid,hyperliquid,BTC,521.94,0.00705,,,
