exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
bybit,BTC,LONG,366498.0,73299.6,5.0,1773641543969,bybit,,,
,BTC,LONG,27035.39,73405.9,36.83,1773641394946,okx,,,
,BTC,LONG,21770.87,73302.6,0.297,1773641541444,bybit,,,
okx,BTC,LONG,12723.16,73629.4,17.28,1773641552338,okx,,,
okx,BTC,LONG,8994.55,73365.0,12.26,1773641543162,okx,,,
,BTC,LONG,8288.5,73349.6,0.113,1773641352444,bybit,,,
,BTC,LONG,6304.45,73307.6,0.086,1773641536444,bybit,,,
,BTC,LONG,6238.24,73391.0,0.085,1773641327944,bybit,,,
,BTC,LONG,6163.88,73379.5,0.084,1773641327944,bybit,,,
,BTC,LONG,5505.42,73405.6,0.075,1773641395098,binance,LIMIT,73687.7,FILLED
,BTC,LONG,3708.51,73435.8,5.05,1773641329416,okx,,,
,BTC,LONG,3458.45,73741.0,4.69,1773641328175,okx,,,
,BTC,LONG,2862.56,73398.9,0.039,1773641263943,bybit,,,
,BTC,LONG,2740.26,73465.5,3.73,1773641327217,okx,,,
,BTC,LONG,1541.6625000000001,73412.5,0.021,1773641354211,binance,LIMIT,73706.9,FILLED
binance,BTC,LONG,1541.66,73412.5,0.021,1773641354211,binance,,,
okx,BTC,LONG,1053.62,73679.4,1.43,1773641540371,okx,,,
,BTC,LONG,439.86,73309.6,0.006,1773641531444,bybit,,,
bybit,BTC,LONG,293.2,73299.9,0.004,1773641543445,bybit,,,
,BTC,LONG,146.873,73436.5,0.002,1773641331580,binance,LIMIT,73720.0,FILLED
binance,BTC,LONG,146.87,73436.5,0.002,1773641331580,binance,,,
,BTC,LONG,139.5,73420.8,0.19,1773641352328,okx,,,
okx,BTC,LONG,95.41,73390.8,0.13,1773641533492,okx,,,
okx,BTC,LONG,80.71,73375.1,0.11,1773641542867,okx,,,
,BTC,LONG,73.7,73700.3,0.1,1773641395088,okx,,,
,BTC,LONG,73.34,73336.3,0.001,1773641353963,bybit,,,
bybit,BTC,LONG,73.24,73244.8,0.001,1773641553444,bybit,,,
okx,BTC,LONG,66.05,73383.4,0.09,1773641541338,okx,,,
