exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
binance,BTC,LONG,14852.88,73166.9,0.203,1773662839110,binance,,,,,
,,short,,73627.0,,2026-03-16T12:04:50.815111+00:00,hyperliquid,BTC,0.0041,301.8707,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73627.0,,2026-03-16T12:04:53.020288+00:00,hyperliquid,BTC,0.0041,301.8707,0xb668858ff53322d5511651a2cd92391eb5d60ee3,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73617.0,,2026-03-16T12:05:20.552357+00:00,hyperliquid,BTC,0.0041,301.8297,0x2ca4927174ba283d8a57f60ef3589844035a2930,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73617.0,,2026-03-16T12:05:20.562986+00:00,hyperliquid,BTC,0.0041,301.8297,0x2ca4927174ba283d8a57f60ef3589844035a2930,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73614.0,,2026-03-16T12:06:21.411826+00:00,hyperliquid,BTC,0.0041,301.8174,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73614.0,,2026-03-16T12:06:21.489355+00:00,hyperliquid,BTC,0.0041,301.8174,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73609.0,,2026-03-16T12:05:51.490798+00:00,hyperliquid,BTC,0.0041,301.79690000000005,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73609.0,,2026-03-16T12:05:51.494190+00:00,hyperliquid,BTC,0.0041,301.79690000000005,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73584.0,,2026-03-16T12:02:49.397263+00:00,hyperliquid,BTC,0.0041,301.69440000000003,0xbc9c5ff3640a3e0edf767706bbdf8d7403fff632,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73584.0,,2026-03-16T12:02:51.600376+00:00,hyperliquid,BTC,0.0041,301.69440000000003,0xbc9c5ff3640a3e0edf767706bbdf8d7403fff632,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73581.0,,2026-03-16T12:01:50.847080+00:00,hyperliquid,BTC,0.0041,301.68210000000005,0xd74da9d828888f0b128c292b0ad5a5aca43e5e32,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73581.0,,2026-03-16T12:01:50.850532+00:00,hyperliquid,BTC,0.0041,301.68210000000005,0xd74da9d828888f0b128c292b0ad5a5aca43e5e32,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73574.0,,2026-03-16T12:02:19.429366+00:00,hyperliquid,BTC,0.0041,301.65340000000003,0xf8c5362479968e9b9643c9f3b93fbaf3db008acd,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73574.0,,2026-03-16T12:02:21.614244+00:00,hyperliquid,BTC,0.0041,301.65340000000003,0xf8c5362479968e9b9643c9f3b93fbaf3db008acd,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73554.0,,2026-03-16T12:03:19.963752+00:00,hyperliquid,BTC,0.0041,301.57140000000004,0x7e698eea0709e4a0dbbd790fc493d60691801157,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73554.0,,2026-03-16T12:03:22.081958+00:00,hyperliquid,BTC,0.0041,301.57140000000004,0x7e698eea0709e4a0dbbd790fc493d60691801157,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73543.0,,2026-03-16T12:06:49.973875+00:00,hyperliquid,BTC,0.0041,301.52630000000005,0xf8c5362479968e9b9643c9f3b93fbaf3db008acd,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73543.0,,2026-03-16T12:06:50.010820+00:00,hyperliquid,BTC,0.0041,301.52630000000005,0xf8c5362479968e9b9643c9f3b93fbaf3db008acd,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73541.0,,2026-03-16T12:10:49.533757+00:00,hyperliquid,BTC,0.0041,301.5181,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73541.0,,2026-03-16T12:10:49.541374+00:00,hyperliquid,BTC,0.0041,301.5181,0x0b1ace05eb9ef1c3a1951b763700ecad24f27741,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73525.0,,2026-03-16T12:09:50.970816+00:00,hyperliquid,BTC,0.0041,301.45250000000004,0x49dfb8ddbd3ba96c0699a3f120e71f2516c345d8,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73525.0,,2026-03-16T12:09:51.010430+00:00,hyperliquid,BTC,0.0041,301.45250000000004,0x49dfb8ddbd3ba96c0699a3f120e71f2516c345d8,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73524.0,,2026-03-16T12:00:51.331968+00:00,hyperliquid,BTC,0.0041,301.44840000000005,0x0fd468a73084daa6ea77a9261e40fdec3e67e0c7,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73524.0,,2026-03-16T12:00:51.339117+00:00,hyperliquid,BTC,0.0041,301.44840000000005,0x0fd468a73084daa6ea77a9261e40fdec3e67e0c7,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73499.0,,2026-03-16T12:07:51.183511+00:00,hyperliquid,BTC,0.0041,301.34590000000003,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73499.0,,2026-03-16T12:07:51.231543+00:00,hyperliquid,BTC,0.0041,301.34590000000003,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73497.0,,2026-03-16T12:09:21.208051+00:00,hyperliquid,BTC,0.0041,301.33770000000004,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73497.0,,2026-03-16T12:09:21.359870+00:00,hyperliquid,BTC,0.0041,301.33770000000004,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
,,short,,73489.0,,2026-03-16T12:08:19.680218+00:00,hyperliquid,BTC,0.0041,301.30490000000003,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,0xad68fabb1bec8b08c8080ad165ae5bdec64136d6
