timestamp,coin,side,size,price,value_usd,liquidated_address,liquidator_address,_exchange
2026-03-15T16:39:12.108715+00:00,BTC,short,0.00223,71441.0,159.31343,0x8f3495ac4f822cec25ae94d7aba1eeafdfb301c7,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:39:12.697071+00:00,BTC,short,0.00223,71441.0,159.31343,0x8f3495ac4f822cec25ae94d7aba1eeafdfb301c7,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:40:41.445957+00:00,BTC,short,0.00223,71428.0,159.28444000000002,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:40:41.458259+00:00,BTC,short,0.00223,71428.0,159.28444000000002,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:41:41.532152+00:00,BTC,short,0.00223,71412.0,159.24876,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:41:41.574326+00:00,BTC,short,0.00223,71412.0,159.24876,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:45:11.268809+00:00,BTC,short,0.00223,71411.0,159.24653,0x2dde8c9b7fd681b0af29975e6e2e7ca2c934958c,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:45:11.283894+00:00,BTC,short,0.00223,71411.0,159.24653,0x2dde8c9b7fd681b0af29975e6e2e7ca2c934958c,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:42:41.809132+00:00,BTC,short,0.00223,71407.0,159.23761000000002,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:42:42.886278+00:00,BTC,short,0.00223,71407.0,159.23761000000002,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:44:11.537455+00:00,BTC,short,0.00223,71407.0,159.23761000000002,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:44:12.181173+00:00,BTC,short,0.00223,71407.0,159.23761000000002,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:46:11.340563+00:00,BTC,short,0.00223,71402.0,159.22646,0x023a3d058020fb76cca98f01b3c48c8938a22355,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:46:13.301646+00:00,BTC,short,0.00223,71402.0,159.22646,0x023a3d058020fb76cca98f01b3c48c8938a22355,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:38:11.901023+00:00,BTC,short,0.00223,71399.0,159.21977,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:38:11.969979+00:00,BTC,short,0.00223,71399.0,159.21977,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:47:11.479229+00:00,BTC,short,0.00223,71399.0,159.21977,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:47:11.482759+00:00,BTC,short,0.00223,71399.0,159.21977,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:38:42.137130+00:00,BTC,short,0.00222,71422.0,158.55684000000002,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:38:42.244862+00:00,BTC,short,0.00222,71422.0,158.55684000000002,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:39:41.301934+00:00,BTC,short,0.00222,71422.0,158.55684000000002,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:39:43.046021+00:00,BTC,short,0.00222,71422.0,158.55684000000002,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:40:13.060187+00:00,BTC,short,0.00222,71412.0,158.53464000000002,0x023a3d058020fb76cca98f01b3c48c8938a22355,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:40:13.071725+00:00,BTC,short,0.00222,71412.0,158.53464000000002,0x023a3d058020fb76cca98f01b3c48c8938a22355,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:45:42.948018+00:00,BTC,short,0.00222,71411.0,158.53242,0x2dde8c9b7fd681b0af29975e6e2e7ca2c934958c,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:45:44.998496+00:00,BTC,short,0.00222,71411.0,158.53242,0x2dde8c9b7fd681b0af29975e6e2e7ca2c934958c,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:42:11.760297+00:00,BTC,short,0.00222,71407.0,158.52354000000003,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:42:13.640397+00:00,BTC,short,0.00222,71407.0,158.52354000000003,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:43:11.575744+00:00,BTC,short,0.00222,71407.0,158.52354000000003,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:43:12.139296+00:00,BTC,short,0.00222,71407.0,158.52354000000003,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:43:41.354434+00:00,BTC,short,0.00222,71407.0,158.52354000000003,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:43:41.542857+00:00,BTC,short,0.00222,71407.0,158.52354000000003,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:44:41.920937+00:00,BTC,short,0.00222,71405.0,158.5191,0x4009fb3a7907de2e81166eb04ae270b1a2f13f61,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:44:41.931455+00:00,BTC,short,0.00222,71405.0,158.5191,0x4009fb3a7907de2e81166eb04ae270b1a2f13f61,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:46:41.403968+00:00,BTC,short,0.00222,71402.0,158.51244000000003,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:46:42.381210+00:00,BTC,short,0.00222,71402.0,158.51244000000003,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:47:41.354728+00:00,BTC,short,0.00222,71399.0,158.50578000000002,0x177019594ba3913d416ab1a8f3e5527d4c2b2837,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:47:41.586668+00:00,BTC,short,0.00222,71399.0,158.50578000000002,0x177019594ba3913d416ab1a8f3e5527d4c2b2837,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:41:11.731828+00:00,BTC,short,0.00191,71414.0,136.40074,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:41:12.094189+00:00,BTC,short,0.00191,71414.0,136.40074,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x77544b6c1fc3f076871456831ac602b0b4509a3c,hyperliquid
2026-03-15T16:38:54.943998+00:00,BTC,short,0.00099,71426.0,70.71174,0xb3a38662575bdf1541013ce987934dba919851ea,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:38:55.938002+00:00,BTC,short,0.00099,71426.0,70.71174,0xb3a38662575bdf1541013ce987934dba919851ea,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:44:23.366772+00:00,BTC,short,0.00098,71405.0,69.9769,0x4009fb3a7907de2e81166eb04ae270b1a2f13f61,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:44:23.401040+00:00,BTC,short,0.00098,71405.0,69.9769,0x4009fb3a7907de2e81166eb04ae270b1a2f13f61,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:46:53.979167+00:00,BTC,short,0.00097,71401.0,69.25897,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:46:53.996246+00:00,BTC,short,0.00097,71401.0,69.25897,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:40:53.452915+00:00,BTC,short,0.00094,71436.0,67.14984,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:40:53.571888+00:00,BTC,short,0.00094,71436.0,67.14984,0x14ecb8b25e270b31cc270e3dd3ee220dd5dce16e,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:41:53.357179+00:00,BTC,short,0.00093,71412.0,66.41316,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:41:53.366718+00:00,BTC,short,0.00093,71412.0,66.41316,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:42:23.736137+00:00,BTC,short,0.0009,71407.0,64.2663,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:42:25.836328+00:00,BTC,short,0.0009,71407.0,64.2663,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
2026-03-15T16:39:24.723586+00:00,BTC,short,0.00084,71427.0,59.99868,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,0x266d7383cc3ef064ff2a7d65625c015cf610e8f0,hyperliquid
