timestamp,coin,side,size,price,value_usd,liquidated_address,liquidator_address,_exchange,symbol,value,quantity,order_type,avg_price,order_status,exchange
2026-03-15T22:07:37.343999+00:00,BTC,short,0.62219,71963.0,44774.658970000004,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:07:37.942062+00:00,BTC,short,0.62219,71963.0,44774.658970000004,0xadc9cf23f55c6221a05a8150e5768d7c3289562f,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:10:38.044282+00:00,BTC,short,0.57392,71928.0,41280.91776,0x7b7f72a28fe109fa703eeed7984f2a8a68fedee2,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:10:38.064878+00:00,BTC,short,0.57392,71928.0,41280.91776,0x7b7f72a28fe109fa703eeed7984f2a8a68fedee2,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:07:07.969057+00:00,BTC,short,0.385,72015.0,27725.775,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:07:08.591077+00:00,BTC,short,0.385,72015.0,27725.775,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:10:08.149479+00:00,BTC,short,0.3634,71953.0,26147.7202,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:10:09.197625+00:00,BTC,short,0.3634,71953.0,26147.7202,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:10.263065+00:00,BTC,short,0.26834,71952.0,19307.599680000003,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:11.315663+00:00,BTC,short,0.26834,71952.0,19307.599680000003,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:07:07.968628+00:00,BTC,short,0.21901,72015.0,15772.00515,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:07:08.590679+00:00,BTC,short,0.21901,72015.0,15772.00515,0x4d969e59b312970cc07af266938a4433ccae0b4c,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
1773612394210,,LONG,,71708.7,,,,binance,BTC,14198.3226,0.198,LIMIT,71982.1,FILLED,
1773612394210,,LONG,,71708.7,,,,binance,BTC,14198.32,0.198,,,,binance
2026-03-15T22:08:07.494645+00:00,BTC,short,0.19458,71967.0,14003.33886,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:09.250201+00:00,BTC,short,0.19458,71967.0,14003.33886,0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:41.054439+00:00,BTC,short,0.1835,71941.0,13201.173499999999,0xb3a38662575bdf1541013ce987934dba919851ea,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:42.144148+00:00,BTC,short,0.1835,71941.0,13201.173499999999,0xb3a38662575bdf1541013ce987934dba919851ea,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:39.484638+00:00,BTC,short,0.18126,71931.0,13038.21306,0x3bcae23e8c380dab4732e9a159c0456f12d866f3,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:40.558163+00:00,BTC,short,0.18126,71931.0,13038.21306,0x3bcae23e8c380dab4732e9a159c0456f12d866f3,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:39.490527+00:00,BTC,short,0.18126,71925.0,13037.1255,0x3bcae23e8c380dab4732e9a159c0456f12d866f3,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:40.564240+00:00,BTC,short,0.18126,71925.0,13037.1255,0x3bcae23e8c380dab4732e9a159c0456f12d866f3,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:39.486671+00:00,BTC,short,0.17021,71928.0,12242.86488,0x2025137a136bea7446deba681cbfc7cf1970840e,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:40.560040+00:00,BTC,short,0.17021,71928.0,12242.86488,0x2025137a136bea7446deba681cbfc7cf1970840e,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:10:08.149080+00:00,BTC,short,0.16051,71953.0,11549.17603,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:10:09.197106+00:00,BTC,short,0.16051,71953.0,11549.17603,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:41.056185+00:00,BTC,short,0.15445,71941.0,11111.28745,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:42.145743+00:00,BTC,short,0.15445,71941.0,11111.28745,0x35c3bbd9db12d846ded8430cfb80cf3378fa8c90,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:41.055566+00:00,BTC,short,0.12187,71941.0,8767.44967,0x706bb519b05b7dc01d048af9a5e29d1ef5d6d9e3,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:42.145049+00:00,BTC,short,0.12187,71941.0,8767.44967,0x706bb519b05b7dc01d048af9a5e29d1ef5d6d9e3,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:10:08.148737+00:00,BTC,short,0.12,71953.0,8634.36,0xf58b673c1633ccef0ac58263cdc95ed80f817fc7,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:10:09.196764+00:00,BTC,short,0.12,71953.0,8634.36,0xf58b673c1633ccef0ac58263cdc95ed80f817fc7,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:10.262775+00:00,BTC,short,0.12,71952.0,8634.24,0xf58b673c1633ccef0ac58263cdc95ed80f817fc7,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:11.315017+00:00,BTC,short,0.12,71952.0,8634.24,0xf58b673c1633ccef0ac58263cdc95ed80f817fc7,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:10.262102+00:00,BTC,short,0.1171,71952.0,8425.5792,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:11.314017+00:00,BTC,short,0.1171,71952.0,8425.5792,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:07.338077+00:00,BTC,short,0.10734,71967.0,7724.93778,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:07.491827+00:00,BTC,short,0.10734,71967.0,7724.93778,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:41.055887+00:00,BTC,short,0.10409,71941.0,7488.3386900000005,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:42.145345+00:00,BTC,short,0.10409,71941.0,7488.3386900000005,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:07.492869+00:00,BTC,short,0.08832,71967.0,6356.12544,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:09.248455+00:00,BTC,short,0.08832,71967.0,6356.12544,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:07.493339+00:00,BTC,short,0.08,71967.0,5757.36,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:09.248970+00:00,BTC,short,0.08,71967.0,5757.36,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:41.055103+00:00,BTC,short,0.08,71941.0,5755.28,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:42.144675+00:00,BTC,short,0.08,71941.0,5755.28,0x06438b0d1bb6f8aa4a455a4f2c1b1e744d53c760,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:07.492399+00:00,BTC,short,0.07267,71967.0,5229.84189,0x56811550b50c940db1f8acfc3341e7a6101660eb,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:08:09.247692+00:00,BTC,short,0.07267,71967.0,5229.84189,0x56811550b50c940db1f8acfc3341e7a6101660eb,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:10.262463+00:00,BTC,short,0.06971,71952.0,5015.77392,0x1ec15e24896f4feb55dd70d22dc3620ae3cc990c,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:09:11.314413+00:00,BTC,short,0.06971,71952.0,5015.77392,0x1ec15e24896f4feb55dd70d22dc3620ae3cc990c,0x58749ca7cb7e7d92da06cee9ee5d625515b96682,hyperliquid,,,,,,,
2026-03-15T22:03:48.594867+00:00,BTC,long,0.06894,72221.0,4978.91574,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0xe92cdf7b804a836a71219cda2b00274d57ac030f,hyperliquid,,,,,,,
2026-03-15T22:03:48.661470+00:00,BTC,long,0.06894,72221.0,4978.91574,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0xe92cdf7b804a836a71219cda2b00274d57ac030f,hyperliquid,,,,,,,
2026-03-15T22:04:48.358409+00:00,BTC,long,0.06894,72167.0,4975.19298,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x162cc7c861ebd0c06b3d72319201150482518185,hyperliquid,,,,,,,
2026-03-15T22:04:48.419312+00:00,BTC,long,0.06894,72167.0,4975.19298,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x162cc7c861ebd0c06b3d72319201150482518185,hyperliquid,,,,,,,
2026-03-15T22:05:50.598531+00:00,BTC,long,0.06894,72124.0,4972.2285600000005,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,hyperliquid,,,,,,,
2026-03-15T22:05:52.905300+00:00,BTC,long,0.06894,72124.0,4972.2285600000005,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x50d59f4c2480e107acf32c0d1e9cbe7579b01480,hyperliquid,,,,,,,
2026-03-15T22:02:19.161561+00:00,BTC,long,0.06893,72067.0,4967.578310000001,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0xeca57b3ab6fe52bf5ac90838e6a50116feac0afd,hyperliquid,,,,,,,
2026-03-15T22:02:21.270962+00:00,BTC,long,0.06893,72067.0,4967.578310000001,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0xeca57b3ab6fe52bf5ac90838e6a50116feac0afd,hyperliquid,,,,,,,
2026-03-15T22:06:20.411384+00:00,BTC,long,0.06894,72049.0,4967.05806,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0xe92cdf7b804a836a71219cda2b00274d57ac030f,hyperliquid,,,,,,,
2026-03-15T22:06:20.421808+00:00,BTC,long,0.06894,72049.0,4967.05806,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0xe92cdf7b804a836a71219cda2b00274d57ac030f,hyperliquid,,,,,,,
2026-03-15T22:01:48.337626+00:00,BTC,long,0.06894,72023.0,4965.26562,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,hyperliquid,,,,,,,
2026-03-15T22:01:48.345077+00:00,BTC,long,0.06894,72023.0,4965.26562,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x5bcbbb10358ddb623593e51f499568ea54c2aeed,hyperliquid,,,,,,,
2026-03-15T22:07:19.023901+00:00,BTC,long,0.06894,71995.0,4963.3353,0xd58097a67e91cd410d0fda4ad7db2618c917fe30,0x4d969e59b312970cc07af266938a4433ccae0b4c,hyperliquid,,,,,,,
