exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
okx,BTC,SHORT,51923.51,72875.1,71.25,1773619249298,okx,,,
,BTC,SHORT,46329.4,73190.2,0.633,1773619206444,bybit,,,
binance,BTC,SHORT,21478.14,73054.9,0.294,1773619134369,binance,,,
okx,BTC,SHORT,5425.05,73113.9,7.42,1773619209374,okx,,,
,BTC,SHORT,3966.74,72784.3,5.45,1773619163665,okx,,,
,BTC,SHORT,1829.61,73184.2,0.025,1773619206943,bybit,,,
bybit,BTC,SHORT,1025.15,73225.0,0.014,1773619243944,bybit,,,
bybit,BTC,SHORT,878.71,73225.7,0.012,1773619244443,bybit,,,
bybit,BTC,SHORT,732.49,73248.6,0.01,1773619250444,bybit,,,
okx,BTC,SHORT,731.47,73146.9,1.0,1773619242688,okx,,,
,BTC,SHORT,599.51,73110.6,0.82,1773619208845,okx,,,
binance,BTC,SHORT,511.22,73031.3,0.007,1773618970743,binance,,,
,BTC,SHORT,511.2191,73031.3,0.007,1773618970743,binance,LIMIT,72735.9,FILLED
okx,BTC,SHORT,262.25,72846.2,0.36,1773619241381,okx,,,
,BTC,SHORT,219.55,73182.0,0.003,1773619206444,bybit,,,
,BTC,SHORT,219.52,73174.9,0.003,1773619206444,bybit,,,
binance,BTC,SHORT,146.15,73074.6,0.002,1773619163160,binance,,,
