exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status,coin,size,value_usd,liquidated_address,liquidator_address
binance,BTC,SHORT,1715306.43,72590.2,23.63,1773612194695,binance,,,,,,,,
,BTC,SHORT,1715306.4259999997,72590.2,23.63,1773612194695,binance,LIMIT,72197.18,FILLED,,,,,
,BTC,SHORT,100940.41,72619.0,1.39,1773612211944,bybit,,,,,,,,
,BTC,SHORT,73120.18,72611.9,1.007,1773612209944,bybit,,,,,,,,
,BTC,SHORT,58066.8,72583.5,0.8,1773612202447,bybit,,,,,,,,
binance,BTC,SHORT,44791.84,72478.7,0.618,1773612197048,binance,,,,,,,,
,BTC,SHORT,44791.836599999995,72478.7,0.618,1773612197048,binance,LIMIT,72196.6,FILLED,,,,,
hyperliquid,BTC,SHORT,43747.9,72264.0,0.60539,1773612215785,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,30573.61,72220.0,0.42334,1773612206738,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,30006.69,72220.0,0.41549,1773612206738,hyperliquid,,,,,,,,
,BTC,SHORT,26935.56,72602.6,0.371,1773612210944,bybit,,,,,,,,
hyperliquid,BTC,SHORT,22410.2,72256.0,0.31015,1773612219734,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,20431.92,72264.0,0.28274,1773612215785,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,19837.91,72264.0,0.27452,1773612215785,hyperliquid,,,,,,,,
,BTC,SHORT,18442.73,72523.5,25.43,1773612203166,okx,,,,,,,,
binance,BTC,SHORT,18277.59,72530.1,0.252,1773612210062,binance,,,,,,,,
hyperliquid,BTC,SHORT,17899.0,72220.0,0.24784,1773612206738,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,15990.78,72229.0,0.22139,1773612203864,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,15162.92,72256.0,0.20985,1773612219734,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,13114.46,72256.0,0.1815,1773612219734,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,12958.39,72256.0,0.17934,1773612219734,hyperliquid,,,,,,,,
,BTC,SHORT,12705.96,72605.5,0.175,1773612210444,bybit,,,,,,,,
hyperliquid,BTC,SHORT,12152.74,72256.0,0.16819,1773612219734,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,11441.8,72229.0,0.15841,1773612203864,hyperliquid,,,,,,,,
,BTC,SHORT,11100.39,72551.6,0.153,1773612196944,bybit,,,,,,,,
,BTC,SHORT,10530.05,72621.0,0.145,1773612211444,bybit,,,,,,,,
,BTC,SHORT,9441.12,72624.0,0.13,1773612210944,bybit,,,,,,,,
hyperliquid,BTC,SHORT,9067.69,72264.0,0.12548,1773612215785,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,8682.65,72229.0,0.12021,1773612203864,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,8526.21,72256.0,0.118,1773612219734,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,7718.84,72267.0,0.10681,1773612213320,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,7499.45,72256.0,0.10379,1773612219734,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,7499.45,72256.0,0.10379,1773612219734,hyperliquid,,,,,,,,
binance,BTC,SHORT,7255.77,72557.7,0.1,1773612213521,binance,,,,,,,,
,BTC,SHORT,6531.44,72571.6,0.09,1773612201944,bybit,,,,,,,,
hyperliquid,BTC,SHORT,6264.57,72264.0,0.08669,1773612215785,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,6108.01,72267.0,0.08452,1773612213320,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,6063.67,72264.0,0.08391,1773612215785,hyperliquid,,,,,,,,
,BTC,SHORT,6053.57,72152.2,8.39,1773612154439,okx,,,,,,,,
,BTC-USD,SHORT,6030.0,72257.3,60.3,1773612210243,okx,,,,,,,,
hyperliquid,BTC,SHORT,5950.28,72256.0,0.08235,1773612219734,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,5436.42,72264.0,0.07523,1773612215785,hyperliquid,,,,,,,,
hyperliquid,BTC,SHORT,5320.21,72256.0,0.07363,1773612219734,hyperliquid,,,,,,,,
