exchange,symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address,order_type,avg_price,order_status
,,long,,73614.0,,2026-03-16T08:05:05.430841+00:00,hyperliquid,BTC,0.00391,287.83074000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,,,
,,long,,73614.0,,2026-03-16T08:05:05.445032+00:00,hyperliquid,BTC,0.00391,287.83074000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,,,
,,long,,73613.0,,2026-03-16T08:03:35.376383+00:00,hyperliquid,BTC,0.00391,287.82683000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x362c5006ed0a405c35df4a138cb38d891f1a1a20,,,
,,long,,73613.0,,2026-03-16T08:03:35.414652+00:00,hyperliquid,BTC,0.00391,287.82683000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x362c5006ed0a405c35df4a138cb38d891f1a1a20,,,
,,long,,73588.0,,2026-03-16T08:01:05.410172+00:00,hyperliquid,BTC,0.00391,287.72908,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,,,
,,long,,73588.0,,2026-03-16T08:01:05.436631+00:00,hyperliquid,BTC,0.00391,287.72908,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,,,
,,long,,73481.0,,2026-03-16T08:00:35.414011+00:00,hyperliquid,BTC,0.00391,287.31071000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x177019594ba3913d416ab1a8f3e5527d4c2b2837,,,
,,long,,73481.0,,2026-03-16T08:00:35.775346+00:00,hyperliquid,BTC,0.00391,287.31071000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x177019594ba3913d416ab1a8f3e5527d4c2b2837,,,
,,long,,73475.0,,2026-03-16T07:56:35.379637+00:00,hyperliquid,BTC,0.00391,287.28725000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,,,
,,long,,73475.0,,2026-03-16T07:56:35.383365+00:00,hyperliquid,BTC,0.00391,287.28725000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,,,
,,long,,73465.0,,2026-03-16T07:57:36.255983+00:00,hyperliquid,BTC,0.00391,287.24815,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xaf2ac71f62f341e5823d6985492409e92c940447,,,
,,long,,73465.0,,2026-03-16T07:57:36.348966+00:00,hyperliquid,BTC,0.00391,287.24815,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xaf2ac71f62f341e5823d6985492409e92c940447,,,
,,long,,73458.0,,2026-03-16T07:58:05.946340+00:00,hyperliquid,BTC,0.00391,287.22078000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,,,
,,long,,73458.0,,2026-03-16T07:58:05.948230+00:00,hyperliquid,BTC,0.00391,287.22078000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,,,
,,long,,73453.0,,2026-03-16T07:58:35.320049+00:00,hyperliquid,BTC,0.00391,287.20123,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,,,
,,long,,73453.0,,2026-03-16T07:58:35.329246+00:00,hyperliquid,BTC,0.00391,287.20123,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,,,
,,long,,73445.0,,2026-03-16T07:59:05.460045+00:00,hyperliquid,BTC,0.00391,287.16995000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,,,
,,long,,73445.0,,2026-03-16T07:59:06.893712+00:00,hyperliquid,BTC,0.00391,287.16995000000003,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x551946bd7965303493ff47ecd8c7f2ba8d754d0d,,,
,,long,,73443.0,,2026-03-16T08:00:05.432062+00:00,hyperliquid,BTC,0.00391,287.16213000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x6802b4267f7f2bf7003dcf993c51542245b38329,,,
,,long,,73443.0,,2026-03-16T08:00:05.704957+00:00,hyperliquid,BTC,0.00391,287.16213000000005,0x0c684f333a7e120bce61383da670bbb0157e82d0,0x6802b4267f7f2bf7003dcf993c51542245b38329,,,
,,long,,73472.0,,2026-03-16T08:00:24.369418+00:00,hyperliquid,BTC,0.00385,282.8672,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x56cf6a15408d6e928122427e8d2b55206a95ea80,,,
,,long,,73472.0,,2026-03-16T08:00:24.375526+00:00,hyperliquid,BTC,0.00385,282.8672,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x56cf6a15408d6e928122427e8d2b55206a95ea80,,,
,,long,,73651.0,,2026-03-16T08:04:24.596137+00:00,hyperliquid,BTC,0.00343,252.62293,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73651.0,,2026-03-16T08:04:24.645999+00:00,hyperliquid,BTC,0.00343,252.62293,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73643.0,,2026-03-16T08:04:54.474348+00:00,hyperliquid,BTC,0.003,220.929,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x31dea2516beee92135b96f464eeec3cf292a13f2,,,
,,long,,73643.0,,2026-03-16T08:04:54.528379+00:00,hyperliquid,BTC,0.003,220.929,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x31dea2516beee92135b96f464eeec3cf292a13f2,,,
,,long,,73615.0,,2026-03-16T08:01:35.474833+00:00,hyperliquid,BTC,0.00271,199.49665000000002,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xf4827b61bd5879d12c4d0aaa078a96c3a9c3f953,,,
,,long,,73615.0,,2026-03-16T08:01:38.032794+00:00,hyperliquid,BTC,0.00271,199.49665000000002,0x0c684f333a7e120bce61383da670bbb0157e82d0,0xf4827b61bd5879d12c4d0aaa078a96c3a9c3f953,,,
,,short,,73625.0,,2026-03-16T08:05:39.109858+00:00,hyperliquid,BTC,0.00247,181.85375,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,short,,73625.0,,2026-03-16T08:05:40.112423+00:00,hyperliquid,BTC,0.00247,181.85375,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73437.0,,2026-03-16T08:00:02.398525+00:00,hyperliquid,BTC,0.00204,149.81148000000002,0x1805e1c7683929768c541c142d541224f1076737,0x13b2e9091268f291f165196d4832ba1c5ac02938,,,
,,long,,73437.0,,2026-03-16T08:00:02.553224+00:00,hyperliquid,BTC,0.00204,149.81148000000002,0x1805e1c7683929768c541c142d541224f1076737,0x13b2e9091268f291f165196d4832ba1c5ac02938,,,
,,long,,73435.0,,2026-03-16T08:00:02.398252+00:00,hyperliquid,BTC,0.002,146.87,0x1805e1c7683929768c541c142d541224f1076737,0x01535f0ffbf18d084366c4dc846e58bb915fdd09,,,
,,long,,73435.0,,2026-03-16T08:00:02.552309+00:00,hyperliquid,BTC,0.002,146.87,0x1805e1c7683929768c541c142d541224f1076737,0x01535f0ffbf18d084366c4dc846e58bb915fdd09,,,
,,long,,73468.0,,2026-03-16T07:56:46.630384+00:00,hyperliquid,BTC,0.00174,127.83432,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x13558be785661958932ceac35ba20de187275a42,,,
,,long,,73468.0,,2026-03-16T07:56:46.637834+00:00,hyperliquid,BTC,0.00174,127.83432,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x13558be785661958932ceac35ba20de187275a42,,,
,,long,,73415.0,,2026-03-16T07:59:46.421961+00:00,hyperliquid,BTC,0.00171,125.53965,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,,,
,,long,,73415.0,,2026-03-16T07:59:47.128308+00:00,hyperliquid,BTC,0.00171,125.53965,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,,,
,,long,,73460.0,,2026-03-16T07:58:46.526401+00:00,hyperliquid,BTC,0.00158,116.0668,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73460.0,,2026-03-16T07:58:47.536039+00:00,hyperliquid,BTC,0.00158,116.0668,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73656.0,,2026-03-16T08:03:16.486635+00:00,hyperliquid,BTC,0.00157,115.63992,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73656.0,,2026-03-16T08:03:16.492691+00:00,hyperliquid,BTC,0.00157,115.63992,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73635.0,,2026-03-16T08:02:46.294458+00:00,hyperliquid,BTC,0.00152,111.9252,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,,,
,,long,,73635.0,,2026-03-16T08:02:46.305991+00:00,hyperliquid,BTC,0.00152,111.9252,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,,,
,,long,,73615.0,,2026-03-16T08:04:46.349564+00:00,hyperliquid,BTC,0.00149,109.68635,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e,,,
,,long,,73615.0,,2026-03-16T08:04:46.490112+00:00,hyperliquid,BTC,0.00149,109.68635,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xc6ef411a92428ec7f9fc0bc8e84ee3515bfeea7e,,,
,,long,,73611.0,,2026-03-16T08:05:46.342949+00:00,hyperliquid,BTC,0.00149,109.68039,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x4d969e59b312970cc07af266938a4433ccae0b4c,,,
,,long,,73611.0,,2026-03-16T08:05:46.351262+00:00,hyperliquid,BTC,0.00149,109.68039,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x4d969e59b312970cc07af266938a4433ccae0b4c,,,
,,long,,73605.0,,2026-03-16T08:01:46.362871+00:00,hyperliquid,BTC,0.00149,109.67145000000001,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,,,
,,long,,73605.0,,2026-03-16T08:01:46.374049+00:00,hyperliquid,BTC,0.00149,109.67145000000001,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x2cffce91b4e0c81df18726ff66b31b2b1545e1ad,,,
,,long,,73595.0,,2026-03-16T08:01:17.152686+00:00,hyperliquid,BTC,0.00145,106.71274999999999,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,,,
,,long,,73595.0,,2026-03-16T08:01:17.194915+00:00,hyperliquid,BTC,0.00145,106.71274999999999,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,,,
,,long,,73470.0,,2026-03-16T07:57:46.649457+00:00,hyperliquid,BTC,0.00145,106.5315,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x023a3d058020fb76cca98f01b3c48c8938a22355,,,
,,long,,73470.0,,2026-03-16T07:57:46.656616+00:00,hyperliquid,BTC,0.00145,106.5315,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x023a3d058020fb76cca98f01b3c48c8938a22355,,,
,,long,,73651.0,,2026-03-16T08:04:16.327030+00:00,hyperliquid,BTC,0.00142,104.58442000000001,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x7d65ea6c187d6219ab6a1335cd2fe09f12e818fa,,,
,,long,,73651.0,,2026-03-16T08:04:16.344647+00:00,hyperliquid,BTC,0.00142,104.58442000000001,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x7d65ea6c187d6219ab6a1335cd2fe09f12e818fa,,,
,,long,,73460.0,,2026-03-16T08:00:16.457013+00:00,hyperliquid,BTC,0.00139,102.1094,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73460.0,,2026-03-16T08:00:16.735746+00:00,hyperliquid,BTC,0.00139,102.1094,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73627.0,,2026-03-16T08:05:16.515078+00:00,hyperliquid,BTC,0.00127,93.50629,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xe92cdf7b804a836a71219cda2b00274d57ac030f,,,
,,long,,73627.0,,2026-03-16T08:05:16.566140+00:00,hyperliquid,BTC,0.00127,93.50629,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xe92cdf7b804a836a71219cda2b00274d57ac030f,,,
,,long,,73465.0,,2026-03-16T07:57:16.225221+00:00,hyperliquid,BTC,0.00123,90.36195,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,,,
,,long,,73465.0,,2026-03-16T07:57:16.235291+00:00,hyperliquid,BTC,0.00123,90.36195,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xe3b3482482899b4890ec5a2093cba2a558d0c14f,,,
,,long,,73651.0,,2026-03-16T08:04:24.595796+00:00,hyperliquid,BTC,0.00116,85.43516,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xac8c0b455e7183656c235862b184ae7debf24b0a,,,
,,long,,73651.0,,2026-03-16T08:04:24.645724+00:00,hyperliquid,BTC,0.00116,85.43516,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0xac8c0b455e7183656c235862b184ae7debf24b0a,,,
,,long,,73445.0,,2026-03-16T07:59:16.859745+00:00,hyperliquid,BTC,0.00114,83.7273,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015,,,
,,long,,73445.0,,2026-03-16T07:59:17.918740+00:00,hyperliquid,BTC,0.00114,83.7273,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xc6d7fdfbcb55d6cad6570c5838de394d2aa24015,,,
,,long,,73492.0,,2026-03-16T08:00:46.486437+00:00,hyperliquid,BTC,0.0011,80.8412,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x2cb562384765bea1612ceb60007e315f904fbe86,,,
,,long,,73492.0,,2026-03-16T08:00:47.541478+00:00,hyperliquid,BTC,0.0011,80.8412,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x2cb562384765bea1612ceb60007e315f904fbe86,,,
,,long,,73622.0,,2026-03-16T08:02:16.467391+00:00,hyperliquid,BTC,0.00109,80.24798,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,,,
,,long,,73622.0,,2026-03-16T08:02:16.475060+00:00,hyperliquid,BTC,0.00109,80.24798,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,,,
,,long,,73458.0,,2026-03-16T07:58:16.474007+00:00,hyperliquid,BTC,0.00107,78.60006,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,,,
,,long,,73458.0,,2026-03-16T07:58:16.479098+00:00,hyperliquid,BTC,0.00107,78.60006,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,,,
,,short,,73620.0,,2026-03-16T08:02:39.202689+00:00,hyperliquid,BTC,0.00106,78.0372,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,short,,73620.0,,2026-03-16T08:02:42.152159+00:00,hyperliquid,BTC,0.00106,78.0372,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73456.0,,2026-03-16T07:56:16.360094+00:00,hyperliquid,BTC,0.00104,76.39424,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,,,
,,long,,73456.0,,2026-03-16T07:56:16.367806+00:00,hyperliquid,BTC,0.00104,76.39424,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,,,
,,long,,73651.0,,2026-03-16T08:04:15.646868+00:00,hyperliquid,BTC,0.00067,49.34617,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x7d65ea6c187d6219ab6a1335cd2fe09f12e818fa,,,
,,long,,73651.0,,2026-03-16T08:04:15.652205+00:00,hyperliquid,BTC,0.00067,49.34617,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x7d65ea6c187d6219ab6a1335cd2fe09f12e818fa,,,
,,long,,73635.0,,2026-03-16T08:02:45.342601+00:00,hyperliquid,BTC,0.00067,49.33545,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,,,
,,long,,73635.0,,2026-03-16T08:02:45.349165+00:00,hyperliquid,BTC,0.00067,49.33545,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,,,
,,long,,73627.0,,2026-03-16T08:05:16.028054+00:00,hyperliquid,BTC,0.00067,49.33009,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xe92cdf7b804a836a71219cda2b00274d57ac030f,,,
,,long,,73627.0,,2026-03-16T08:05:16.033105+00:00,hyperliquid,BTC,0.00067,49.33009,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xe92cdf7b804a836a71219cda2b00274d57ac030f,,,
,,long,,73618.0,,2026-03-16T08:05:45.935264+00:00,hyperliquid,BTC,0.00067,49.32406,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,,,
,,long,,73618.0,,2026-03-16T08:05:45.939037+00:00,hyperliquid,BTC,0.00067,49.32406,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xfcf104006bfff47695c1dc21dad3e9de1e72098e,,,
,,long,,73616.0,,2026-03-16T08:03:46.364637+00:00,hyperliquid,BTC,0.00067,49.322720000000004,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,,,
,,long,,73616.0,,2026-03-16T08:03:46.391132+00:00,hyperliquid,BTC,0.00067,49.322720000000004,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,,,
,,long,,73606.0,,2026-03-16T08:01:45.403998+00:00,hyperliquid,BTC,0.00067,49.31602,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,,,
,,long,,73606.0,,2026-03-16T08:01:46.052894+00:00,hyperliquid,BTC,0.00067,49.31602,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,,,
,,long,,73595.0,,2026-03-16T08:01:15.364119+00:00,hyperliquid,BTC,0.00067,49.30865,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,,,
,,long,,73595.0,,2026-03-16T08:01:16.122227+00:00,hyperliquid,BTC,0.00067,49.30865,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xbe1f79b4ca0a09fdd71e0055b8e062ea82ad315d,,,
,,long,,73470.0,,2026-03-16T07:57:45.418915+00:00,hyperliquid,BTC,0.00067,49.224900000000005,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x023a3d058020fb76cca98f01b3c48c8938a22355,,,
,,long,,73470.0,,2026-03-16T07:57:45.426237+00:00,hyperliquid,BTC,0.00067,49.224900000000005,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x023a3d058020fb76cca98f01b3c48c8938a22355,,,
,,long,,73465.0,,2026-03-16T07:57:15.404015+00:00,hyperliquid,BTC,0.00067,49.22155,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,,,
,,long,,73465.0,,2026-03-16T07:57:15.427263+00:00,hyperliquid,BTC,0.00067,49.22155,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x3ac9b030594c1ef23a3e8fed9f62356b7bf98bf6,,,
,,long,,73460.0,,2026-03-16T08:00:15.704219+00:00,hyperliquid,BTC,0.00067,49.2182,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73460.0,,2026-03-16T08:00:16.734849+00:00,hyperliquid,BTC,0.00067,49.2182,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73459.0,,2026-03-16T07:58:44.656548+00:00,hyperliquid,BTC,0.00067,49.217530000000004,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x56cf6a15408d6e928122427e8d2b55206a95ea80,,,
,,long,,73459.0,,2026-03-16T07:58:47.534852+00:00,hyperliquid,BTC,0.00067,49.217530000000004,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x56cf6a15408d6e928122427e8d2b55206a95ea80,,,
,,long,,73458.0,,2026-03-16T07:56:15.457250+00:00,hyperliquid,BTC,0.00067,49.216860000000004,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73458.0,,2026-03-16T07:56:15.468610+00:00,hyperliquid,BTC,0.00067,49.216860000000004,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xedf2b293d5b358f17330c8412e0be36feaa8fc0b,,,
,,long,,73415.0,,2026-03-16T07:59:46.114926+00:00,hyperliquid,BTC,0.00067,49.188050000000004,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,,,
,,long,,73415.0,,2026-03-16T07:59:47.127928+00:00,hyperliquid,BTC,0.00067,49.188050000000004,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xabfae5ef417fec83a63dcdbff5a13f71d09045c5,,,
,,long,,73656.0,,2026-03-16T08:03:16.413568+00:00,hyperliquid,BTC,0.00066,48.61296,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73656.0,,2026-03-16T08:03:16.439756+00:00,hyperliquid,BTC,0.00066,48.61296,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x1a2e6afa298b1cc50939b4b2b0b430e3c1ef3459,,,
,,long,,73622.0,,2026-03-16T08:02:15.301172+00:00,hyperliquid,BTC,0.00066,48.59052,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,,,
,,long,,73622.0,,2026-03-16T08:02:15.303281+00:00,hyperliquid,BTC,0.00066,48.59052,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xdfd50d93227ad4f896e1ed00c75aa422950a4a51,,,
,,long,,73615.0,,2026-03-16T08:04:45.520366+00:00,hyperliquid,BTC,0.00066,48.5859,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x0291639ea7178930475da17b579e1ac2de8faed8,,,
,,long,,73615.0,,2026-03-16T08:04:45.534311+00:00,hyperliquid,BTC,0.00066,48.5859,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x0291639ea7178930475da17b579e1ac2de8faed8,,,
,,long,,73492.0,,2026-03-16T08:00:45.456422+00:00,hyperliquid,BTC,0.00066,48.50472,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x2cb562384765bea1612ceb60007e315f904fbe86,,,
,,long,,73492.0,,2026-03-16T08:00:47.541075+00:00,hyperliquid,BTC,0.00066,48.50472,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x2cb562384765bea1612ceb60007e315f904fbe86,,,
,,long,,73468.0,,2026-03-16T07:56:45.499953+00:00,hyperliquid,BTC,0.00066,48.48888,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x13558be785661958932ceac35ba20de187275a42,,,
,,long,,73468.0,,2026-03-16T07:56:45.506709+00:00,hyperliquid,BTC,0.00066,48.48888,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0x13558be785661958932ceac35ba20de187275a42,,,
,,long,,73458.0,,2026-03-16T07:58:15.689526+00:00,hyperliquid,BTC,0.00066,48.48228,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,,,
,,long,,73458.0,,2026-03-16T07:58:15.703873+00:00,hyperliquid,BTC,0.00066,48.48228,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xd86a972c48d8895cd17b0c097264250a9d8bf00e,,,
,,long,,73446.0,,2026-03-16T07:59:16.858981+00:00,hyperliquid,BTC,0.00066,48.47436,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,,,
,,long,,73446.0,,2026-03-16T07:59:17.918001+00:00,hyperliquid,BTC,0.00066,48.47436,0x8655d3d8a3de5c1008360a4f93e1d8c8dd87dba2,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,,,
,,long,,73644.0,,2026-03-16T08:04:54.474606+00:00,hyperliquid,BTC,0.00063,46.395720000000004,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,,,
,,long,,73644.0,,2026-03-16T08:04:54.528638+00:00,hyperliquid,BTC,0.00063,46.395720000000004,0xfd81b27d9796a1ba7d7171ea70010c9befb2a62a,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,,,
,,long,,73628.0,,2026-03-16T08:03:48.572119+00:00,hyperliquid,BTC,0.00056,41.23168,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x01535f0ffbf18d084366c4dc846e58bb915fdd09,,,
,,long,,73628.0,,2026-03-16T08:03:48.612111+00:00,hyperliquid,BTC,0.00056,41.23168,0xfa1413451bc8dd3484787eb3c3156a7e28c4aade,0x01535f0ffbf18d084366c4dc846e58bb915fdd09,,,
