symbol,side,value,price,quantity,timestamp,_exchange,coin,size,value_usd,liquidated_address,liquidator_address
BTC,SHORT,109287.86,74701.2,1.463,1773670121944,bybit,,,,,
BTC,SHORT,6328.76,74281.2,8.52,1773670084050,okx,,,,,
BTC,SHORT,1268.82,74636.3,0.017,1773670048943,bybit,,,,,
,short,,74310.0,,2026-03-16T14:03:27.370842+00:00,hyperliquid,BTC,0.00375,278.66249999999997,0x13558be785661958932ceac35ba20de187275a42,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74310.0,,2026-03-16T14:03:27.383584+00:00,hyperliquid,BTC,0.00375,278.66249999999997,0x13558be785661958932ceac35ba20de187275a42,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74292.0,,2026-03-16T14:07:57.375273+00:00,hyperliquid,BTC,0.00375,278.59499999999997,0x67cd5c1c4548c7ec1a20fadefca19ad42e6230da,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74292.0,,2026-03-16T14:07:57.526934+00:00,hyperliquid,BTC,0.00375,278.59499999999997,0x67cd5c1c4548c7ec1a20fadefca19ad42e6230da,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74258.0,,2026-03-16T14:07:27.346763+00:00,hyperliquid,BTC,0.00375,278.4675,0x7b7f72a28fe109fa703eeed7984f2a8a68fedee2,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74258.0,,2026-03-16T14:07:27.353628+00:00,hyperliquid,BTC,0.00375,278.4675,0x7b7f72a28fe109fa703eeed7984f2a8a68fedee2,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74228.0,,2026-03-16T14:06:57.354623+00:00,hyperliquid,BTC,0.00375,278.35499999999996,0xfeee942a06d2f8012823ccde7bf7bcbcaa29a09f,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74228.0,,2026-03-16T14:06:57.369072+00:00,hyperliquid,BTC,0.00375,278.35499999999996,0xfeee942a06d2f8012823ccde7bf7bcbcaa29a09f,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74225.0,,2026-03-16T14:02:27.396651+00:00,hyperliquid,BTC,0.00375,278.34375,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74225.0,,2026-03-16T14:02:27.409115+00:00,hyperliquid,BTC,0.00375,278.34375,0x936cf4fb95c30ce83f658b5bbb247e4bb381bb0f,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74200.0,,2026-03-16T14:04:27.320162+00:00,hyperliquid,BTC,0.00375,278.25,0x440888714a6afed60ff44e9975a96e6a36f7fac4,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74200.0,,2026-03-16T14:04:27.325485+00:00,hyperliquid,BTC,0.00375,278.25,0x440888714a6afed60ff44e9975a96e6a36f7fac4,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74179.0,,2026-03-16T14:05:27.391673+00:00,hyperliquid,BTC,0.00375,278.17125,0xf64350895731943463403a73f8f5cff2a9bf9d5e,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74179.0,,2026-03-16T14:05:27.400441+00:00,hyperliquid,BTC,0.00375,278.17125,0xf64350895731943463403a73f8f5cff2a9bf9d5e,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74135.0,,2026-03-16T14:01:57.475890+00:00,hyperliquid,BTC,0.00375,278.00624999999997,0xa62b923a112d50d03e1e096bbd53422490dac104,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74135.0,,2026-03-16T14:01:57.481668+00:00,hyperliquid,BTC,0.00375,278.00624999999997,0xa62b923a112d50d03e1e096bbd53422490dac104,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74131.0,,2026-03-16T14:05:57.409092+00:00,hyperliquid,BTC,0.00375,277.99125,0x2cb562384765bea1612ceb60007e315f904fbe86,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74131.0,,2026-03-16T14:05:57.420480+00:00,hyperliquid,BTC,0.00375,277.99125,0x2cb562384765bea1612ceb60007e315f904fbe86,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74302.0,,2026-03-16T14:08:27.456382+00:00,hyperliquid,BTC,0.00374,277.88948,0xd11a880a60b889f9e88d260a3be04accd60c0efe,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74302.0,,2026-03-16T14:08:27.641675+00:00,hyperliquid,BTC,0.00374,277.88948,0xd11a880a60b889f9e88d260a3be04accd60c0efe,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74073.0,,2026-03-16T13:59:57.350619+00:00,hyperliquid,BTC,0.00375,277.77375,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74073.0,,2026-03-16T13:59:57.357508+00:00,hyperliquid,BTC,0.00375,277.77375,0x424f58c01b5440ebc2382ac01b7a3597b12076ff,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74255.0,,2026-03-16T14:02:57.535173+00:00,hyperliquid,BTC,0.00374,277.71369999999996,0x706bb519b05b7dc01d048af9a5e29d1ef5d6d9e3,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74255.0,,2026-03-16T14:02:57.542147+00:00,hyperliquid,BTC,0.00374,277.71369999999996,0x706bb519b05b7dc01d048af9a5e29d1ef5d6d9e3,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
,short,,74022.0,,2026-03-16T14:00:27.402326+00:00,hyperliquid,BTC,0.00375,277.5825,0x9815aec32ff0db5b81241c9d17f187a3b44a0f16,0x6e2c5323888a98cbbe4d29cfbf1113841ffcf48e
