exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
hyperliquid,BTC,SHORT,232698.32,73049.0,3.18551,1773615175965,hyperliquid,,,
hyperliquid,BTC,SHORT,105442.58,73049.0,1.44345,1773615175965,hyperliquid,,,
hyperliquid,BTC,SHORT,92667.04,73049.0,1.26856,1773615175965,hyperliquid,,,
hyperliquid,BTC,SHORT,13164.16,73049.0,0.18021,1773615175965,hyperliquid,,,
binance,BTC,SHORT,5131.46,73306.54,0.07,1773615174708,binance,,,
,BTC,SHORT,5131.4578,73306.54,0.07,1773615174708,binance,LIMIT,73022.6,FILLED
hyperliquid,BTC,SHORT,5030.15,73049.0,0.06886,1773615175965,hyperliquid,,,
hyperliquid,BTC,SHORT,1890.51,73049.0,0.02588,1773615175965,hyperliquid,,,
binance,BTC,SHORT,293.29,73321.8,0.004,1773615175764,binance,,,
,BTC,SHORT,293.28720000000004,73321.8,0.004,1773615175764,binance,LIMIT,73029.7,FILLED
hyperliquid,BTC,SHORT,207.46,73049.0,0.00284,1773615175965,hyperliquid,,,
binance,BTC,SHORT,146.66,73327.9,0.002,1773615176911,binance,,,
,BTC,SHORT,146.6558,73327.9,0.002,1773615176911,binance,LIMIT,73004.2,FILLED
hyperliquid,BTC,SHORT,111.76,73049.0,0.00153,1773615175965,hyperliquid,,,
