exchange,symbol,side,value,price,quantity,timestamp,_exchange,order_type,avg_price,order_status
binance,BTC,SHORT,6855.5,72930.8,0.094,1773618121141,binance,,,
,BTC,SHORT,6855.4952,72930.8,0.094,1773618121141,binance,LIMIT,72644.0,FILLED
,BTC,SHORT,2990.3104,72934.4,0.041,1773618122264,binance,LIMIT,72644.0,FILLED
binance,BTC,SHORT,2990.31,72934.4,0.041,1773618122264,binance,,,
,BTC,SHORT,1678.1214,72961.8,0.023,1773618126161,binance,LIMIT,72679.8,FILLED
binance,BTC,SHORT,1678.12,72961.8,0.023,1773618126161,binance,,,
,BTC,SHORT,364.934,72986.8,0.005,1773618128580,binance,LIMIT,72693.4,FILLED
binance,BTC,SHORT,364.93,72986.8,0.005,1773618128580,binance,,,
,BTC,SHORT,291.7812,72945.3,0.004,1773618124416,binance,LIMIT,72664.6,FILLED
binance,BTC,SHORT,291.78,72945.3,0.004,1773618124416,binance,,,
