timestamp,coin,side,size,price,value_usd,address,pnl,_exchange,symbol,value,quantity,exchange,order_type,avg_price,order_status
2026-03-16T08:29:05.736000,BTC,long,0.02977,73333.0,2183.12,0xb714d17d...,-26.02,hyperliquid,,,,,,,
2026-03-16T08:29:05.736000,BTC,long,0.02727,73333.0,1999.79,0xb714d17d...,-23.83,hyperliquid,,,,,,,
2026-03-16T08:31:06.042000,BTC,long,0.0268,73244.0,1962.94,0x0dc3049f...,-22.4,hyperliquid,,,,,,,
1773649866042,,LONG,,73244.0,,,,hyperliquid,BTC,1962.94,0.0268,hyperliquid,,,
1773650049443,,LONG,,72864.0,,,,bybit,BTC,1821.6,0.025,,,,
1773649867980,,LONG,,73243.9,,,,okx,BTC,1626.01,2.22,,,,
1773650060039,,LONG,,72907.7,,,,binance,BTC,1603.97,0.022,binance,,,
2026-03-16T08:30:43.538000,BTC,long,0.0217,73248.0,1589.48,0xdbd75dad...,-19.53,hyperliquid,,,,,,,
1773650050711,,LONG,,72925.0,,,,binance,BTC,1385.58,0.019,binance,,,
2026-03-16T08:34:11.238000,BTC,long,0.01783,73200.0,1305.16,0x7b248b81...,-15.8,hyperliquid,,,,,,,
1773650051238,,LONG,,73200.0,,,,hyperliquid,BTC,1305.16,0.01783,hyperliquid,,,
1773650048444,,LONG,,72868.7,,,,bybit,BTC,1238.77,0.017,,,,
2026-03-16T08:29:05.736000,BTC,long,0.01596,73333.0,1170.39,0xb714d17d...,-13.95,hyperliquid,,,,,,,
2026-03-16T08:30:40.674000,BTC,long,0.01506,73247.0,1103.1,0x6766ecc7...,-13.43,hyperliquid,,,,,,,
1773650050444,,LONG,,72849.7,,,,bybit,BTC,1092.75,0.015,,,,
2026-03-16T08:31:06.042000,BTC,long,0.01325,73244.0,970.48,0x6ccd4731...,-11.55,hyperliquid,,,,,,,
1773649866042,,LONG,,73244.0,,,,hyperliquid,BTC,970.48,0.01325,hyperliquid,,,
1773650061584,,LONG,,72906.1,,,,binance,BTC,947.78,0.013,binance,,,
1773650049330,,LONG,,72928.7,,,,binance,BTC,875.14,0.012,binance,,,
2026-03-16T08:31:09.069000,BTC,long,0.00985,73221.0,721.23,0x55ecce71...,-10.22,hyperliquid,,,,,,,
1773649869069,,LONG,,73221.0,,,,hyperliquid,BTC,721.23,0.00985,hyperliquid,,,
1773649869943,,LONG,,72870.5,,,,bybit,BTC,655.83,0.009,,,,
1773649868945,,LONG,,72875.7,,,,bybit,BTC,437.25,0.006,,,,
1773650050444,,LONG,,72844.6,,,,bybit,BTC,437.07,0.006,,,,
2026-03-16T08:31:06.042000,BTC,long,0.00593,73244.0,434.34,0xfca2a5d0...,-5.31,hyperliquid,,,,,,,
1773649866042,,LONG,,73244.0,,,,hyperliquid,BTC,434.34,0.00593,hyperliquid,,,
2026-03-16T08:34:11.238000,BTC,long,0.00573,73200.0,419.44,0x748a1af4...,-5.07,hyperliquid,,,,,,,
1773650051238,,LONG,,73200.0,,,,hyperliquid,BTC,419.44,0.00573,hyperliquid,,,
1773649868112,,LONG,,73243.9,,,,okx,BTC,366.22,0.5,,,,
1773649874642,,LONG,,72947.3,,,,binance,BTC,364.74,0.005,binance,,,
1773649874642,,LONG,,72947.3,,,,binance,BTC,364.73650000000004,0.005,,LIMIT,73252.8,FILLED
1773650048944,,LONG,,72869.1,,,,bybit,BTC,364.35,0.005,,,,
2026-03-16T08:34:23.827000,BTC,long,0.00484,73194.0,354.26,0x8f0c1c9f...,-4.24,hyperliquid,,,,,,,
1773650063827,,LONG,,73194.0,,,,hyperliquid,BTC,354.26,0.00484,hyperliquid,,,
1773649868945,,LONG,,72876.6,,,,bybit,BTC,291.51,0.004,,,,
2026-03-16T08:31:06.042000,BTC,long,0.0038,73244.0,278.33,0xde08c5e9...,-3.31,hyperliquid,,,,,,,
1773649866042,,LONG,,73244.0,,,,hyperliquid,BTC,278.33,0.0038,hyperliquid,,,
1773649864343,,LONG,,73255.8,,,,okx,BTC,271.05,0.37,,,,
2026-03-16T08:31:09.069000,BTC,long,0.00338,73221.0,247.49,0x64218c23...,-3.13,hyperliquid,,,,,,,
1773649869069,,LONG,,73221.0,,,,hyperliquid,BTC,247.49,0.00338,hyperliquid,,,
2026-03-16T08:30:43.538000,BTC,long,0.00296,73248.0,216.81,0xe46235da...,-2.61,hyperliquid,,,,,,,
1773650049121,,LONG,,73224.2,,,,okx,BTC,183.06,0.25,,,,
2026-03-16T08:34:11.238000,BTC,long,0.00241,73200.0,176.41,0xc86af8b0...,-2.1,hyperliquid,,,,,,,
1773650051238,,LONG,,73200.0,,,,hyperliquid,BTC,176.41,0.00241,hyperliquid,,,
1773649870653,,LONG,,72950.6,,,,binance,BTC,145.90120000000002,0.002,,LIMIT,73230.5,FILLED
1773649870653,,LONG,,72950.6,,,,binance,BTC,145.9,0.002,binance,,,
1773649872772,,LONG,,72942.9,,,,binance,BTC,145.89,0.002,binance,,,
1773649872772,,LONG,,72942.9,,,,binance,BTC,145.8858,0.002,,LIMIT,73239.8,FILLED
2026-03-16T08:30:40.674000,BTC,long,0.00169,73247.0,123.79,0x048b1269...,-1.54,hyperliquid,,,,,,,
1773649869637,,LONG,,73231.5,,,,okx,BTC,95.2,0.13,,,,
1773650048559,,LONG,,72936.0,,,,okx,BTC,87.52,0.12,,,,
2026-03-16T08:31:09.069000,BTC,long,0.001,73221.0,73.22,0x64218c23...,-0.93,hyperliquid,,,,,,,
1773649869069,,LONG,,73221.0,,,,hyperliquid,BTC,73.22,0.001,hyperliquid,,,
1773649864943,,LONG,,72890.1,,,,bybit,BTC,72.89,0.001,,,,
1773649868945,,LONG,,72881.4,,,,bybit,BTC,72.88,0.001,,,,
2026-03-16T08:31:09.069000,BTC,long,0.00066,73221.0,48.33,0x64218c23...,-0.61,hyperliquid,,,,,,,
1773649869069,,LONG,,73221.0,,,,hyperliquid,BTC,48.33,0.00066,hyperliquid,,,
2026-03-16T08:30:43.538000,BTC,long,0.00065,73248.0,47.61,0xe46235da...,-0.57,hyperliquid,,,,,,,
1773649934128,,LONG,,73242.7,,,,okx,BTC,14.65,0.02,,,,
