timestamp,coin,side,size,price,value_usd,liquidated_address,liquidator_address,_exchange,exchange,symbol,value,quantity,order_type,avg_price,order_status
2026-03-15T18:01:11.761108+00:00,BTC,long,0.17637,71746.0,12653.84202,0x4535b3157efa05466d5095309c6f12fe3be237dc,0xb668858ff53322d5511651a2cd92391eb5d60ee3,hyperliquid,,,,,,,
2026-03-15T18:01:12.040216+00:00,BTC,long,0.17637,71746.0,12653.84202,0x4535b3157efa05466d5095309c6f12fe3be237dc,0xb668858ff53322d5511651a2cd92391eb5d60ee3,hyperliquid,,,,,,,
2026-03-15T18:01:11.760652+00:00,BTC,long,0.1422,71746.0,10202.2812,0x4535b3157efa05466d5095309c6f12fe3be237dc,0xd3943e40080322c21c65d94966d4212331302c92,hyperliquid,,,,,,,
2026-03-15T18:01:12.039702+00:00,BTC,long,0.1422,71746.0,10202.2812,0x4535b3157efa05466d5095309c6f12fe3be237dc,0xd3943e40080322c21c65d94966d4212331302c92,hyperliquid,,,,,,,
2026-03-15T18:01:11.760138+00:00,BTC,long,0.13888,71746.0,9964.08448,0x4535b3157efa05466d5095309c6f12fe3be237dc,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,hyperliquid,,,,,,,
2026-03-15T18:01:12.039310+00:00,BTC,long,0.13888,71746.0,9964.08448,0x4535b3157efa05466d5095309c6f12fe3be237dc,0xa775d1bd91ee2cc4cae6113e5fd9c0c17b355277,hyperliquid,,,,,,,
2026-03-15T18:06:11.594325+00:00,BTC,short,0.08004,71756.0,5743.35024,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:06:11.597600+00:00,BTC,short,0.08004,71756.0,5743.35024,0x5eaac7c475b1fad85701f02c4e9e796a53f94bd5,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:05:11.694593+00:00,BTC,short,0.06968,71764.0,5000.515520000001,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:05:12.008744+00:00,BTC,short,0.06968,71764.0,5000.515520000001,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:08:11.296461+00:00,BTC,short,0.06565,71756.0,4710.7814,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:08:14.389170+00:00,BTC,short,0.06565,71756.0,4710.7814,0xae7a0f9f663bb54bfe95378c7e3de7dd6e28d6bc,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:04:41.661640+00:00,BTC,short,0.05874,71782.0,4216.47468,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:04:42.690388+00:00,BTC,short,0.05874,71782.0,4216.47468,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:09:42.577777+00:00,BTC,short,0.05585,71747.0,4007.0699499999996,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:09:43.641446+00:00,BTC,short,0.05585,71747.0,4007.0699499999996,0xf9109ada2f73c62e9889b45453065f0d99260a2d,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:04:11.491670+00:00,BTC,short,0.05456,71795.0,3917.1351999999997,0x023a3d058020fb76cca98f01b3c48c8938a22355,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:04:12.431678+00:00,BTC,short,0.05456,71795.0,3917.1351999999997,0x023a3d058020fb76cca98f01b3c48c8938a22355,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
2026-03-15T18:07:11.441076+00:00,BTC,short,0.05414,71761.0,3885.14054,0x2df8f8d2468f23885609b868d3c6398a1b16f43d,0xf4b5295c919831cc1135b2a0a9c14a8883be436f,hyperliquid,,,,,,,
